query_id,query_variant,source_dataset_id,source_title,query_text,query_topics,query_countries,query_time_collection_years,relevant_dataset_id,relevant_title,relevant_topic,relevant_country,relevant_time_collection_years
8,V1_TOPIC_COUNTRY_TIME_ALL_TOPICS,ZA0682,Family Planning as Health Task,"Can you find datasets related to [[""Reproductive health""]] in [[""Germany""]] during the [1970s]?","[""Reproductive health""]","[""Germany""]","[""1972"", ""1972""]",ZA0682,Family Planning as Health Task,"[""Reproductive health""]","[""Germany""]","[""1972"", ""1972""]"
9,V1_TOPIC_COUNTRY_TIME_ALL_TOPICS,ZA6370,Partnership Conflicts and Psychosomatic Gynecological Illnesses 1988/89 (Additional Survey: Sterile Women),"Can you find datasets related to [[""Employment"", ""Leisure, tourism and sport"", ""Reproductive health"", ""Specific diseases, disorders and medical conditions"", ""Family life and marriage"", ""Gender and gender roles""]] in [[""German Democratic Republic (1949-1990)""]] during the [1980s]?","[""Employment"", ""Leisure, tourism and sport"", ""Reproductive health"", ""Specific diseases, disorders and medical conditions"", ""Family life and marriage"", ""Gender and gender roles""]","[""German Democratic Republic (1949-1990)""]","[""1988"", ""1989""]",ZA6370,Partnership Conflicts and Psychosomatic Gynecological Illnesses 1988/89 (Additional Survey: Sterile Women),"[""Employment"", ""Leisure, tourism and sport"", ""Reproductive health"", ""Specific diseases, disorders and medical conditions"", ""Family life and marriage"", ""Gender and gender roles""]","[""German Democratic Republic (1949-1990)""]","[""1988"", ""1989""]"
9,V1_TOPIC_COUNTRY_TIME_ALL_TOPICS,ZA6370,Partnership Conflicts and Psychosomatic Gynecological Illnesses 1988/89 (Additional Survey: Sterile Women),"Can you find datasets related to [[""Employment"", ""Leisure, tourism and sport"", ""Reproductive health"", ""Specific diseases, disorders and medical conditions"", ""Family life and marriage"", ""Gender and gender roles""]] in [[""German Democratic Republic (1949-1990)""]] during the [1980s]?","[""Employment"", ""Leisure, tourism and sport"", ""Reproductive health"", ""Specific diseases, disorders and medical conditions"", ""Family life and marriage"", ""Gender and gender roles""]","[""German Democratic Republic (1949-1990)""]","[""1988"", ""1989""]",ZA6563,Schoolchildren Interval Study Health Education and Maintaining  Health 1987 to 1991 (Waves 1 to 3),"[""Diet and nutrition"", ""General health and well-being"", ""Medication and treatment"", ""Specific diseases, disorders and medical conditions""]","[""German Democratic Republic (1949-1990)""]","[""1987"", ""1991""]"
9,V1_TOPIC_COUNTRY_TIME_ALL_TOPICS,ZA6370,Partnership Conflicts and Psychosomatic Gynecological Illnesses 1988/89 (Additional Survey: Sterile Women),"Can you find datasets related to [[""Employment"", ""Leisure, tourism and sport"", ""Reproductive health"", ""Specific diseases, disorders and medical conditions"", ""Family life and marriage"", ""Gender and gender roles""]] in [[""German Democratic Republic (1949-1990)""]] during the [1980s]?","[""Employment"", ""Leisure, tourism and sport"", ""Reproductive health"", ""Specific diseases, disorders and medical conditions"", ""Family life and marriage"", ""Gender and gender roles""]","[""German Democratic Republic (1949-1990)""]","[""1988"", ""1989""]",ZA6363,Sociological Investigation - Jena 1988,"[""Employment"", ""Leisure, tourism and sport"", ""Community, urban and rural life"", ""Housing""]","[""German Democratic Republic (1949-1990)""]","[""1988"", ""1988""]"
10,V1_TOPIC_COUNTRY_TIME_ALL_TOPICS,ZA2235,Sexual Conduct of Men and Women in the Federal Republic of Germany 1989,"Can you find datasets related to [[""Reproductive health"", ""Specific diseases, disorders and medical conditions"", ""Family life and marriage""]] in [[""Germany""]] during the [1980s]?","[""Reproductive health"", ""Specific diseases, disorders and medical conditions"", ""Family life and marriage""]","[""Germany""]","[""1989"", ""1989""]",ZA2235,Sexual Conduct of Men and Women in the Federal Republic of Germany 1989,"[""Reproductive health"", ""Specific diseases, disorders and medical conditions"", ""Family life and marriage""]","[""Germany""]","[""1989"", ""1989""]"
11,V1_TOPIC_COUNTRY_TIME_ALL_TOPICS,ZA8413,"""Arma sunt necessaria"" (Arms are necessary) Guns, Gun Culture and Cultural Origins of the Second Amendment to the U.S. Constitution","Can you find datasets related to [[""HISTORY""]] in [[""South Carolina"", ""Massachusetts""]] during the [1730s and 1740s and 1750s and 1760s and 1770s and 1780s and 1790s]?","[""HISTORY""]","[""South Carolina"", ""Massachusetts""]","[""1732"", ""1791""]",ZA8413,"""Arma sunt necessaria"" (Arms are necessary) Guns, Gun Culture and Cultural Origins of the Second Amendment to the U.S. Constitution","[""HISTORY""]","[""South Carolina"", ""Massachusetts""]","[""1732"", ""1791""]"
12,V1_TOPIC_COUNTRY_TIME_ALL_TOPICS,ZA1296,A Survey of Europe Today (Finland),"Can you find datasets related to [[""Leisure, tourism and sport"", ""Social behaviour and attitudes"", ""Media"", ""TRANSPORT AND TRAVEL"", ""Consumption and consumer behaviour"", ""Economic systems and development"", ""Economic conditions and indicators""]] in [[""Finland""]] during the [1960s]?","[""Leisure, tourism and sport"", ""Social behaviour and attitudes"", ""Media"", ""TRANSPORT AND TRAVEL"", ""Consumption and consumer behaviour"", ""Economic systems and development"", ""Economic conditions and indicators""]","[""Finland""]","[""1969"", ""1969""]",ZA1296,A Survey of Europe Today (Finland),"[""Leisure, tourism and sport"", ""Social behaviour and attitudes"", ""Media"", ""TRANSPORT AND TRAVEL"", ""Consumption and consumer behaviour"", ""Economic systems and development"", ""Economic conditions and indicators""]","[""Finland""]","[""1969"", ""1969""]"
13,V1_TOPIC_COUNTRY_TIME_ALL_TOPICS,ZA1458,College Education and Profession,"Can you find datasets related to [[""Employment"", ""Higher and further education""]] in [[""Bavaria""]] during the [1970s]?","[""Employment"", ""Higher and further education""]","[""Bavaria""]","[""1975"", ""1975""]",ZA1458,College Education and Profession,"[""Employment"", ""Higher and further education""]","[""Bavaria""]","[""1975"", ""1975""]"
14,V1_TOPIC_COUNTRY_TIME_ALL_TOPICS,ZA3222,50 Years Federal Republic of Germany,"Can you find datasets related to [[""Social conditions and indicators"", ""Political behaviour and attitudes"", ""Government, political systems and organisations"", ""Elections""]] in [[""Germany""]] during the [1990s]?","[""Social conditions and indicators"", ""Political behaviour and attitudes"", ""Government, political systems and organisations"", ""Elections""]","[""Germany""]","[""1999"", ""1999""]",ZA3222,50 Years Federal Republic of Germany,"[""Social conditions and indicators"", ""Political behaviour and attitudes"", ""Government, political systems and organisations"", ""Elections""]","[""Germany""]","[""1999"", ""1999""]"
15,V1_TOPIC_COUNTRY_TIME_ALL_TOPICS,ZA6262,Future Plans of Young People at Special Schools of Emotional and Social Development,"Can you find datasets related to [[""Youth"", ""EDUCATION"", ""Higher and further education"", ""Migration"", ""Social behaviour and attitudes"", ""Leisure, tourism and sport"", ""Children"", ""Family life and marriage""]] in [[""Germany""]] during the [2010s]?","[""Youth"", ""EDUCATION"", ""Higher and further education"", ""Migration"", ""Social behaviour and attitudes"", ""Leisure, tourism and sport"", ""Children"", ""Family life and marriage""]","[""Germany""]","[""2017"", ""2019""]",ZA6262,Future Plans of Young People at Special Schools of Emotional and Social Development,"[""Youth"", ""EDUCATION"", ""Higher and further education"", ""Migration"", ""Social behaviour and attitudes"", ""Leisure, tourism and sport"", ""Children"", ""Family life and marriage""]","[""Germany""]","[""2017"", ""2019""]"
15,V1_TOPIC_COUNTRY_TIME_ALL_TOPICS,ZA6262,Future Plans of Young People at Special Schools of Emotional and Social Development,"Can you find datasets related to [[""Youth"", ""EDUCATION"", ""Higher and further education"", ""Migration"", ""Social behaviour and attitudes"", ""Leisure, tourism and sport"", ""Children"", ""Family life and marriage""]] in [[""Germany""]] during the [2010s]?","[""Youth"", ""EDUCATION"", ""Higher and further education"", ""Migration"", ""Social behaviour and attitudes"", ""Leisure, tourism and sport"", ""Children"", ""Family life and marriage""]","[""Germany""]","[""2017"", ""2019""]",ZA5273,German General Social Survey - ALLBUScompact 2018,"[""Economic conditions and indicators"", ""Information society"", ""Political behaviour and attitudes"", ""Government, political systems and organisations"", ""Equality, inequality and social exclusion"", ""Cultural and national identity"", ""Social behaviour and attitudes"", ""Religion and values""]","[""Germany""]","[""2018"", ""2018""]"
16,V1_TOPIC_COUNTRY_TIME_ALL_TOPICS,ZA3468,Citizen Survey Duisburg (Spring 2000),"Can you find datasets related to [[""Community, urban and rural life"", ""Cultural activities and participation"", ""Political behaviour and attitudes"", ""Government, political systems and organisations"", ""Housing""]] in [[""North Rhine-Westphalia""]] during the [2000s]?","[""Community, urban and rural life"", ""Cultural activities and participation"", ""Political behaviour and attitudes"", ""Government, political systems and organisations"", ""Housing""]","[""North Rhine-Westphalia""]","[""2000"", ""2000""]",ZA3468,Citizen Survey Duisburg (Spring 2000),"[""Community, urban and rural life"", ""Cultural activities and participation"", ""Political behaviour and attitudes"", ""Government, political systems and organisations"", ""Housing""]","[""North Rhine-Westphalia""]","[""2000"", ""2000""]"
17,V1_TOPIC_COUNTRY_TIME_ALL_TOPICS,ZA2146,Flash Eurobarometer 10 (Managers),"Can you find datasets related to [[""Business/industrial management and organisation"", ""Economic systems and development""]] in [[""Belgium"", ""Germany"", ""Denmark"", ""France"", ""Greece"", ""Ireland"", ""Italy"", ""Luxembourg"", ""Netherlands"", ""Portugal"", ""Spain"", ""Great Britain""]] during the [1990s]?","[""Business/industrial management and organisation"", ""Economic systems and development""]","[""Belgium"", ""Germany"", ""Denmark"", ""France"", ""Greece"", ""Ireland"", ""Italy"", ""Luxembourg"", ""Netherlands"", ""Portugal"", ""Spain"", ""Great Britain""]","[""1992"", ""1992""]",ZA2146,Flash Eurobarometer 10 (Managers),"[""Business/industrial management and organisation"", ""Economic systems and development""]","[""Belgium"", ""Germany"", ""Denmark"", ""France"", ""Greece"", ""Ireland"", ""Italy"", ""Luxembourg"", ""Netherlands"", ""Portugal"", ""Spain"", ""Great Britain""]","[""1992"", ""1992""]"
17,V1_TOPIC_COUNTRY_TIME_ALL_TOPICS,ZA2146,Flash Eurobarometer 10 (Managers),"Can you find datasets related to [[""Business/industrial management and organisation"", ""Economic systems and development""]] in [[""Belgium"", ""Germany"", ""Denmark"", ""France"", ""Greece"", ""Ireland"", ""Italy"", ""Luxembourg"", ""Netherlands"", ""Portugal"", ""Spain"", ""Great Britain""]] during the [1990s]?","[""Business/industrial management and organisation"", ""Economic systems and development""]","[""Belgium"", ""Germany"", ""Denmark"", ""France"", ""Greece"", ""Ireland"", ""Italy"", ""Luxembourg"", ""Netherlands"", ""Portugal"", ""Spain"", ""Great Britain""]","[""1992"", ""1992""]",ZA3300,Forsa-Bus 1992,"[""Political behaviour and attitudes"", ""Government, political systems and organisations"", ""Elections"", ""Economic systems and development""]","[""Germany""]","[""1992"", ""1992""]"
18,V1_TOPIC_COUNTRY_TIME_ALL_TOPICS,ZA8423,Labour market policy in the German Empire.,"Can you find datasets related to [[""HISTORY""]] in [[""German Reich (1871-1945)""]] during the [1900s and 1910s and 1920s]?","[""HISTORY""]","[""German Reich (1871-1945)""]","[""1904"", ""1928""]",ZA8423,Labour market policy in the German Empire.,"[""HISTORY""]","[""German Reich (1871-1945)""]","[""1904"", ""1928""]"
18,V1_TOPIC_COUNTRY_TIME_ALL_TOPICS,ZA8423,Labour market policy in the German Empire.,"Can you find datasets related to [[""HISTORY""]] in [[""German Reich (1871-1945)""]] during the [1900s and 1910s and 1920s]?","[""HISTORY""]","[""German Reich (1871-1945)""]","[""1904"", ""1928""]",ZA8286,"The CFS’s (Center for Financial Studies) historical money and capital market data base, Germany 1871 to 1914.","[""HISTORY""]","[""German Reich (1871-1945)""]","[""1871"", ""1914""]"
18,V1_TOPIC_COUNTRY_TIME_ALL_TOPICS,ZA8423,Labour market policy in the German Empire.,"Can you find datasets related to [[""HISTORY""]] in [[""German Reich (1871-1945)""]] during the [1900s and 1910s and 1920s]?","[""HISTORY""]","[""German Reich (1871-1945)""]","[""1904"", ""1928""]",ZA8256,The Growth of the German Economy since the Middle of the 19th Century. Chapter: Population and Employment,"[""HISTORY""]","[""Historical German lands (-1871)"", ""German Reich (1871-1945)"", ""Germany"", """"]","[""1850"", ""1959""]"
18,V1_TOPIC_COUNTRY_TIME_ALL_TOPICS,ZA8423,Labour market policy in the German Empire.,"Can you find datasets related to [[""HISTORY""]] in [[""German Reich (1871-1945)""]] during the [1900s and 1910s and 1920s]?","[""HISTORY""]","[""German Reich (1871-1945)""]","[""1904"", ""1928""]",ZA8080,The Reichstag Elections and Reich Presidential Elections in Kiel 1925-1932,"[""HISTORY""]","[""German Reich (1871-1945)""]","[""1925"", ""1932""]"
18,V1_TOPIC_COUNTRY_TIME_ALL_TOPICS,ZA8423,Labour market policy in the German Empire.,"Can you find datasets related to [[""HISTORY""]] in [[""German Reich (1871-1945)""]] during the [1900s and 1910s and 1920s]?","[""HISTORY""]","[""German Reich (1871-1945)""]","[""1904"", ""1928""]",ZA8007,Representatives in the Reichstag in the Weimar Republic 1919-1933,"[""HISTORY""]","[""German Reich (1871-1945)""]","[""1919"", ""1933""]"
19,V1_TOPIC_COUNTRY_TIME_ALL_TOPICS,ZA4347,"Duisburg Citizen Survey (Autumn 2002, Foreign population)","Can you find datasets related to [[""Migration"", ""Community, urban and rural life"", ""Government, political systems and organisations""]] in [[""North Rhine-Westphalia""]] during the [2000s]?","[""Migration"", ""Community, urban and rural life"", ""Government, political systems and organisations""]","[""North Rhine-Westphalia""]","[""2002"", ""2002""]",ZA4347,"Duisburg Citizen Survey (Autumn 2002, Foreign population)","[""Migration"", ""Community, urban and rural life"", ""Government, political systems and organisations""]","[""North Rhine-Westphalia""]","[""2002"", ""2002""]"
20,V1_TOPIC_COUNTRY_TIME_ALL_TOPICS,ZA5003,"The Role of Women in the Informal sector: The Case of Ajegunle, Nigeria","Can you find datasets related to [[""Employment"", ""Community, urban and rural life"", ""TRADE, INDUSTRY AND MARKETS"", ""Specific social services: use and availability""]] in [[""Lagos""]] during the [1980s]?","[""Employment"", ""Community, urban and rural life"", ""TRADE, INDUSTRY AND MARKETS"", ""Specific social services: use and availability""]","[""Lagos""]","[""1983"", ""1983""]",ZA5003,"The Role of Women in the Informal sector: The Case of Ajegunle, Nigeria","[""Employment"", ""Community, urban and rural life"", ""TRADE, INDUSTRY AND MARKETS"", ""Specific social services: use and availability""]","[""Lagos""]","[""1983"", ""1983""]"
21,V1_TOPIC_COUNTRY_TIME_ALL_TOPICS,ZA8286,"The CFS’s (Center for Financial Studies) historical money and capital market data base, Germany 1871 to 1914.","Can you find datasets related to [[""HISTORY""]] in [[""German Reich (1871-1945)""]] during the [1870s and 1880s and 1890s and 1900s and 1910s]?","[""HISTORY""]","[""German Reich (1871-1945)""]","[""1871"", ""1914""]",ZA8423,Labour market policy in the German Empire.,"[""HISTORY""]","[""German Reich (1871-1945)""]","[""1904"", ""1928""]"
21,V1_TOPIC_COUNTRY_TIME_ALL_TOPICS,ZA8286,"The CFS’s (Center for Financial Studies) historical money and capital market data base, Germany 1871 to 1914.","Can you find datasets related to [[""HISTORY""]] in [[""German Reich (1871-1945)""]] during the [1870s and 1880s and 1890s and 1900s and 1910s]?","[""HISTORY""]","[""German Reich (1871-1945)""]","[""1871"", ""1914""]",ZA8286,"The CFS’s (Center for Financial Studies) historical money and capital market data base, Germany 1871 to 1914.","[""HISTORY""]","[""German Reich (1871-1945)""]","[""1871"", ""1914""]"
21,V1_TOPIC_COUNTRY_TIME_ALL_TOPICS,ZA8286,"The CFS’s (Center for Financial Studies) historical money and capital market data base, Germany 1871 to 1914.","Can you find datasets related to [[""HISTORY""]] in [[""German Reich (1871-1945)""]] during the [1870s and 1880s and 1890s and 1900s and 1910s]?","[""HISTORY""]","[""German Reich (1871-1945)""]","[""1871"", ""1914""]",ZA8256,The Growth of the German Economy since the Middle of the 19th Century. Chapter: Population and Employment,"[""HISTORY""]","[""Historical German lands (-1871)"", ""German Reich (1871-1945)"", ""Germany"", """"]","[""1850"", ""1959""]"
22,V1_TOPIC_COUNTRY_TIME_ALL_TOPICS,ZA0977,The Death Penalty (1978),"Can you find datasets related to [[""Crime and law enforcement""]] in [[""Germany""]] during the [1970s]?","[""Crime and law enforcement""]","[""Germany""]","[""1978"", ""1978""]",ZA0977,The Death Penalty (1978),"[""Crime and law enforcement""]","[""Germany""]","[""1978"", ""1978""]"
23,V1_TOPIC_COUNTRY_TIME_ALL_TOPICS,ZA6350,Social Situation and Political Orientations of the Jena  Populace before the Municipal Election in May 1990,"Can you find datasets related to [[""Community, urban and rural life"", ""Political behaviour and attitudes"", ""Government, political systems and organisations"", ""Elections""]] in [[""German Democratic Republic (1949-1990)""]] during the [1990s]?","[""Community, urban and rural life"", ""Political behaviour and attitudes"", ""Government, political systems and organisations"", ""Elections""]","[""German Democratic Republic (1949-1990)""]","[""1990"", ""1990""]",ZA6350,Social Situation and Political Orientations of the Jena  Populace before the Municipal Election in May 1990,"[""Community, urban and rural life"", ""Political behaviour and attitudes"", ""Government, political systems and organisations"", ""Elections""]","[""German Democratic Republic (1949-1990)""]","[""1990"", ""1990""]"
24,V1_TOPIC_COUNTRY_TIME_ALL_TOPICS,ZA0241,Decatur Study (Personal Influence),"Can you find datasets related to [[""MEDIA, COMMUNICATION AND LANGUAGE"", ""SOCIAL STRATIFICATION AND GROUPINGS""]] in [[""Illinois""]] during the [1940s]?","[""MEDIA, COMMUNICATION AND LANGUAGE"", ""SOCIAL STRATIFICATION AND GROUPINGS""]","[""Illinois""]","[""1945"", ""1945""]",ZA0241,Decatur Study (Personal Influence),"[""MEDIA, COMMUNICATION AND LANGUAGE"", ""SOCIAL STRATIFICATION AND GROUPINGS""]","[""Illinois""]","[""1945"", ""1945""]"
25,V1_TOPIC_COUNTRY_TIME_ALL_TOPICS,ZA1635,Cologne Study (Reader Analysis of the Koelner Stadt-Anzeiger),"Can you find datasets related to [[""Leisure, tourism and sport"", ""Community, urban and rural life"", ""TRANSPORT AND TRAVEL"", ""Consumption and consumer behaviour""]] in [[""North Rhine-Westphalia""]] during the [1980s]?","[""Leisure, tourism and sport"", ""Community, urban and rural life"", ""TRANSPORT AND TRAVEL"", ""Consumption and consumer behaviour""]","[""North Rhine-Westphalia""]","[""1986"", ""1986""]",ZA1635,Cologne Study (Reader Analysis of the Koelner Stadt-Anzeiger),"[""Leisure, tourism and sport"", ""Community, urban and rural life"", ""TRANSPORT AND TRAVEL"", ""Consumption and consumer behaviour""]","[""North Rhine-Westphalia""]","[""1986"", ""1986""]"
26,V1_TOPIC_COUNTRY_TIME_ALL_TOPICS,ZA8874,Learning Progression Analytics - Analysing and Promoting Learning Progressions to Develop Skills (LPA-AFLEK),"Can you find datasets related to [[""Compulsory and pre-school education""]] in [[""Schleswig-Holstein""]] during the [2020s]?","[""Compulsory and pre-school education""]","[""Schleswig-Holstein""]","[""2021"", ""2023""]",ZA8874,Learning Progression Analytics - Analysing and Promoting Learning Progressions to Develop Skills (LPA-AFLEK),"[""Compulsory and pre-school education""]","[""Schleswig-Holstein""]","[""2021"", ""2023""]"
27,V1_TOPIC_COUNTRY_TIME_ALL_TOPICS,ZA7652,Trend Questions Corona (Week 13/2020),"Can you find datasets related to [[""Specific diseases, disorders and medical conditions"", ""MEDIA, COMMUNICATION AND LANGUAGE"", ""Working conditions"", ""Health care services and policies""]] in [[""Germany""]] during the [2020s]?","[""Specific diseases, disorders and medical conditions"", ""MEDIA, COMMUNICATION AND LANGUAGE"", ""Working conditions"", ""Health care services and policies""]","[""Germany""]","[""2020"", ""2020""]",ZA7652,Trend Questions Corona (Week 13/2020),"[""Specific diseases, disorders and medical conditions"", ""MEDIA, COMMUNICATION AND LANGUAGE"", ""Working conditions"", ""Health care services and policies""]","[""Germany""]","[""2020"", ""2020""]"
28,V1_TOPIC_COUNTRY_TIME_ALL_TOPICS,ZA1157,Preparatory Investigation according to the Law to Promote Urban  Development (Municipality Data),"Can you find datasets related to [[""Community, urban and rural life"", ""Land use and planning""]] in [[""Germany""]] during the [1960s]?","[""Community, urban and rural life"", ""Land use and planning""]","[""Germany""]","[""1968"", ""1968""]",ZA1157,Preparatory Investigation according to the Law to Promote Urban  Development (Municipality Data),"[""Community, urban and rural life"", ""Land use and planning""]","[""Germany""]","[""1968"", ""1968""]"
