query_id,query_variant,mode,rank,returned_title,returned_url_or_doi,justification,raw_response_path
24,V3_TITLE_ONLY,WEB_SEARCH,1,The Death Penalty (1978),https://search.gesis.org/research_data/ZA0813,"This GESIS landing page is for study ZA0813, titled ""The Death Penalty (1978)"", matching the requested dataset title and hosted by GESIS.",logs\query_24_WEB_SEARCH.json
25,V3_TITLE_ONLY,WEB_SEARCH,1,Social Situation and Political Orientations of the Jena Populace before the Municipal Election in May 1990,https://doi.org/10.4232/1.4009,This GESIS dataset (ZA4009) matches the title exactly and is described as a survey on the social situation and political orientations of Jena residents before the May 1990 municipal elections.,logs\query_25_WEB_SEARCH.json
26,V3_TITLE_ONLY,WEB_SEARCH,1,Decatur Study 1945: Exercising Personal Influence,https://doi.org/10.4232/1.4511,"GESIS dataset specifically titled “Decatur Study 1945: Exercising Personal Influence,” which matches the classic ‘Decatur Study (Personal Influence)’ described in the literature and is hosted in the GESIS data catalog.",logs\query_26_WEB_SEARCH.json
26,V3_TITLE_ONLY,WEB_SEARCH,2,ALLBUS/GGSS cumulation 1980-2016 (includes items on Decatur/Personal Influence tradition),https://doi.org/10.4232/1.12960,"While not the original field study, this GESIS cumulative dataset references and operationalizes concepts from the Decatur ‘Personal Influence’ tradition; included here as a related GESIS-hosted resource touching the same research theme.",logs\query_26_WEB_SEARCH.json
27,V3_TITLE_ONLY,WEB_SEARCH,1,Cologne Study (Reader Analysis of the Koelner Stadt-Anzeiger),https://doi.org/10.4232/1.5073,This GESIS dataset record matches the requested title exactly: “Cologne Study (Reader Analysis of the Koelner Stadt-Anzeiger)”. The DOI 10.4232/1.5073 is assigned and resolves to the GESIS landing page containing study details and access information.,logs\query_27_WEB_SEARCH.json
28,V3_TITLE_ONLY,WEB_SEARCH,1,Learning Progression Analytics - Analysing and Promoting Learning Progressions to Develop Skills (LPA-AFLEK),https://doi.org/10.7802/2450,This DOI resolves to a GESIS Data Archive landing page whose title exactly matches the requested dataset name and is hosted by GESIS.,logs\query_28_WEB_SEARCH.json
29,V3_TITLE_ONLY,WEB_SEARCH,1,Trend Questions Corona (Week 13/2020),https://doi.org/10.4232/1.13631,"This is the GESIS Data Archive entry for the dataset explicitly titled “Trend Questions Corona (Week 13/2020)”, providing documentation and access information.",logs\query_29_WEB_SEARCH.json
30,V3_TITLE_ONLY,WEB_SEARCH,1,"Preparatory Investigation according to the Law to Promote Urban Development (Municipality Data), 1971",https://doi.org/10.4232/1.3222,"This GESIS dataset matches the requested title, explicitly labeled as municipality data from the preparatory investigation according to the Law to Promote Urban Development.",logs\query_30_WEB_SEARCH.json
31,V3_TITLE_ONLY,WEB_SEARCH,1,"German Internet Panel, wave 51 (January 2021)",https://doi.org/10.4232/1.13948,"This DOI resolves to the GESIS Data Archive entry titled “German Internet Panel, wave 51 (January 2021)” with detailed metadata and access information.",logs\query_31_WEB_SEARCH.json
32,V3_TITLE_ONLY,WEB_SEARCH,1,Forsa-Bus 1992,https://doi.org/10.4232/1.1358,"This DOI resolves to the GESIS data catalogue entry titled “Forsa-Bus 1992” (Study No. ZA1358), matching the requested dataset name and hosted by GESIS.",logs\query_32_WEB_SEARCH.json
33,V3_TITLE_ONLY,WEB_SEARCH,1,Flash Eurobarometer 550 (EU Challenges and Priorities),https://doi.org/10.4232/1.14493,"This DOI resolves to the GESIS Data Archive entry for the survey titled “Flash Eurobarometer 550 (EU Challenges and Priorities)”, matching the requested dataset exactly.",logs\query_33_WEB_SEARCH.json
34,V3_TITLE_ONLY,WEB_SEARCH,1,Situation Report Medium-Sized Companies 1991/20,https://doi.org/10.4232/1.13744,"This GESIS DOI entry explicitly matches the requested title, 'Situation Report Medium-Sized Companies 1991/20', and is hosted in the GESIS data catalogue.",logs\query_34_WEB_SEARCH.json
34,V3_TITLE_ONLY,WEB_SEARCH,2,Situation Report Medium-sized Companies 1991/20 (GESIS landing page),https://search.gesis.org/research_data/ZA2374,"This is the GESIS data catalogue landing page for study number ZA2374, titled 'Situation Report Medium-Sized Companies 1991/20', which corresponds directly to the requested dataset.",logs\query_34_WEB_SEARCH.json
35,V3_TITLE_ONLY,WEB_SEARCH,1,Spring Study 1998,https://doi.org/10.4232/1.4323,"This is the GESIS Data Archive entry for the dataset titled 'Spring Study 1998', providing the official DOI-based landing page.",logs\query_35_WEB_SEARCH.json
35,V3_TITLE_ONLY,WEB_SEARCH,2,Spring Study 1998,https://search.gesis.org/research_data/ZA3069,"This is the GESIS study information page (ZA3069) for 'Spring Study 1998', hosted directly by GESIS and describing the dataset and access details.",logs\query_35_WEB_SEARCH.json
36,V3_TITLE_ONLY,WEB_SEARCH,1,The Berlin Pulse – German Foreign Policy 2024,https://doi.org/10.7802/2706,This DOI resolves to the GESIS Data Archive entry for “The Berlin Pulse – German Foreign Policy 2024”. The landing page is hosted by GESIS and provides metadata and access information for the dataset matching the requested title.,logs\query_36_WEB_SEARCH.json
37,V3_TITLE_ONLY,WEB_SEARCH,1,Youth Industrial Health and Safety in Practice in Hesse from the Perspective of Young People,https://doi.org/10.4232/1.4455,This GESIS DOI landing page corresponds exactly to the requested dataset title and is hosted in the GESIS data catalogue.,logs\query_37_WEB_SEARCH.json
38,V3_TITLE_ONLY,WEB_SEARCH,1,"German Business Panel, Covid-19 Survey (2020/2021). Data file for on-site use",https://doi.org/10.21249/DZHW:gpb2021:1.0.0,"This DOI landing page at GESIS refers explicitly to the dataset titled “German Business Panel, Covid-19 Survey (2020/2021). Data file for on-site use” and is hosted via the GESIS data infrastructure.",logs\query_38_WEB_SEARCH.json
39,V3_TITLE_ONLY,WEB_SEARCH,1,histat – data compilation online: Wages and Salaries (Indices) in Germany 1913/14 – 2006,https://search.gesis.org/research_data/ZA8135,"This is the GESIS landing page in the GESIS Search portal for the histat dataset titled “histat – data compilation online: Wages and Salaries (Indices) in Germany 1913/14 – 2006”, matching the requested title exactly.",logs\query_39_WEB_SEARCH.json
40,V3_TITLE_ONLY,WEB_SEARCH,1,Flash Eurobarometer 197 (Satisfaction with EC Representations in 11 Member States),https://doi.org/10.4232/1.1977,This GESIS DOI landing page corresponds exactly to the dataset title requested: “Flash Eurobarometer 197 (Satisfaction with EC Representations in 11 Member States).”,logs\query_40_WEB_SEARCH.json
41,V3_TITLE_ONLY,WEB_SEARCH,1,German General Social Survey - ALLBUScompact 2018,https://doi.org/10.4232/1.13223,"This is the GESIS DOI landing page for 'German General Social Survey - ALLBUScompact 2018' (Study Number 5274), explicitly matching the requested dataset title.",logs\query_41_WEB_SEARCH.json
42,V3_TITLE_ONLY,WEB_SEARCH,1,MEDem User Survey 2024,https://search.gesis.org/research_data/ZA9120,"This GESIS landing page is specifically for the dataset titled “MEDem User Survey 2024” (study number ZA9120), hosted in the GESIS data catalogue.",logs\query_42_WEB_SEARCH.json
43,V3_TITLE_ONLY,WEB_SEARCH,1,Foreigners in Eastern Germany 1990,https://doi.org/10.4232/1.11719,This GESIS dataset (study number ZA2066) is explicitly titled “Foreigners in Eastern Germany 1990” and matches the requested title exactly.,logs\query_43_WEB_SEARCH.json
44,V3_TITLE_ONLY,WEB_SEARCH,1,Monitor Digitalisierung 360° – WiSe 2023/24,https://doi.org/10.21249/DZHW%3Amon_digi%3A1.0.0,"This DOI resolves to the GESIS/DZHW data publication for the study “Monitor Digitalisierung 360° – WiSe 2023/24”, matching the requested title exactly and providing the official dataset landing page.",logs\query_44_WEB_SEARCH.json
45,V3_TITLE_ONLY,WEB_SEARCH,1,"Reader Analysis of the Mannesmann Company Magazine, UNSER WERKTAG, 1964",https://doi.org/10.4232/1.2800,Exact title match at GESIS; this study documents a reader analysis of the Mannesmann company magazine ‘UNSER WERKTAG’ conducted in 1964.,logs\query_45_WEB_SEARCH.json
45,V3_TITLE_ONLY,WEB_SEARCH,2,"Reader Analysis of the Mannesmann Company Magazine, UNSER WERKTAG, 1964",https://search.gesis.org/research_data/ZA0162,"GESIS search landing page for study ZA0162, which is titled ‘Reader Analysis of the Mannesmann Company Magazine, UNSER WERKTAG, 1964’ and corresponds to the requested dataset.",logs\query_45_WEB_SEARCH.json
46,V3_TITLE_ONLY,WEB_SEARCH,1,Dataset of Italian Municipal Unions (Intermunicipal Cooperation forms). 1996-2015.,https://doi.org/10.7802/1462,"This DOI resolves to a GESIS-hosted landing page for the dataset titled “Dataset of Italian Municipal Unions (Intermunicipal Cooperation forms). 1996-2015.”, matching the requested title exactly.",logs\query_46_WEB_SEARCH.json
47,V3_TITLE_ONLY,WEB_SEARCH,1,Election Study 1994: Politbarometer West 1994 (Trend Investigations),https://doi.org/10.4232/1.2717,"This DOI resolves to the GESIS Data Archive entry for the dataset explicitly titled “Election Study 1994: Politbarometer West 1994 (Trend Investigations)”, matching the requested title exactly.",logs\query_47_WEB_SEARCH.json
48,V3_TITLE_ONLY,WEB_SEARCH,1,Universities in the Federal Republic of Germany 1949-2001,https://search.gesis.org/research_data/ZA4674,This GESIS landing page corresponds exactly to the dataset title “Universities in the Federal Republic of Germany 1949-2001” and is hosted in the GESIS data catalog.,logs\query_48_WEB_SEARCH.json
49,V3_TITLE_ONLY,WEB_SEARCH,1,The Growth of the German Economy since the Middle of the 19th Century. Chapter: Population and Employment,https://doi.org/10.4232/1.4927,"This DOI resolves to the GESIS data catalogue entry for the dataset titled “The Growth of the German Economy since the Middle of the 19th Century. Chapter: Population and Employment”, matching the requested title exactly and hosted by GESIS.",logs\query_49_WEB_SEARCH.json
50,V3_TITLE_ONLY,WEB_SEARCH,1,Social Structure in the Lignite Area West of the Rhine (Relocated Villages),https://doi.org/10.4232/1.12918,"This DOI resolves to a GESIS Data Archive landing page for the study titled 'Social Structure in the Lignite Area West of the Rhine (Relocated Villages)', matching the requested dataset exactly.",logs\query_50_WEB_SEARCH.json
51,V3_TITLE_ONLY,WEB_SEARCH,1,Education and life (Aufwachsen und Bildungswege – Bildung und Lebensgestaltung),https://doi.org/10.4232/1.10041,This GESIS study titled “Education and life (Aufwachsen und Bildungswege – Bildung und Lebensgestaltung)” matches the requested title and is hosted in the GESIS data catalogue with a dedicated DOI landing page.,logs\query_51_WEB_SEARCH.json
52,V3_TITLE_ONLY,WEB_SEARCH,1,"CROCorp: Corpus of Parliamentary Debates in Croatia, 2003-2015",https://doi.org/10.21249/DZDW_H_0003_V1,This GESIS DOI landing page corresponds exactly to the dataset titled “CROCorp: Corpus of Parliamentary Debates in Croatia” and provides access to the corpus and its documentation.,logs\query_52_WEB_SEARCH.json
53,V3_TITLE_ONLY,WEB_SEARCH,1,Crisis Monitor (Week 8/2024),https://doi.org/10.7802/2630,This DOI resolves to a GESIS-hosted landing page for the dataset explicitly titled “Crisis Monitor (Week 8/2024)” in the GESIS data catalogue.,logs\query_53_WEB_SEARCH.json
54,V3_TITLE_ONLY,WEB_SEARCH,1,Attitude to Demonstrations and to the SDS (ZUMA-Study 1972),https://doi.org/10.4232/1.0358,This GESIS dataset matches the requested title exactly and is hosted by GESIS with a DOI landing page describing the 1972 ZUMA study on attitudes toward demonstrations and the SDS.,logs\query_54_WEB_SEARCH.json
55,V3_TITLE_ONLY,WEB_SEARCH,1,Partner III - apprentices 1990,https://doi.org/10.4232/1.2639,"This GESIS dataset record matches the requested title (Partners III - Apprentices 1990) and year, and is hosted in the GESIS data catalog with DOI 10.4232/1.2639.",logs\query_55_WEB_SEARCH.json
56,V3_TITLE_ONLY,WEB_SEARCH,1,Politbarometer (October 1987),https://doi.org/10.4232/1.10620,Exact title match found in the GESIS data catalogue; this DOI resolves to the GESIS landing page for the Politbarometer study conducted in October 1987.,logs\query_56_WEB_SEARCH.json
57,V3_TITLE_ONLY,WEB_SEARCH,1,Group-focused enmity (GMF-Survey 2010),https://doi.org/10.4232/1.10788,"This GESIS dataset corresponds to the requested study. The GESIS title is “Group-focused enmity (GMF-Survey 2010)”, which in English literature is also rendered as “Group-oriented animosity against people (GMF-Survey 2010)”. The DOI 10.4232/1.10788 resolves to the official GESIS landing page for the 2010 GMF Survey dataset.",logs\query_57_WEB_SEARCH.json
58,V3_TITLE_ONLY,WEB_SEARCH,1,Schoolchildren Interval Study Health Education and Maintaining Health 1987 to 1991 (Waves 1 to 3),https://search.gesis.org/research_data/ZA2610,"This is the GESIS data catalogue landing page for study ZA2610, titled “Schoolchildren Interval Study Health Education and Maintaining Health 1987 to 1991 (Waves 1 to 3)”, which matches the requested dataset exactly and is hosted by GESIS.",logs\query_58_WEB_SEARCH.json
59,V3_TITLE_ONLY,WEB_SEARCH,1,Social and Political Attitudes 2024 (Cumulated Data Set),https://doi.org/10.4232/1.14221,"This DOI resolves to the GESIS Data Catalogue entry for the dataset explicitly titled 'Social and Political Attitudes 2024 (Cumulated Data Set)', matching the query exactly.",logs\query_59_WEB_SEARCH.json
60,V3_TITLE_ONLY,WEB_SEARCH,1,Sofortresonanzen DDR Fernsehen 30. Woche 1984 (SFR 30/84),https://dx.doi.org/10.4232/1.13440,This record exactly matches the requested title and is a GESIS-hosted dataset with DOI 10.4232/1.13440.,logs\query_60_WEB_SEARCH.json
61,V3_TITLE_ONLY,WEB_SEARCH,1,"Personality, Motives, and Human Capital as Explanations for Business Success",https://doi.org/10.4232/1.13530,"This GESIS dataset (ZA6386) matches the requested title exactly: 'Personality, Motives, and Human Capital as Explanations for Business Success'. The DOI resolves to the GESIS-hosted landing page containing study information and data access details.",logs\query_61_WEB_SEARCH.json
62,V3_TITLE_ONLY,WEB_SEARCH,1,"Homeoffice und suchthaftes Arbeiten in Deutschland, 2022",https://doi.org/10.5157/GESIS.SGWS.001,"This GESIS Study GWS dataset has the German title “Homeoffice und suchthaftes Arbeiten in Deutschland, 2022,” which directly matches the queried title “Homeoffice und suchthaftes Arbeiten in Deutschland.” The DOI resolves to the GESIS-hosted landing page.",logs\query_62_WEB_SEARCH.json
63,V3_TITLE_ONLY,WEB_SEARCH,1,Young People in Organized Leisure Time,https://doi.org/10.4232/1.14138,GESIS Data Catalogue entry for the study titled 'Young People in Organized Leisure Time'; DOI resolves to GESIS-hosted landing page with study description and access information.,logs\query_63_WEB_SEARCH.json
64,V3_TITLE_ONLY,WEB_SEARCH,1,Sofortresonanzen DDR Fernsehen 51. Woche 1985 (SFR 51/85),https://doi.org/10.4232/1.13531,"This DOI resolves to the GESIS landing page for the dataset titled ""Sofortresonanzen DDR Fernsehen 51. Woche 1985 (SFR 51/85)"", matching the requested title exactly.",logs\query_64_WEB_SEARCH.json
65,V3_TITLE_ONLY,WEB_SEARCH,1,State Election in Saarland 2012,https://search.gesis.org/research_data/ZA5839,"This is the GESIS study entry for “State Election in Saarland 2012” (Study No. ZA5839), matching the requested dataset title.",logs\query_65_WEB_SEARCH.json
66,V3_TITLE_ONLY,WEB_SEARCH,1,Opinions and Values of Egyptian Students in West Germany,https://doi.org/10.4232/1.4877,"This GESIS study (ZA Study No. 1010) is explicitly titled “Opinions and Values of Egyptian Students in West Germany,” matching the requested dataset exactly.",logs\query_66_WEB_SEARCH.json
67,V3_TITLE_ONLY,WEB_SEARCH,1,"Food for Justice: Power, Politics, and Food Inequalities in a Bioeconomy (Berlin, 2024)",https://doi.org/10.7802/2681,"This DOI resolves to the GESIS-hosted landing page for the dataset titled “Food for Justice: Power, Politics, and Food Inequalities in a Bioeconomy (Berlin, 2024)”, matching the user’s query exactly.",logs\query_67_WEB_SEARCH.json
68,V3_TITLE_ONLY,WEB_SEARCH,1,"Socio-Economic Status, Comparisons of Subjective Affectedness and Life Satisfaction During the COVID-19 Pandemic in Germany",https://doi.org/10.4232/1.13801,"This is the GESIS-hosted study whose title exactly matches the requested dataset, providing a DOI-based landing page for access.",logs\query_68_WEB_SEARCH.json
69,V3_TITLE_ONLY,WEB_SEARCH,1,Consumer Analysis 87,https://doi.org/10.4232/1.10960,This record in the GESIS Data Archive (ZA1729) is explicitly titled “Consumer Analysis 87” and provides the official landing page and DOI for the dataset hosted by GESIS.,logs\query_69_WEB_SEARCH.json
70,V3_TITLE_ONLY,WEB_SEARCH,1,Sociological Investigation - Jena 1988,https://doi.org/10.4232/1.13597,This is the GESIS DOI landing page for the dataset explicitly titled “Sociological Investigation - Jena 1988” (study number ZA1359).,logs\query_70_WEB_SEARCH.json
