provider;variant_short;query_id;query_variant;mode;model;rank;returned_title;returned_url_or_doi;matched_dataset_id;match_method;link_valid;title_matched_dataset_id;title_match_score;title_match_method;title_identifier_conflict;is_strict_source_dataset;is_source_dataset;is_title_source_dataset;is_strict_gesis_relevant_dataset;is_gesis_relevant_dataset;is_title_gesis_relevant_dataset;source_dataset_id
OpenAI;V1;5;V1_TOPIC_COUNTRY_TIME_ALL_TOPICS;WEB_SEARCH;chat-latest;12;German Internet Panel, Wave 70 (March 2024);https://doi.org/10.4232/1.14744;ZA9052;title_exact;False;ZA9052;1.0;title_exact;0;0;0;0;0;1;1;ZA5665
OpenAI;V1;5;V1_TOPIC_COUNTRY_TIME_ALL_TOPICS;WEB_SEARCH;chat-latest;13;Mikrozensus 2021;https://doi.org/10.21242/12211.2021.00.00.1.1.0;missy-mz-2021;title_fuzzy;False;missy-mz-2021;0.7272727272727272;title_fuzzy;0;0;0;0;0;0;0;ZA5665
OpenAI;V1;5;V1_TOPIC_COUNTRY_TIME_ALL_TOPICS;WEB_SEARCH;chat-latest;14;Einkommens- und Verbrauchsstichprobe (EVS) 2018 — Scientific Use File;https://doi.org/10.21242/63211.2018.00.04.3.1.0;missy-mz-2018;title_fuzzy;False;missy-mz-2018;0.7272727272727272;title_fuzzy;0;0;0;0;0;0;0;ZA5665
OpenAI;V1;5;V1_TOPIC_COUNTRY_TIME_ALL_TOPICS;WEB_SEARCH;chat-latest;15;GEDA 2019/2020-EHIS — Scientific Use Files;https://www.rki.de/DE/Aktuelles/Publikationen/Forschungsdaten/FDZ/Datenangebot/GEDA/GEDA_inhalt.html;;unmatched;False;;0.0;unmatched;0;0;0;0;0;0;0;ZA5665
OpenAI;V1;5;V1_TOPIC_COUNTRY_TIME_ALL_TOPICS;WEB_SEARCH;chat-latest;16;Gesundheit in Deutschland aktuell (GEDA 2019/2020-EHIS) Open Data;https://doi.org/10.5281/zenodo.7214473;;unmatched;False;;0.0;unmatched;0;0;0;0;0;0;0;ZA5665
OpenAI;V1;5;V1_TOPIC_COUNTRY_TIME_ALL_TOPICS;WEB_SEARCH;chat-latest;17;Zeitverwendungserhebung 2022 — Scientific Use File;https://doi.org/10.21242/63911.2022.00.00.3.1.1;;unmatched;False;;0.0;unmatched;0;0;0;0;0;0;0;ZA5665
OpenAI;V1;5;V1_TOPIC_COUNTRY_TIME_ALL_TOPICS;WEB_SEARCH;chat-latest;18;German Time Use Survey 2022 — Results and Data;https://www.destatis.de/EN/Themes/Society-Environment/Income-Consumption-Living-Conditions/Time-Use/_node.html;;unmatched;False;;0.0;unmatched;0;0;0;0;0;0;0;ZA5665
OpenAI;V1;5;V1_TOPIC_COUNTRY_TIME_ALL_TOPICS;WEB_SEARCH;chat-latest;19;Statistik der Straßenverkehrsunfälle 2022 — Scientific Use File;https://doi.org/10.21242/46241.2022.00.00.3.1.0;;unmatched;False;;0.0;unmatched;0;0;0;0;0;0;0;ZA5665
OpenAI;V1;5;V1_TOPIC_COUNTRY_TIME_ALL_TOPICS;WEB_SEARCH;chat-latest;20;Destatis Migration Statistics (Wanderungsstatistik);https://genesis.destatis.de/datenbank/online/statistic/12711/details;;unmatched;False;;0.0;unmatched;0;0;0;0;0;0;0;ZA5665
OpenAI;V1;5;V1_TOPIC_COUNTRY_TIME_ALL_TOPICS;WEB_SEARCH;chat-latest;21;Destatis Microcensus — Population by Sex, Marital Status and Migration Status;https://genesis.destatis.de/datenbank/online/statistic/12211/table/12211-0201;ZA0542;title_fuzzy;False;ZA0542;0.8235294117647058;title_fuzzy;0;0;0;0;0;0;0;ZA5665
OpenAI;V1;5;V1_TOPIC_COUNTRY_TIME_ALL_TOPICS;WEB_SEARCH;chat-latest;22;German Time Use Survey 2022 — Average Daily Time Use;https://genesis.destatis.de/datenbank/online/statistic/63911/table/63911-0007;;unmatched;False;;0.0;unmatched;0;0;0;0;0;0;0;ZA5665
OpenAI;V1;5;V1_TOPIC_COUNTRY_TIME_ALL_TOPICS;WEB_SEARCH;chat-latest;23;German Environment Agency — Greenhouse Gas Emissions in Germany;https://www.umweltbundesamt.de/daten/umweltzustand-trends/klima/treibhausgas-emissionen-in-deutschland;ZA0485;title_fuzzy;False;ZA0485;0.7692307692307692;title_fuzzy;0;0;0;0;0;0;0;ZA5665
OpenAI;V1;5;V1_TOPIC_COUNTRY_TIME_ALL_TOPICS;WEB_SEARCH;chat-latest;24;German Environment Agency — Air Pollutant Emissions in Germany;https://www.umweltbundesamt.de/daten/umweltzustand-trends/luft/luftschadstoff-emissionen-in-deutschland;ZA0485;title_fuzzy;False;ZA0485;0.7692307692307692;title_fuzzy;0;0;0;0;0;0;0;ZA5665
OpenAI;V1;5;V1_TOPIC_COUNTRY_TIME_ALL_TOPICS;WEB_SEARCH;chat-latest;25;German Environment Agency — Data on the Environment;https://www.umweltbundesamt.de/daten;;unmatched;False;;0.0;unmatched;0;0;0;0;0;0;0;ZA5665
OpenAI;V1;6;V1_TOPIC_COUNTRY_TIME_ALL_TOPICS;WEB_SEARCH;chat-latest;1;News on TikTok: An Annotated Dataset of TikTok Videos from German-Speaking News Outlets in 2023;https://doi.org/10.1609/icwsm.v19i1.35953;SDN-10.7802-2863;title_exact;False;SDN-10.7802-2863;1.0;title_exact;0;0;1;1;0;1;1;SDN-10.7802-2863
OpenAI;V1;6;V1_TOPIC_COUNTRY_TIME_ALL_TOPICS;WEB_SEARCH;chat-latest;2;Worlds of Journalism Study Wave 3 (2021–2025) Consolidated Dataset;https://doi.org/10.5281/zenodo.17403573;;unmatched;False;;0.0;unmatched;0;0;0;0;0;0;0;SDN-10.7802-2863
OpenAI;V1;6;V1_TOPIC_COUNTRY_TIME_ALL_TOPICS;WEB_SEARCH;chat-latest;3;Mapping Toxic Comments Across Demographics: A Dataset from German Public Broadcasting;https://doi.org/10.5281/zenodo.17109817;;unmatched;False;;0.0;unmatched;0;0;0;0;0;0;0;SDN-10.7802-2863
OpenAI;V1;6;V1_TOPIC_COUNTRY_TIME_ALL_TOPICS;WEB_SEARCH;chat-latest;4;More Inclusive and Wider Sources: A Comparative Analysis of Data and Political Journalists on Twitter (Now X) in Germany;https://doi.org/10.3390/journalmedia5010027;ZA5991;title_fuzzy;False;ZA5991;0.8;title_fuzzy;0;0;0;0;0;0;0;SDN-10.7802-2863
OpenAI;V1;6;V1_TOPIC_COUNTRY_TIME_ALL_TOPICS;WEB_SEARCH;chat-latest;5;The German Data Journalist in 2021;https://doi.org/10.1080/17512786.2022.2098523;missy-mz-2021;title_fuzzy;False;missy-mz-2021;0.7272727272727272;title_fuzzy;0;0;0;0;0;0;0;SDN-10.7802-2863
OpenAI;V1;6;V1_TOPIC_COUNTRY_TIME_ALL_TOPICS;WEB_SEARCH;chat-latest;6;Journalismus in Deutschland 2023;https://doi.org/10.21241/ssoar.89555;SDN-10.7802-3006;title_fuzzy;False;SDN-10.7802-3006;0.7450980392156863;title_fuzzy;0;0;0;0;0;0;0;SDN-10.7802-2863
OpenAI;V1;6;V1_TOPIC_COUNTRY_TIME_ALL_TOPICS;WEB_SEARCH;chat-latest;7;Digital News Report 2023;https://doi.org/10.60625/risj-p6es-hb13;;unmatched;False;;0.0;unmatched;0;0;0;0;0;0;0;SDN-10.7802-2863
OpenAI;V1;6;V1_TOPIC_COUNTRY_TIME_ALL_TOPICS;WEB_SEARCH;chat-latest;8;Reuters Institute Digital News Report 2023: Ergebnisse für Deutschland;https://doi.org/10.21241/ssoar.86851;;unmatched;False;;0.0;unmatched;0;0;0;0;0;0;0;SDN-10.7802-2863
OpenAI;V1;6;V1_TOPIC_COUNTRY_TIME_ALL_TOPICS;WEB_SEARCH;chat-latest;9;Incentivizing News Consumption on Social Media Platforms Using Large Language Models and Realistic Bot Accounts;https://doi.org/10.5061/dryad.7sqv9s50w;;unmatched;False;;0.0;unmatched;0;0;0;0;0;0;0;SDN-10.7802-2863
OpenAI;V1;6;V1_TOPIC_COUNTRY_TIME_ALL_TOPICS;WEB_SEARCH;chat-latest;10;Diskurse zur Mediatisierung des Büros: Ein kommentierter Datensatz zu einer wissenssoziologischen Diskursanalyse von Presseartikeln (deutschsprachiger Raum, 1980–2024);https://doi.org/10.5281/zenodo.19182156;;unmatched;False;;0.0;unmatched;0;0;0;0;0;0;0;SDN-10.7802-2863
OpenAI;V2;1;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;1;ILOSTAT – Indicators and Data Tools;https://ilostat.ilo.org/data/;;unmatched;False;;0.0;unmatched;0;0;0;0;0;0;0;ZA7500
OpenAI;V2;1;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;2;ILOSTAT – Bulk Download Facility;https://ilostat.ilo.org/data/bulk/;;unmatched;False;;0.0;unmatched;0;0;0;0;0;0;0;ZA7500
OpenAI;V2;1;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;3;UNECE Statistical Database – Labour Force and Employment;https://w3.unece.org/PXWeb2015/pxweb/en/STAT/STAT__20-ME__3-MELF;SDN-10.7802-2786;title_fuzzy;False;SDN-10.7802-2786;0.7272727272727272;title_fuzzy;0;0;0;0;0;0;0;ZA7500
OpenAI;V2;1;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;4;UNECE – Employment by Country and Quarter;https://w3.unece.org/PXWeb2015/pxweb/en/STAT/STAT__20-ME__3-MELF/30_en_MEEmpTotQ_r.px/;;unmatched;False;;0.0;unmatched;0;0;0;0;0;0;0;ZA7500
OpenAI;V2;1;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;5;UNECE – Employment by Sector of Activity, Sex, Measurement, Country and Year;https://w3.unece.org/PXWeb2015/pxweb/en/STAT/STAT__30-GE__03-WorkAndeconomy/002_en_GEWEEmploySPN_r.px/;;unmatched;False;;0.0;unmatched;0;0;0;0;0;0;0;ZA7500
OpenAI;V2;1;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;6;UNECE – Employment by Status in Employment, Sex, Measurement, Country and Year;https://w3.unece.org/PXWeb2015/pxweb/en/STAT/STAT__30-GE__03-WorkAndeconomy/007_en_GEWEEmployStatus_r.px/;ZA4657;title_fuzzy;False;ZA4657;0.7391304347826088;title_fuzzy;0;0;0;0;0;0;0;ZA7500
OpenAI;V2;1;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;7;Eurostat – EU Labour Force Survey Microdata;https://ec.europa.eu/eurostat/web/microdata/european-union-labour-force-survey;missy-european-union-labour-force-survey-1993;title_fuzzy;False;missy-european-union-labour-force-survey-1993;0.7073170731707318;title_fuzzy;0;0;0;0;0;0;0;ZA7500
OpenAI;V2;1;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;8;Eurostat – EU Labour Force Survey Public Microdata;https://ec.europa.eu/eurostat/web/microdata/public-microdata/labour-force-survey;;unmatched;False;;0.0;unmatched;0;0;0;0;0;0;0;ZA7500
OpenAI;V2;1;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;9;Eurostat – Employment and Unemployment (LFS) Database;https://ec.europa.eu/eurostat/web/lfs/database;SDN-10.7802-2786;title_fuzzy;False;SDN-10.7802-2786;0.7272727272727272;title_fuzzy;0;0;0;0;0;0;0;ZA7500
OpenAI;V2;1;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;10;Eurostat – Employment and Labour Force by Sex and Age, Annual Data;https://doi.org/10.2908/lfsi_emp_a;;unmatched;False;;0.0;unmatched;0;0;0;0;0;0;0;ZA7500
OpenAI;V2;1;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;11;Eurostat – Unemployment by Sex and Age, Monthly Data;https://ec.europa.eu/eurostat/databrowser/view/une_rt_m/default/table;;unmatched;False;;0.0;unmatched;0;0;0;0;0;0;0;ZA7500
OpenAI;V2;1;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;12;OECD Employment Database;https://www.oecd.org/en/data/datasets/oecd-employment-database.html;SDN-10.7802-2786;title_fuzzy;False;SDN-10.7802-2786;0.7272727272727272;title_fuzzy;0;0;0;0;0;0;0;ZA7500
OpenAI;V2;1;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;13;OECD Employment and Labour Market Statistics;https://doi.org/10.1787/lfs-data-en;ZA8642;title_fuzzy;False;ZA8642;0.7777777777777777;title_fuzzy;0;0;0;0;0;0;0;ZA7500
OpenAI;V2;1;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;14;World Bank – Employment to Population Ratio, 15+, Total (%) (National Estimate);https://data.worldbank.org/indicator/SL.EMP.TOTL.SP.NE.ZS;;unmatched;False;;0.0;unmatched;0;0;0;0;0;0;0;ZA7500
OpenAI;V2;2;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;1;European Values Study 2017: Integrated Dataset (EVS 2017);https://search.gesis.org/research_data/ZA7500;ZA7500;portal_url;True;ZA7500;1.0;title_exact;0;1;1;1;1;1;1;ZA7500
OpenAI;V2;2;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;2;Joint EVS/WVS 2017-2022 Dataset;https://doi.org/10.4232/1.14320;ZA7505;doi;True;ZA7505;1.0;title_exact;0;0;0;0;1;1;1;ZA7500
OpenAI;V2;2;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;3;World Values Survey Wave 7 (2017-2022) Cross-National Data-Set;https://www.worldvaluessurvey.org/WVSDocumentationWV7.jsp;;unmatched;False;;0.0;unmatched;0;0;0;0;0;0;0;ZA7500
OpenAI;V2;2;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;4;International Social Survey Programme: National Identity III - ISSP 2013;https://doi.org/10.4232/1.12312;ZA5950;doi;True;ZA5950;1.0;title_exact;0;0;0;0;0;0;0;ZA7500
OpenAI;V2;2;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;5;International Social Survey Programme: National Identity I-III - ISSP 1995-2003-2013 Cumulation;https://doi.org/10.4232/1.13471;ZA5960;doi;True;ZA5960;1.0;title_exact;0;0;0;0;0;0;0;ZA7500
