query_id;query_text;full_prompt_no_web;full_prompt_web_search;query_variant;query_topics;query_countries;query_time_collection_years;query_time_display;query_universe;query_analysis_units;source_dataset_id;source_title;source_doi;source_portal_url;source_row
11;Can you find GESIS datasets about Social conditions and indicators, Political behaviour and attitudes, Government, political systems and organisations, and Elections in Germany during the 1990s, where the study population is The residential population eligible to vote?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find GESIS datasets about Social conditions and indicators, Political behaviour and attitudes, Government, political systems and organisations, and Elections in Germany during the 1990s, where the study population is The residential population eligible to vote?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find GESIS datasets about Social conditions and indicators, Political behaviour and attitudes, Government, political systems and organisations, and Elections in Germany during the 1990s, where the study population is The residential population eligible to vote?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";V5_TOPIC_COUNTRY_TIME_UNIVERSE_ALL_TOPICS;"[""Social conditions and indicators"", ""Political behaviour and attitudes"", ""Government, political systems and organisations"", ""Elections""]";"[""Germany""]";"[""1999"", ""1999""]";1990s;"[""The residential population eligible to vote""]";;ZA3222;50 Years Federal Republic of Germany;"[""10.4232/1.3222""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=3222&db=D;16
12;Can you find GESIS datasets about Youth, EDUCATION, Higher and further education, Migration, Social behaviour and attitudes, Leisure, tourism and sport, Children, and Family life and marriage in Germany during the 2010s, where the study population is Jugendliche an Förderschulen der emotionalen und sozialen Entwicklung?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find GESIS datasets about Youth, EDUCATION, Higher and further education, Migration, Social behaviour and attitudes, Leisure, tourism and sport, Children, and Family life and marriage in Germany during the 2010s, where the study population is Jugendliche an Förderschulen der emotionalen und sozialen Entwicklung?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find GESIS datasets about Youth, EDUCATION, Higher and further education, Migration, Social behaviour and attitudes, Leisure, tourism and sport, Children, and Family life and marriage in Germany during the 2010s, where the study population is Jugendliche an Förderschulen der emotionalen und sozialen Entwicklung?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";V5_TOPIC_COUNTRY_TIME_UNIVERSE_ALL_TOPICS;"[""Youth"", ""EDUCATION"", ""Higher and further education"", ""Migration"", ""Social behaviour and attitudes"", ""Leisure, tourism and sport"", ""Children"", ""Family life and marriage""]";"[""Germany""]";"[""2017"", ""2019""]";2010s;"[""Jugendliche an Förderschulen der emotionalen und sozialen Entwicklung""]";;ZA6262;Future Plans of Young People at Special Schools of Emotional and Social Development;"[""10.4232/1.13487""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=6262&db=D;17
13;Can you find GESIS datasets about Community, urban and rural life, Cultural activities and participation, Political behaviour and attitudes, Government, political systems and organisations, and Housing in North Rhine-Westphalia during the 2000s, where the study population is Personen mit Hauptwohnsitz in Duisburg im Alter von 18 bis 75 Jahren?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find GESIS datasets about Community, urban and rural life, Cultural activities and participation, Political behaviour and attitudes, Government, political systems and organisations, and Housing in North Rhine-Westphalia during the 2000s, where the study population is Personen mit Hauptwohnsitz in Duisburg im Alter von 18 bis 75 Jahren?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find GESIS datasets about Community, urban and rural life, Cultural activities and participation, Political behaviour and attitudes, Government, political systems and organisations, and Housing in North Rhine-Westphalia during the 2000s, where the study population is Personen mit Hauptwohnsitz in Duisburg im Alter von 18 bis 75 Jahren?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";V5_TOPIC_COUNTRY_TIME_UNIVERSE_ALL_TOPICS;"[""Community, urban and rural life"", ""Cultural activities and participation"", ""Political behaviour and attitudes"", ""Government, political systems and organisations"", ""Housing""]";"[""North Rhine-Westphalia""]";"[""2000"", ""2000""]";2000s;"[""Personen mit Hauptwohnsitz in Duisburg im Alter von 18 bis 75 Jahren""]";;ZA3468;Citizen Survey Duisburg (Spring 2000);"[""10.4232/1.3468""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=3468&db=D;18
14;Can you find GESIS datasets about Business/industrial management and organisation and Economic systems and development in Belgium, Germany, Denmark, France, Greece, Ireland, Italy, Luxembourg, Netherlands, Portugal, Spain, and Great Britain during the 1990s, where the study population is Manager in kleinen und mittleren Betrieben?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find GESIS datasets about Business/industrial management and organisation and Economic systems and development in Belgium, Germany, Denmark, France, Greece, Ireland, Italy, Luxembourg, Netherlands, Portugal, Spain, and Great Britain during the 1990s, where the study population is Manager in kleinen und mittleren Betrieben?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find GESIS datasets about Business/industrial management and organisation and Economic systems and development in Belgium, Germany, Denmark, France, Greece, Ireland, Italy, Luxembourg, Netherlands, Portugal, Spain, and Great Britain during the 1990s, where the study population is Manager in kleinen und mittleren Betrieben?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";V5_TOPIC_COUNTRY_TIME_UNIVERSE_ALL_TOPICS;"[""Business/industrial management and organisation"", ""Economic systems and development""]";"[""Belgium"", ""Germany"", ""Denmark"", ""France"", ""Greece"", ""Ireland"", ""Italy"", ""Luxembourg"", ""Netherlands"", ""Portugal"", ""Spain"", ""Great Britain""]";"[""1992"", ""1992""]";1990s;"[""Manager in kleinen und mittleren Betrieben""]";;ZA2146;Flash Eurobarometer 10 (Managers);"[""10.4232/1.2146""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=2146&db=D;19
15;Can you find GESIS datasets about Migration, Community, urban and rural life, and Government, political systems and organisations in North Rhine-Westphalia during the 2000s, where the study population is Deutsche Personen mit Hauptwohnsitz in Duisburg im Alter von 18 bis 75 Jahren aus der Einwohnermeldedatei?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find GESIS datasets about Migration, Community, urban and rural life, and Government, political systems and organisations in North Rhine-Westphalia during the 2000s, where the study population is Deutsche Personen mit Hauptwohnsitz in Duisburg im Alter von 18 bis 75 Jahren aus der Einwohnermeldedatei?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find GESIS datasets about Migration, Community, urban and rural life, and Government, political systems and organisations in North Rhine-Westphalia during the 2000s, where the study population is Deutsche Personen mit Hauptwohnsitz in Duisburg im Alter von 18 bis 75 Jahren aus der Einwohnermeldedatei?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";V5_TOPIC_COUNTRY_TIME_UNIVERSE_ALL_TOPICS;"[""Migration"", ""Community, urban and rural life"", ""Government, political systems and organisations""]";"[""North Rhine-Westphalia""]";"[""2002"", ""2002""]";2000s;"[""Deutsche Personen mit Hauptwohnsitz in Duisburg im Alter von 18 bis 75 Jahren aus der Einwohnermeldedatei""]";;ZA4347;Duisburg Citizen Survey (Autumn 2002, Foreign population);"[""10.4232/1.4347""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=4347&db=D;21
16;Can you find GESIS datasets about Employment, Community, urban and rural life, TRADE, INDUSTRY AND MARKETS, and Specific social services: use and availability in Lagos during the 1980s, where the study population is Women old enough to be employed.?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find GESIS datasets about Employment, Community, urban and rural life, TRADE, INDUSTRY AND MARKETS, and Specific social services: use and availability in Lagos during the 1980s, where the study population is Women old enough to be employed.?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find GESIS datasets about Employment, Community, urban and rural life, TRADE, INDUSTRY AND MARKETS, and Specific social services: use and availability in Lagos during the 1980s, where the study population is Women old enough to be employed.?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";V5_TOPIC_COUNTRY_TIME_UNIVERSE_ALL_TOPICS;"[""Employment"", ""Community, urban and rural life"", ""TRADE, INDUSTRY AND MARKETS"", ""Specific social services: use and availability""]";"[""Lagos""]";"[""1983"", ""1983""]";1980s;"[""Women old enough to be employed.""]";;ZA5003;The Role of Women in the Informal sector: The Case of Ajegunle, Nigeria;"[""10.4232/1.5003""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=5003&db=D;23
17;Can you find GESIS datasets about Community, urban and rural life, Political behaviour and attitudes, Government, political systems and organisations, and Elections in German Democratic Republic (1949-1990) during the 1990s, where the study population is Persons 18 years old and older.?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find GESIS datasets about Community, urban and rural life, Political behaviour and attitudes, Government, political systems and organisations, and Elections in German Democratic Republic (1949-1990) during the 1990s, where the study population is Persons 18 years old and older.?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find GESIS datasets about Community, urban and rural life, Political behaviour and attitudes, Government, political systems and organisations, and Elections in German Democratic Republic (1949-1990) during the 1990s, where the study population is Persons 18 years old and older.?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";V5_TOPIC_COUNTRY_TIME_UNIVERSE_ALL_TOPICS;"[""Community, urban and rural life"", ""Political behaviour and attitudes"", ""Government, political systems and organisations"", ""Elections""]";"[""German Democratic Republic (1949-1990)""]";"[""1990"", ""1990""]";1990s;"[""Persons 18 years old and older.""]";;ZA6350;Social Situation and Political Orientations of the Jena  Populace before the Municipal Election in May 1990;"[""10.4232/1.6350""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=6350&db=D;26
18;Can you find GESIS datasets about MEDIA, COMMUNICATION AND LANGUAGE and SOCIAL STRATIFICATION AND GROUPINGS in Illinois during the 1940s, where the study population is Age: 16 and older.?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find GESIS datasets about MEDIA, COMMUNICATION AND LANGUAGE and SOCIAL STRATIFICATION AND GROUPINGS in Illinois during the 1940s, where the study population is Age: 16 and older.?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find GESIS datasets about MEDIA, COMMUNICATION AND LANGUAGE and SOCIAL STRATIFICATION AND GROUPINGS in Illinois during the 1940s, where the study population is Age: 16 and older.?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";V5_TOPIC_COUNTRY_TIME_UNIVERSE_ALL_TOPICS;"[""MEDIA, COMMUNICATION AND LANGUAGE"", ""SOCIAL STRATIFICATION AND GROUPINGS""]";"[""Illinois""]";"[""1945"", ""1945""]";1940s;"[""Age: 16 and older.""]";;ZA0241;Decatur Study (Personal Influence);"[""10.4232/1.0241""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=0241&db=D;27
19;Can you find GESIS datasets about Leisure, tourism and sport, Community, urban and rural life, TRANSPORT AND TRAVEL, and Consumption and consumer behaviour in North Rhine-Westphalia during the 1980s, where the study population is Sample of persons 14 years old and older in the cities Cologne, Bonn and Leverkusen as well as in the Erft district, in the district of Euskirchen, in the Rhein-Sieg district, in the Rheinisch-Bergisch district and in the Oberbergisch district?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find GESIS datasets about Leisure, tourism and sport, Community, urban and rural life, TRANSPORT AND TRAVEL, and Consumption and consumer behaviour in North Rhine-Westphalia during the 1980s, where the study population is Sample of persons 14 years old and older in the cities Cologne, Bonn and Leverkusen as well as in the Erft district, in the district of Euskirchen, in the Rhein-Sieg district, in the Rheinisch-Bergisch district and in the Oberbergisch district?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find GESIS datasets about Leisure, tourism and sport, Community, urban and rural life, TRANSPORT AND TRAVEL, and Consumption and consumer behaviour in North Rhine-Westphalia during the 1980s, where the study population is Sample of persons 14 years old and older in the cities Cologne, Bonn and Leverkusen as well as in the Erft district, in the district of Euskirchen, in the Rhein-Sieg district, in the Rheinisch-Bergisch district and in the Oberbergisch district?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";V5_TOPIC_COUNTRY_TIME_UNIVERSE_ALL_TOPICS;"[""Leisure, tourism and sport"", ""Community, urban and rural life"", ""TRANSPORT AND TRAVEL"", ""Consumption and consumer behaviour""]";"[""North Rhine-Westphalia""]";"[""1986"", ""1986""]";1980s;"[""Sample of persons 14 years old and older in the cities Cologne, Bonn and Leverkusen as well as in the Erft district, in the district of Euskirchen, in the Rhein-Sieg district, in the Rheinisch-Bergisch district and in the Oberbergisch district""]";;ZA1635;Cologne Study (Reader Analysis of the Koelner Stadt-Anzeiger);"[""10.4232/1.1635""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=1635&db=D;28
20;Can you find GESIS datasets about Compulsory and pre-school education in Schleswig-Holstein during the 2020s, where the study population is Students in grades 7 and 8 in Schleswig-Holstein, both at grammar schools (Gymnasien) and comprehensive schools (Gemeinschaftsschulen)?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find GESIS datasets about Compulsory and pre-school education in Schleswig-Holstein during the 2020s, where the study population is Students in grades 7 and 8 in Schleswig-Holstein, both at grammar schools (Gymnasien) and comprehensive schools (Gemeinschaftsschulen)?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find GESIS datasets about Compulsory and pre-school education in Schleswig-Holstein during the 2020s, where the study population is Students in grades 7 and 8 in Schleswig-Holstein, both at grammar schools (Gymnasien) and comprehensive schools (Gemeinschaftsschulen)?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";V5_TOPIC_COUNTRY_TIME_UNIVERSE_ALL_TOPICS;"[""Compulsory and pre-school education""]";"[""Schleswig-Holstein""]";"[""2021"", ""2023""]";2020s;"[""Students in grades 7 and 8 in Schleswig-Holstein, both at grammar schools (Gymnasien) and comprehensive schools (Gemeinschaftsschulen)""]";;ZA8874;Learning Progression Analytics - Analysing and Promoting Learning Progressions to Develop Skills (LPA-AFLEK);"[""10.4232/1.14414""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=8874&db=D;29
21;Can you find GESIS datasets about Specific diseases, disorders and medical conditions, MEDIA, COMMUNICATION AND LANGUAGE, Working conditions, and Health care services and policies in Germany during the 2020s, where the study population is German-speaking resident population aged 14 and over?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find GESIS datasets about Specific diseases, disorders and medical conditions, MEDIA, COMMUNICATION AND LANGUAGE, Working conditions, and Health care services and policies in Germany during the 2020s, where the study population is German-speaking resident population aged 14 and over?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find GESIS datasets about Specific diseases, disorders and medical conditions, MEDIA, COMMUNICATION AND LANGUAGE, Working conditions, and Health care services and policies in Germany during the 2020s, where the study population is German-speaking resident population aged 14 and over?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";V5_TOPIC_COUNTRY_TIME_UNIVERSE_ALL_TOPICS;"[""Specific diseases, disorders and medical conditions"", ""MEDIA, COMMUNICATION AND LANGUAGE"", ""Working conditions"", ""Health care services and policies""]";"[""Germany""]";"[""2020"", ""2020""]";2020s;"[""German-speaking resident population aged 14 and over""]";;ZA7652;Trend Questions Corona (Week 13/2020);"[""10.4232/1.13581""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=7652&db=D;30
22;Can you find GESIS datasets about Community, urban and rural life and Land use and planning in Germany during the 1960s, where the study population is Reports of the ´preparatory investigations´ according to the law to promote urban development in 955 areas in 769 municipalities of the Federal Republic.?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find GESIS datasets about Community, urban and rural life and Land use and planning in Germany during the 1960s, where the study population is Reports of the ´preparatory investigations´ according to the law to promote urban development in 955 areas in 769 municipalities of the Federal Republic.?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find GESIS datasets about Community, urban and rural life and Land use and planning in Germany during the 1960s, where the study population is Reports of the ´preparatory investigations´ according to the law to promote urban development in 955 areas in 769 municipalities of the Federal Republic.?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";V5_TOPIC_COUNTRY_TIME_UNIVERSE_ALL_TOPICS;"[""Community, urban and rural life"", ""Land use and planning""]";"[""Germany""]";"[""1968"", ""1968""]";1960s;"[""Reports of the ´preparatory investigations´ according to the law to promote urban development in 955 areas in 769 municipalities of the Federal Republic.""]";;ZA1157;Preparatory Investigation according to the Law to Promote Urban  Development (Municipality Data);"[""10.4232/1.1157""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=1157&db=D;31
23;Can you find GESIS datasets about Migration, Physical fitness and exercise, Specific diseases, disorders and medical conditions, Government, political systems and organisations, Political behaviour and attitudes, Social welfare policy, Specific social services: use and availability, and Employment in Germany during the 2020s, where the study population is Persons between 16 and 75 years of age who lived in private households at the time of recruitment.?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find GESIS datasets about Migration, Physical fitness and exercise, Specific diseases, disorders and medical conditions, Government, political systems and organisations, Political behaviour and attitudes, Social welfare policy, Specific social services: use and availability, and Employment in Germany during the 2020s, where the study population is Persons between 16 and 75 years of age who lived in private households at the time of recruitment.?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find GESIS datasets about Migration, Physical fitness and exercise, Specific diseases, disorders and medical conditions, Government, political systems and organisations, Political behaviour and attitudes, Social welfare policy, Specific social services: use and availability, and Employment in Germany during the 2020s, where the study population is Persons between 16 and 75 years of age who lived in private households at the time of recruitment.?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";V5_TOPIC_COUNTRY_TIME_UNIVERSE_ALL_TOPICS;"[""Migration"", ""Physical fitness and exercise"", ""Specific diseases, disorders and medical conditions"", ""Government, political systems and organisations"", ""Political behaviour and attitudes"", ""Social welfare policy"", ""Specific social services: use and availability"", ""Employment""]";"[""Germany""]";"[""2021"", ""2021""]";2020s;"[""Persons between 16 and 75 years of age who lived in private households at the time of recruitment.""]";;ZA7759;German Internet Panel, Wave 51 (January 2021);"[""10.4232/1.13833"", ""10.4232/1.13773""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=7759&db=D;32
24;Can you find GESIS datasets about Political behaviour and attitudes, Government, political systems and organisations, Elections, and Economic systems and development in Germany during the 1990s, where the study population is German-speaking population aged 14 and over?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find GESIS datasets about Political behaviour and attitudes, Government, political systems and organisations, Elections, and Economic systems and development in Germany during the 1990s, where the study population is German-speaking population aged 14 and over?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find GESIS datasets about Political behaviour and attitudes, Government, political systems and organisations, Elections, and Economic systems and development in Germany during the 1990s, where the study population is German-speaking population aged 14 and over?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";V5_TOPIC_COUNTRY_TIME_UNIVERSE_ALL_TOPICS;"[""Political behaviour and attitudes"", ""Government, political systems and organisations"", ""Elections"", ""Economic systems and development""]";"[""Germany""]";"[""1992"", ""1992""]";1990s;"[""German-speaking population aged 14 and over""]";;ZA3300;Forsa-Bus 1992;"[""10.4232/1.10247"", ""10.4232/1.3300""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=3300&db=D;33
