"query_id";"query_variant";"mode";"model";"rank";"returned_title";"returned_url_or_doi";"matched_dataset_id";"match_method";"link_valid";"source_dataset_id";"is_source_dataset";"is_strict_source_dataset";"is_title_source_dataset";"is_gesis_relevant_dataset";"is_strict_gesis_relevant_dataset";"is_title_gesis_relevant_dataset";"justification"
"4";"V1_TOPIC_COUNTRY_TIME_ALL_TOPICS";"WEB_SEARCH";"gemini-3.6-flash";"4";"Bundesstudie 1953";"https://doi.org/10.4232/1.11992";"ZA0145";"doi";"True";"ZA0590";"0";"0";"0";"0";"0";"0";"This national survey dataset (ZA0145) from 1953 captures political attitudes, electoral participation, general lifestyle, and social conditions among West German and West Berlin populations."
"5";"V1_TOPIC_COUNTRY_TIME_ALL_TOPICS";"WEB_SEARCH";"gemini-3.6-flash";"1";"German General Social Survey - ALLBUS 2018";"https://doi.org/10.4232/1.13325";"ZA5272";"doi";"True";"ZA6621";"0";"0";"0";"1";"1";"1";"ALLBUS 2018 is a nationally representative survey in Germany that collects detailed data on political attitudes, trust in political systems and public institutions, political knowledge, media usage, and socio-demographic characteristics."
"5";"V1_TOPIC_COUNTRY_TIME_ALL_TOPICS";"WEB_SEARCH";"gemini-3.6-flash";"2";"German General Social Survey - ALLBUS 2016";"https://doi.org/10.4232/1.12837";"ZA5252";"doi";"True";"ZA6621";"0";"0";"0";"1";"1";"1";"ALLBUS 2016 monitors political participation, confidence in public organizations and administrative bodies, media consumption habits, and core political values among citizens across Germany."
"5";"V1_TOPIC_COUNTRY_TIME_ALL_TOPICS";"WEB_SEARCH";"gemini-3.6-flash";"3";"German Longitudinal Election Study (GLES 2017): Post-election Cross Section";"https://doi.org/10.4232/1.13235";"ZA6801";"doi";"True";"ZA6621";"0";"0";"0";"0";"0";"0";"This GLES 2017 dataset focuses on individual voting behavior, campaign media effects, political party evaluations, and public attitudes toward the German government and political candidates following the 2017 federal election."
"5";"V1_TOPIC_COUNTRY_TIME_ALL_TOPICS";"WEB_SEARCH";"gemini-3.6-flash";"4";"German Longitudinal Election Study (GLES 2017): Candidate Study";"https://doi.org/10.4232/1.13089";"ZA6814";"doi";"True";"ZA6621";"0";"0";"0";"0";"0";"0";"This dataset surveys parliamentary candidates standing for election in Germany in 2017, examining political system dynamics, party organization, political attitudes, and campaign communication strategies."
"6";"V1_TOPIC_COUNTRY_TIME_ALL_TOPICS";"WEB_SEARCH";"gemini-3.6-flash";"1";"Sofortresonanzen DDR Fernsehen 15. Woche 1982 (SFR 15/82)";"https://doi.org/10.4232/1.7013";"ZA7013";"doi";"True";"ZA7315";"0";"0";"0";"0";"0";"0";"A GESIS dataset created by the GDR State Committee for Television (Department of Sociological Research) measuring audience viewership, program evaluation, and media reception in East Germany during April 1982."
"6";"V1_TOPIC_COUNTRY_TIME_ALL_TOPICS";"WEB_SEARCH";"gemini-3.6-flash";"2";"Hörbeteiligung und Gesellungsform November 1984 Zusatz: Radiohören am Werktagabend";"https://doi.org/10.4232/1.6519";"ZA6519";"doi";"True";"ZA7315";"0";"0";"0";"0";"0";"0";"A GESIS dataset collected by the State Committee for Radio of the GDR Council of Ministers in November 1984, examining radio listening habits, evening audience behavior, and social contexts in the GDR."
"6";"V1_TOPIC_COUNTRY_TIME_ALL_TOPICS";"WEB_SEARCH";"gemini-3.6-flash";"3";"ZEFYS DDR-Presse Portal (East German Newspaper Corpus)";"https://zefys.staatsbibliothek-berlin.de/ddr-presse/";"";"unmatched";"False";"ZA7315";"0";"0";"0";"0";"0";"0";"A digitized full-text newspaper collection and research portal created by the Staatsbibliothek zu Berlin and ZZF Potsdam, containing major East German daily newspapers (Neues Deutschland, Neue Zeit, Berliner Zeitung) published throughout the 1980s."
"7";"V1_TOPIC_COUNTRY_TIME_ALL_TOPICS";"WEB_SEARCH";"gemini-3.6-flash";"1";"European Working Conditions Survey, 2015";"https://doi.org/10.5255/UKDA-SN-8098-5";"missy-european-union-statistics-on-income-and-living-conditions-2015";"title_fuzzy";"False";"ZA6865";"0";"0";"0";"0";"0";"0";"Conducted by Eurofound, the 6th wave of the European Working Conditions Survey (EWCS) surveyed nearly 44,000 workers across 35 European countries in 2015. It provides harmonized microdata on working conditions, physical and psychosocial risk factors, occupational health and safety, work-life balance, and job quality during the 2010s."
"7";"V1_TOPIC_COUNTRY_TIME_ALL_TOPICS";"WEB_SEARCH";"gemini-3.6-flash";"2";"European Working Conditions Survey, 2010";"https://doi.org/10.5255/UKDA-SN-6971-2";"missy-european-union-statistics-on-income-and-living-conditions-2010";"title_fuzzy";"False";"ZA6865";"0";"0";"0";"0";"0";"0";"The 5th edition of Eurofound's EWCS, carried out in 2010, interviewed workers in 34 European countries. It covers occupational health risks, physical working environment, psychosocial factors, working time, and employee well-being across the target European countries."
"7";"V1_TOPIC_COUNTRY_TIME_ALL_TOPICS";"WEB_SEARCH";"gemini-3.6-flash";"3";"Second European Survey of Enterprises on New and Emerging Risks (ESENER-2), 2014";"https://doi.org/10.5255/UKDA-SN-7808-1";"ZA6865";"title_fuzzy";"False";"ZA6865";"1";"0";"1";"1";"0";"1";"Carried out in 2014 by the European Agency for Safety and Health at Work (EU-OSHA), ESENER-2 provides establishment-level data across 36 European countries on occupational safety and health (OSH) management, psychosocial risks, workplace stress, and health and safety practices."
"7";"V1_TOPIC_COUNTRY_TIME_ALL_TOPICS";"WEB_SEARCH";"gemini-3.6-flash";"4";"Third European Survey of Enterprises on New and Emerging Risks (ESENER-3), 2019";"https://doi.org/10.5255/UKDA-SN-8690-1";"ZA7735";"title_fuzzy";"False";"ZA6865";"0";"0";"0";"1";"0";"1";"Conducted by EU-OSHA in 2019 across European nations, this dataset focuses on workplace management of occupational health and safety risks, emerging psychosocial risk factors, drivers and barriers to OSH management, and employee participation in safety measures."
"8";"V1_TOPIC_COUNTRY_TIME_ALL_TOPICS";"WEB_SEARCH";"gemini-3.6-flash";"1";"The Sexual Conduct of Women in the Federal Republic of Germany (ZA1124)";"https://doi.org/10.4232/1.1124";"ZA1124";"doi";"True";"ZA0682";"0";"0";"0";"0";"0";"0";"A GESIS dataset collecting survey data on female sexual behavior, contraceptive practices, menstrual health, and reproductive history in West Germany during the 1970s."
"8";"V1_TOPIC_COUNTRY_TIME_ALL_TOPICS";"WEB_SEARCH";"gemini-3.6-flash";"2";"Human Fertility Database: Germany";"https://www.humanfertility.org";"";"unmatched";"False";"ZA0682";"0";"0";"0";"0";"0";"0";"Provides comprehensive demographic datasets containing period and cohort age-specific fertility rates, live births, and birth order statistics for East and West Germany covering the 1970s."
"8";"V1_TOPIC_COUNTRY_TIME_ALL_TOPICS";"WEB_SEARCH";"gemini-3.6-flash";"3";"German Microcensus (Mikrozensus)";"https://www.gesis.org/en/gml/data/microcensus";"";"unmatched";"False";"ZA0682";"0";"0";"0";"0";"0";"0";"Includes official microdata from the 1970s German population surveys, offering insights into family structures, parity, childlessness, and living arrangements."
"10";"V1_TOPIC_COUNTRY_TIME_ALL_TOPICS";"WEB_SEARCH";"gemini-3.6-flash";"1";"ALLBUS 1980-2014: Cumulated German General Social Survey";"https://doi.org/10.4232/1.12439";"ZA8830";"title_fuzzy";"False";"ZA2235";"0";"0";"0";"1";"0";"1";"This GESIS cumulative survey dataset contains representative population survey data collected biennially in West Germany starting in 1980, covering topics such as attitudes toward marriage, family structures, general health conditions, and reproductive health issues like abortion."
"10";"V1_TOPIC_COUNTRY_TIME_ALL_TOPICS";"WEB_SEARCH";"gemini-3.6-flash";"2";"DJI Familiensurvey 1988 (German Family Survey - Wave 1)";"https://doi.org/10.4232/1.3920";"ZA1839";"title_fuzzy";"False";"ZA2235";"0";"0";"0";"0";"0";"0";"Conducted in 1988 by the German Youth Institute (DJI) in West Germany, this dataset captures detailed retrospective partnership and marital histories, family compositions, fertility decisions, and domestic life during the 1980s."
"10";"V1_TOPIC_COUNTRY_TIME_ALL_TOPICS";"WEB_SEARCH";"gemini-3.6-flash";"3";"Mikrozensus 1980 (Scientific Use File)";"https://doi.org/10.21242/12211.1980.00.00.3.1.0";"ZA6265";"title_fuzzy";"False";"ZA2235";"0";"0";"0";"0";"0";"0";"Provided by the Research Data Center (FDZ) of the Federal Statistical Office, this representative microdata sample covers 1% of West German households in 1980, offering extensive structural data on family forms, marital status, and household living conditions."
"11";"V1_TOPIC_COUNTRY_TIME_ALL_TOPICS";"WEB_SEARCH";"gemini-3.6-flash";"1";"Four Generations: Population, Land, and Family in Colonial Andover, Massachusetts, 1630-1750";"https://doi.org/10.3886/ICPSR35070.v2";"";"unmatched";"False";"ZA8413";"0";"0";"0";"0";"0";"0";"This ICPSR dataset reconstructs population, land ownership, and family structures for early settlers and their descendants in Andover, Massachusetts, covering demographic events in the 1730s and 1740s up through 1750."
"11";"V1_TOPIC_COUNTRY_TIME_ALL_TOPICS";"WEB_SEARCH";"gemini-3.6-flash";"2";"Hingham, Massachusetts Family Reconstructions, 1635-1880";"https://doi.org/10.3886/ICPSR34546.v1";"";"unmatched";"False";"ZA8413";"0";"0";"0";"0";"0";"0";"Hosted by ICPSR, this dataset contains family reconstitution records, demographic statistics, vital events, and wealth indicators for Hingham, Massachusetts, covering the 1730s, 1740s, 1750s, 1760s, 1770s, 1780s, and 1790s."
"11";"V1_TOPIC_COUNTRY_TIME_ALL_TOPICS";"WEB_SEARCH";"gemini-3.6-flash";"3";"Historical, Demographic, Economic, and Social Data: The United States, 1790-1970";"https://doi.org/10.3886/ICPSR00003.v1";"";"unmatched";"False";"ZA8413";"0";"0";"0";"0";"0";"0";"This ICPSR data collection contains county- and state-level historical demographic, social, and economic census records starting in 1790, providing detailed historical population data for both South Carolina and Massachusetts."
"11";"V1_TOPIC_COUNTRY_TIME_ALL_TOPICS";"WEB_SEARCH";"gemini-3.6-flash";"4";"Trans-Atlantic Slave Trade Database";"https://www.slavevoyages.org";"SDN-10.7802-2786";"title_fuzzy";"False";"ZA8413";"0";"0";"0";"0";"0";"0";"The SlaveVoyages database documents maritime slave trade voyages, providing voyage-level disembarkation data, port records, and trade figures for South Carolina and Massachusetts across the 1730s, 1740s, 1750s, 1760s, 1770s, 1780s, and 1790s."
"12";"V1_TOPIC_COUNTRY_TIME_ALL_TOPICS";"WEB_SEARCH";"gemini-3.6-flash";"1";"Jyväskylä Longitudinal Study of Personality and Social Development (JYLS): Teacher Ratings, Peer Nominations and Personality Tests of 8-Year-Olds 1968";"https://doi.org/10.60686/t-fsd2059";"SDN-10.7802-2117";"title_fuzzy";"False";"ZA1296";"0";"0";"0";"0";"0";"0";"Initiated in 1968 in Jyväskylä, Finland, this longitudinal dataset covers social behaviour, attitudes, and socioemotional personality development among Finnish children in the 1960s."
"12";"V1_TOPIC_COUNTRY_TIME_ALL_TOPICS";"WEB_SEARCH";"gemini-3.6-flash";"2";"Young Male Crime Survey 1962";"https://doi.org/10.60686/t-fsd2345";"ZA7465";"title_fuzzy";"False";"ZA1296";"0";"0";"0";"0";"0";"0";"Collected in Finland in 1962, this survey provides quantitative data on social behaviour, delinquency, social background, and vehicle/transport use among young Finnish males."
"12";"V1_TOPIC_COUNTRY_TIME_ALL_TOPICS";"WEB_SEARCH";"gemini-3.6-flash";"3";"Significance of the Disco Club ""Kåren Kellari"" 2006-2007: Weblog Data";"https://doi.org/10.60686/t-fsd2333";"";"unmatched";"False";"ZA1296";"0";"0";"0";"0";"0";"0";"This qualitative dataset collects retrospective accounts and documentation of leisure, youth culture, social behaviour, and music club participation in Finland beginning in 1969."
"12";"V1_TOPIC_COUNTRY_TIME_ALL_TOPICS";"WEB_SEARCH";"gemini-3.6-flash";"4";"Cultural Distinctions, Generations and Change 1960-2010: Coverage in European Newspaper Articles";"https://doi.org/10.60686/t-fsd3385";"ZA8913";"title_exact";"False";"ZA1296";"0";"0";"0";"0";"0";"0";"Analyzes media coverage and cultural consumption patterns in major European newspaper articles (including Finland's Helsingin Sanomat) starting from 1960."
"12";"V1_TOPIC_COUNTRY_TIME_ALL_TOPICS";"WEB_SEARCH";"gemini-3.6-flash";"5";"Democratization and Power Resources 1850-2000";"https://doi.org/10.60686/t-fsd1216";"";"unmatched";"False";"ZA1296";"0";"0";"0";"0";"0";"0";"Contains longitudinal indicators on economic conditions, political systems, and social development across countries including Finland throughout the 1960s."
"13";"V1_TOPIC_COUNTRY_TIME_ALL_TOPICS";"WEB_SEARCH";"gemini-3.6-flash";"1";"Sample of Integrated Labour Market Biographies (SIAB-R 1975–2021)";"https://doi.org/10.5164/IAB.SIAB-R7521.de.en.v1";"";"unmatched";"False";"ZA1458";"0";"0";"0";"0";"0";"0";"Contains administrative microdata on individual employment trajectories, job statuses, and educational attainment across West German federal states, including Bavaria, starting in 1975."
"13";"V1_TOPIC_COUNTRY_TIME_ALL_TOPICS";"WEB_SEARCH";"gemini-3.6-flash";"2";"RWI-UNI-SUBJECTS: Dataset of Study Program Availability in German Higher Education (1971–1996)";"https://doi.org/10.1038/s41597-024-03916-2";"";"unmatched";"False";"ZA1458";"0";"0";"0";"0";"0";"0";"Provides complete records of available study programs and academic disciplines across higher education institutions in Germany, including Bavarian universities and universities of applied sciences, from 1971 to 1996."
"13";"V1_TOPIC_COUNTRY_TIME_ALL_TOPICS";"WEB_SEARCH";"gemini-3.6-flash";"3";"GENESIS-Online Bayern (Bayerisches Landesamt für Statistik)";"https://www.statistikdaten.bayern.de/genesis/online";"";"unmatched";"False";"ZA1458";"0";"0";"0";"0";"0";"0";"The official database of the Bavarian State Office for Statistics containing historical statistical time series, census records, and regional data on employment, higher education, and vocational training in Bavaria dating back to the 1970s."
"14";"V1_TOPIC_COUNTRY_TIME_ALL_TOPICS";"WEB_SEARCH";"gemini-3.6-flash";"1";"Political Attitudes, Political Participation and Voting Behavior in Reunified Germany 1994 (ZA3065)";"https://doi.org/10.4232/1.11973";"ZA3065";"doi";"True";"ZA3222";"0";"0";"0";"0";"0";"0";"This GESIS dataset covers political participation, voting behavior, political attitudes, and social indicators in Germany following the 1994 federal election."
"14";"V1_TOPIC_COUNTRY_TIME_ALL_TOPICS";"WEB_SEARCH";"gemini-3.6-flash";"2";"Political Attitudes, Political Participation and Voting Behavior in Reunified Germany 1998 (ZA3066)";"https://doi.org/10.4232/1.11968";"ZA3066";"doi";"True";"ZA3222";"0";"0";"0";"1";"1";"1";"This election study captures German political attitudes, party preferences, evaluations of government performance, and political participation surrounding the 1998 Bundestag election."
"14";"V1_TOPIC_COUNTRY_TIME_ALL_TOPICS";"WEB_SEARCH";"gemini-3.6-flash";"3";"German General Social Survey (ALLBUS) - Cumulation 1980-2014";"https://doi.org/10.4232/1.12646";"ZA4582";"doi";"True";"ZA3222";"0";"0";"0";"1";"1";"1";"A biennial trend survey in Germany containing comprehensive data on social conditions, political attitudes, trust in government institutions, and voter demography throughout the 1990s."
"14";"V1_TOPIC_COUNTRY_TIME_ALL_TOPICS";"WEB_SEARCH";"gemini-3.6-flash";"4";"Politbarometer 1977-2019 (Partial Cumulation)";"https://doi.org/10.4232/1.13631";"ZA2391";"title_fuzzy";"False";"ZA3222";"0";"0";"0";"1";"0";"1";"A long-term series collecting frequent polling data on political attitudes, candidate evaluations, government support, and voting intentions in Germany during the 1990s."
"14";"V1_TOPIC_COUNTRY_TIME_ALL_TOPICS";"WEB_SEARCH";"gemini-3.6-flash";"5";"Comparative Study of Electoral Systems (CSES) Module 1";"https://doi.org/10.7804/cses.module1.2015-12-15";"ZA5179";"doi";"True";"ZA3222";"0";"0";"0";"0";"0";"0";"Includes cross-national election data featuring Germany's 1998 federal election study, measuring voter behavior, political attitudes, democratic institution evaluations, and social demographics."
"15";"V1_TOPIC_COUNTRY_TIME_ALL_TOPICS";"WEB_SEARCH";"gemini-3.6-flash";"1";"German Socio-Economic Panel (SOEP-Core)";"https://doi.org/10.5684/soep.core.v36eu";"";"unmatched";"False";"ZA6262";"0";"0";"0";"0";"0";"0";"SOEP is a wide-ranging, representative longitudinal study of private households in Germany collected throughout the 2010s. It covers education, higher/further education, migration background, children, youth, leisure activities, social attitudes, and detailed family life and marriage dynamics."
"15";"V1_TOPIC_COUNTRY_TIME_ALL_TOPICS";"WEB_SEARCH";"gemini-3.6-flash";"2";"German Family Panel (pairfam)";"https://doi.org/10.4232/pairfam.5678.14.0.0";"ZA5678";"title_exact";"False";"ZA6262";"0";"0";"0";"1";"0";"1";"pairfam is a multidisciplinary nationwide longitudinal study in Germany that surveyed thousands of individuals, partners, parents, and children annually through the 2010s. It specifically investigates youth development, family life and marriage, child outcomes, intergenerational relationships, and social behaviour."
"15";"V1_TOPIC_COUNTRY_TIME_ALL_TOPICS";"WEB_SEARCH";"gemini-3.6-flash";"3";"Cumulated German General Social Survey (ALLBUS 1980-2014)";"https://doi.org/10.4232/1.12646";"ZA4582";"doi";"True";"ZA6262";"0";"0";"0";"0";"0";"0";"ALLBUS conducts biennial representative cross-sectional surveys in Germany measuring social behaviour and attitudes, family life and marriage, education levels, migration background, youth, and leisure/sport activities across the 2010s."
"15";"V1_TOPIC_COUNTRY_TIME_ALL_TOPICS";"WEB_SEARCH";"gemini-3.6-flash";"4";"National Educational Panel Study (NEPS)";"https://www.neps-data.de";"ZA0874";"title_fuzzy";"False";"ZA6262";"0";"0";"0";"0";"0";"0";"NEPS collects longitudinal multi-cohort data across Germany launched in the 2010s. It explicitly addresses education, higher and further education, youth, children, migration, and learning environments across the life course."
"16";"V1_TOPIC_COUNTRY_TIME_ALL_TOPICS";"WEB_SEARCH";"gemini-3.6-flash";"1";"Landtagswahl in Nordrhein-Westfalen 2000";"https://doi.org/10.4232/1.3436";"missy-mz-2000";"title_fuzzy";"False";"ZA3468";"0";"0";"0";"0";"0";"0";"This GESIS survey dataset covers political behaviour, voting intentions, party preferences, and evaluations of government performance during the 2000 state election in North Rhine-Westphalia."
"16";"V1_TOPIC_COUNTRY_TIME_ALL_TOPICS";"WEB_SEARCH";"gemini-3.6-flash";"2";"Landtagswahl in Nordrhein-Westfalen 2005";"https://doi.org/10.4232/1.4396";"ZA4396";"doi";"True";"ZA3468";"0";"0";"0";"0";"0";"0";"This dataset captures political attitudes, voting decisions, government satisfaction, and campaign dynamics in North Rhine-Westphalia during the 2005 state election."
"16";"V1_TOPIC_COUNTRY_TIME_ALL_TOPICS";"WEB_SEARCH";"gemini-3.6-flash";"3";"Allgemeine Bevölkerungsumfrage der Sozialwissenschaften (ALLBUS) 2008";"https://doi.org/10.4232/1.12345";"ZA4600";"doi";"True";"ZA3468";"0";"0";"0";"0";"0";"0";"This population survey includes state-level identifiers for North Rhine-Westphalia from 2008, featuring focus modules on social capital, civic/community participation, cultural involvement, and political participation."
"16";"V1_TOPIC_COUNTRY_TIME_ALL_TOPICS";"WEB_SEARCH";"gemini-3.6-flash";"4";"Real-Estate Data for Germany (RWI-GEO-RED)";"https://doi.org/10.1515/ger-2019-0126";"";"unmatched";"False";"ZA3468";"0";"0";"0";"0";"0";"0";"This micro-dataset tracks housing supply, rental prices, sales listings, and urban/rural housing dynamics at district and municipal levels across North Rhine-Westphalia starting in the late 2000s (2008 onwards)."
"16";"V1_TOPIC_COUNTRY_TIME_ALL_TOPICS";"WEB_SEARCH";"gemini-3.6-flash";"5";"Allgemeine Bevölkerungsumfrage der Sozialwissenschaften (ALLBUS) 2000 (Integrierte Version)";"https://doi.org/10.4232/1.11365";"ZA3450";"doi";"True";"ZA3468";"0";"0";"0";"0";"0";"0";"This survey from 2000 includes sub-samples and regional state identifiers for North Rhine-Westphalia, measuring political attitudes, housing situations, community life, and social integration."
"17";"V1_TOPIC_COUNTRY_TIME_ALL_TOPICS";"WEB_SEARCH";"gemini-3.6-flash";"1";"Flash Eurobarometer 68 (EOS Managers 15)";"https://doi.org/10.4232/1.3191";"ZA3191";"doi";"True";"ZA2146";"0";"0";"0";"0";"0";"0";"Conducted in June 1999 across EU member states including Belgium, Germany, Denmark, France, Greece, Ireland, Italy, Luxembourg, Netherlands, Portugal, Spain, and Great Britain. It surveyed business executives on firm management, expansion, and economic expectations, and is classified under CESSDA topics 'Business/industrial management and organisation' and 'Economic systems and development'."
"17";"V1_TOPIC_COUNTRY_TIME_ALL_TOPICS";"WEB_SEARCH";"gemini-3.6-flash";"2";"Flash Eurobarometer 61 (Managers 12)";"https://doi.org/10.4232/1.3141";"ZA3141";"doi";"True";"ZA2146";"0";"0";"0";"0";"0";"0";"Conducted in the late 1990s across EU countries including Belgium, Germany, Denmark, France, Greece, Ireland, Italy, Luxembourg, Netherlands, Portugal, Spain, and Great Britain. It investigates company objectives, technology adoption, and corporate governance, categorized under CESSDA topics 'Business/industrial management and organisation' and 'Economic systems and development'."
"17";"V1_TOPIC_COUNTRY_TIME_ALL_TOPICS";"WEB_SEARCH";"gemini-3.6-flash";"3";"Flash Eurobarometer 40 (Managers Study)";"https://doi.org/10.4232/1.2614";"ZA2614";"doi";"True";"ZA2146";"0";"0";"0";"0";"0";"0";"Conducted in 1995 across the twelve EU member countries (Belgium, Germany, Denmark, France, Greece, Ireland, Italy, Luxembourg, Netherlands, Portugal, Spain, and Great Britain), interviewing company managers regarding enterprise management, competitiveness, and economic conditions."
"17";"V1_TOPIC_COUNTRY_TIME_ALL_TOPICS";"WEB_SEARCH";"gemini-3.6-flash";"4";"Cambridge Centre for Business Research SME Dataset, 1987-1995";"https://doi.org/10.5255/UKDA-SN-4156-1";"ZA1897";"title_fuzzy";"False";"ZA2146";"0";"0";"0";"0";"0";"0";"Covers business management, organizational structure, workforce practices, and economic development of small and medium-sized enterprises in Great Britain during the 1990s. Categorized under CESSDA topics 'Business/industrial management and organisation' and 'Economic systems and development'."
"18";"V1_TOPIC_COUNTRY_TIME_ALL_TOPICS";"WEB_SEARCH";"gemini-3.6-flash";"1";"German Reichstag Election Data, 1871-1912";"https://doi.org/10.3886/ICPSR00043.v1";"";"unmatched";"False";"ZA8423";"0";"0";"0";"0";"0";"0";"This dataset provides detailed parliamentary election results, voter turnout statistics, and demographic data across administrative districts in the German Empire from 1871 to 1912, covering the 1900s and 1910s."
"18";"V1_TOPIC_COUNTRY_TIME_ALL_TOPICS";"WEB_SEARCH";"gemini-3.6-flash";"2";"German Weimar Republic Data, 1919-1933";"https://doi.org/10.3886/ICPSR00042.v1";"ZA8007";"title_fuzzy";"False";"ZA8423";"0";"0";"0";"0";"0";"0";"This dataset contains national and local electoral returns for elections held between 1919 and 1933, alongside demographic, occupational, and religious data from the 1925 German Census during the Weimar Republic period of the 1920s."
"18";"V1_TOPIC_COUNTRY_TIME_ALL_TOPICS";"WEB_SEARCH";"gemini-3.6-flash";"3";"Chronicling Germany: An Annotated Historical Newspaper Dataset";"https://doi.org/10.48550/arXiv.2401.16845";"";"unmatched";"False";"ZA8423";"0";"0";"0";"0";"0";"0";"This open dataset contains annotated historical German-language newspaper pages spanning 1852 to 1924, enabling OCR and digital history research on media from the German Empire and early Weimar Republic."
