"query_id";"query_text";"source_dataset_id";"source_title";"query_variant";"mode";"model";"rank";"returned_title";"returned_url_or_doi";"matched_dataset_id";"is_relevant";"match_confidence";"link_valid";"justification"
"2";"Can you find the GESIS dataset titled Political Socialization in Pre-School Age?";"ZA0529";"Political Socialization in Pre-School Age";"V3_TITLE_ONLY";"NO_WEB";"gpt-5.1";"1";"Political Socialization in Pre-School Age";"https://search.gesis.org/research_data/ZA4361";"ZA0529";"1";"1.0";"False";"Exact title match for the requested GESIS dataset; this is a GESIS-hosted study on political socialization processes among pre-school children."
"2";"Can you find the GESIS dataset titled Political Socialization in Pre-School Age?";"ZA0529";"Political Socialization in Pre-School Age";"V3_TITLE_ONLY";"NO_WEB";"llama4:latest";"1";"Political Socialization in Pre-School Age";"https://doi.org/10.4232/1.11417";"ZA0529";"1";"1.0";"False";"This dataset is hosted by GESIS and matches the search query exactly."
"2";"Can you find the GESIS dataset titled Political Socialization in Pre-School Age?";"ZA0529";"Political Socialization in Pre-School Age";"V3_TITLE_ONLY";"WEB_SEARCH";"gemma3:27b";"1";"Political Socialization in Pre-School Age (1979)";"https://doi.org/10.48488/64831";"ZA0529";"1";"1.0";"False";"This is the GESIS landing page for the dataset 'Political Socialization in Pre-School Age' with the DOI provided."
"2";"Can you find the GESIS dataset titled Political Socialization in Pre-School Age?";"ZA0529";"Political Socialization in Pre-School Age";"V3_TITLE_ONLY";"WEB_SEARCH";"gpt-4.1";"1";"Political Socialization in Pre-School Age (PolSoz-KiTa, 2020)";"https://search.gesis.org/research_data/ZA7572";"ZA7572";"0";"1.0";"True";"This is the official GESIS dataset landing page for 'Political Socialization in Pre-School Age (PolSoz-KiTa, 2020)'."
"2";"Can you find the GESIS dataset titled Political Socialization in Pre-School Age?";"ZA0529";"Political Socialization in Pre-School Age";"V3_TITLE_ONLY";"WEB_SEARCH";"gpt-5.1";"1";"Political Socialization in Pre-School Age, 1978";"https://doi.org/10.4232/1.7717";"ZA0529";"1";"0.9487179487179488";"False";"This GESIS dataset matches the requested title almost exactly and is explicitly about political socialization in pre-school age. The DOI resolves to the GESIS landing page for the study."
"2";"Can you find the GESIS dataset titled Political Socialization in Pre-School Age?";"ZA0529";"Political Socialization in Pre-School Age";"V3_TITLE_ONLY";"WEB_SEARCH";"gpt-5-mini";"1";"Political Socialization in Pre-School Age (Germany) - GESIS Data Archive";"https://doi.org/10.4232/1.12779";"ZA0529";"1";"1.0";"False";"GESIS-hosted dataset landing page (DOI) for the study titled 'Political Socialization in Pre-School Age' providing metadata and access details."
"2";"Can you find the GESIS dataset titled Political Socialization in Pre-School Age?";"ZA0529";"Political Socialization in Pre-School Age";"V3_TITLE_ONLY";"WEB_SEARCH";"gpt-5-mini";"2";"Political Socialization in Pre-School Age - GESIS Data Catalogue";"https://dbk.gesis.org/dbksearch/DBKSearch.asp?no=12779";"ZA0529";"1";"1.0";"False";"GESIS Data Catalogue landing page for dataset number 12779, listing study description, variables, and access information hosted by GESIS."
"2";"Can you find the GESIS dataset titled Political Socialization in Pre-School Age?";"ZA0529";"Political Socialization in Pre-School Age";"V3_TITLE_ONLY";"WEB_SEARCH";"llama4:latest";"1";"Political Socialization in Pre-School Age";"https://doi.org/10.4232/1.11128";"ZA0529";"1";"1.0";"False";"The dataset is hosted by GESIS and provides information on political socialization in pre-school age children."
"2";"Can you find the GESIS dataset titled Political Socialization in Pre-School Age?";"ZA0529";"Political Socialization in Pre-School Age";"V3_TITLE_ONLY";"WEB_SEARCH";"o4-mini";"1";"Political Socialization in Pre-School Age (ZA6696)";"https://search.gesis.org/research_data/ZA6696";"ZA6696";"0";"1.0";"True";"This is the GESIS landing page for the dataset titled 'Political Socialization in Pre-School Age' (ZA6696)."
"3";"Can you find the GESIS dataset titled Social Change and Violent Crime?";"ZA8194";"Social Change and Violent Crime";"V3_TITLE_ONLY";"NO_WEB";"gemma3:27b";"1";"Social Change and Violent Crime (SCVC)";"https://doi.org/10.48488/6663/SCVC";"ZA8194";"1";"1.0";"False";"This is the primary dataset known as 'Social Change and Violent Crime' hosted by GESIS, focusing on cross-national comparisons of crime trends and societal factors."
"3";"Can you find the GESIS dataset titled Social Change and Violent Crime?";"ZA8194";"Social Change and Violent Crime";"V3_TITLE_ONLY";"NO_WEB";"gpt-4.1";"1";"Social Change and Violent Crime";"https://search.gesis.org/research_data/ZA3096";"ZA8194";"1";"1.0";"False";"This dataset is directly titled 'Social Change and Violent Crime' and is hosted by GESIS."
"3";"Can you find the GESIS dataset titled Social Change and Violent Crime?";"ZA8194";"Social Change and Violent Crime";"V3_TITLE_ONLY";"NO_WEB";"gpt-5.1";"1";"Social Change and Violent Crime";"https://doi.org/10.4232/1.4871";"ZA4871";"0";"1.0";"True";"This is a GESIS-hosted dataset explicitly titled ""Social Change and Violent Crime"", making it a direct match to the requested title."
"3";"Can you find the GESIS dataset titled Social Change and Violent Crime?";"ZA8194";"Social Change and Violent Crime";"V3_TITLE_ONLY";"NO_WEB";"llama4:latest";"1";"Social Change and Violent Crime";"https://doi.org/10.4232/10.4232/gesis.bcdat.2011.01.01";"ZA8194";"1";"1.0";"False";"The dataset is hosted by GESIS and is related to the query."
"3";"Can you find the GESIS dataset titled Social Change and Violent Crime?";"ZA8194";"Social Change and Violent Crime";"V3_TITLE_ONLY";"WEB_SEARCH";"gemma3:27b";"1";"Social Change and Violent Crime (SCVC) - Study 1990";"https://doi.org/10.48488/13888";"ZA8194";"1";"1.0";"False";"This is the GESIS landing page for the SCVC study, specifically Study 1990, as identified by its DOI and hosted by GESIS Leibniz Institute for the Social Sciences."
"3";"Can you find the GESIS dataset titled Social Change and Violent Crime?";"ZA8194";"Social Change and Violent Crime";"V3_TITLE_ONLY";"WEB_SEARCH";"gemma3:27b";"2";"Social Change and Violent Crime (SCVC) - Study 2008";"https://doi.org/10.48488/13893";"ZA8194";"1";"1.0";"False";"This is the GESIS landing page for the SCVC study, specifically Study 2008, as identified by its DOI and hosted by GESIS Leibniz Institute for the Social Sciences."
"3";"Can you find the GESIS dataset titled Social Change and Violent Crime?";"ZA8194";"Social Change and Violent Crime";"V3_TITLE_ONLY";"WEB_SEARCH";"gemma3:27b";"3";"Social Change and Violent Crime (SCVC) - Study 2016";"https://doi.org/10.48488/13898";"ZA8194";"1";"1.0";"False";"This is the GESIS landing page for the SCVC study, specifically Study 2016, as identified by its DOI and hosted by GESIS Leibniz Institute for the Social Sciences."
"3";"Can you find the GESIS dataset titled Social Change and Violent Crime?";"ZA8194";"Social Change and Violent Crime";"V3_TITLE_ONLY";"WEB_SEARCH";"gpt-4.1";"1";"Social Change and Violent Crime: A Multinational Study";"https://doi.org/10.4232/1.10956";"ZA3905";"0";"1.0";"True";"This is the official GESIS DOI landing page for the dataset 'Social Change and Violent Crime: A Multinational Study' hosted on GESIS, matching the requested title."
"3";"Can you find the GESIS dataset titled Social Change and Violent Crime?";"ZA8194";"Social Change and Violent Crime";"V3_TITLE_ONLY";"WEB_SEARCH";"gpt-5";"1";"Social Change and Violent Crime";"https://search.gesis.org/?q=%22Social%20Change%20and%20Violent%20Crime%22";"ZA8194";"1";"1.0";"False";"Direct GESIS search for the exact title to locate the dataset?s landing page if available."
"3";"Can you find the GESIS dataset titled Social Change and Violent Crime?";"ZA8194";"Social Change and Violent Crime";"V3_TITLE_ONLY";"WEB_SEARCH";"gpt-5.1";"1";"Social Change and Violent Crime";"https://dbk.gesis.org/dbksearch/sdesc2.asp?no=3863&db=e&doi=10.4232/1.3863";"ZA8194";"1";"1.0";"False";"This GESIS DBK entry is explicitly titled ?Social Change and Violent Crime? and provides the official landing page and DOI for the dataset."
"3";"Can you find the GESIS dataset titled Social Change and Violent Crime?";"ZA8194";"Social Change and Violent Crime";"V3_TITLE_ONLY";"WEB_SEARCH";"gpt-5-mini";"1";"Social Change and Violent Crime, 1960-1980";"https://doi.org/10.4232/1.14169";"ZA7701";"0";"1.0";"True";"GESIS-hosted dataset entry with DOI for 'Social Change and Violent Crime, 1960-1980' providing metadata and access information on the GESIS repository."
"3";"Can you find the GESIS dataset titled Social Change and Violent Crime?";"ZA8194";"Social Change and Violent Crime";"V3_TITLE_ONLY";"WEB_SEARCH";"gpt-5-mini";"2";"Social Change and Violent Crime, 1960-1980 ? GESIS Data Archive";"https://search.gesis.org/research-data/GEISSA-1.14169";"ZA8194";"1";"0.8928571428571429";"False";"Landing page in the GESIS data catalogue describing the dataset 'Social Change and Violent Crime, 1960-1980' with study details and links to DOI and data."
"3";"Can you find the GESIS dataset titled Social Change and Violent Crime?";"ZA8194";"Social Change and Violent Crime";"V3_TITLE_ONLY";"WEB_SEARCH";"llama4:latest";"1";"Social Change and Violent Crime";"https://doi.org/10.4232/10.4232/2535337";"ZA8194";"1";"1.0";"False";"The dataset 'Social Change and Violent Crime' is hosted by GESIS and can be accessed via the provided DOI link."
"4";"Can you find the GESIS dataset titled Social Science Telephone Interviews among the General Public via the Mobile Phone Net (CELLA 1)?";"ZA4875";"Social Science Telephone Interviews among the General Public via the Mobile Phone Net (CELLA 1)";"V3_TITLE_ONLY";"NO_WEB";"gemma3:27b";"1";"Social Science Telephone Interviews among the General Public via the Mobile Phone Net (CELLA 1)";"https://doi.org/10.48488/13177";"ZA4875";"1";"1.0";"False";"This is a directly identifiable GESIS dataset with the requested title. It's a cross-sectional telephone survey."
"4";"Can you find the GESIS dataset titled Social Science Telephone Interviews among the General Public via the Mobile Phone Net (CELLA 1)?";"ZA4875";"Social Science Telephone Interviews among the General Public via the Mobile Phone Net (CELLA 1)";"V3_TITLE_ONLY";"NO_WEB";"gpt-4.1";"1";"Social Science Telephone Interviews among the General Public via the Mobile Phone Net (CELLA 1)";"https://search.gesis.org/research_data/ZA5856";"ZA5856";"0";"1.0";"True";"This is the exact dataset titled 'Social Science Telephone Interviews among the General Public via the Mobile Phone Net (CELLA 1)' hosted by GESIS. The link leads to the official GESIS landing page for this dataset."
"4";"Can you find the GESIS dataset titled Social Science Telephone Interviews among the General Public via the Mobile Phone Net (CELLA 1)?";"ZA4875";"Social Science Telephone Interviews among the General Public via the Mobile Phone Net (CELLA 1)";"V3_TITLE_ONLY";"NO_WEB";"llama4:latest";"1";"Social Science Telephone Interviews among the General Public via the Mobile Phone Net (CELLA 1)";"https://doi.org/10.4232/1.12145";"ZA5076";"0";"1.0";"True";"This is a GESIS dataset, and the provided DOI link leads to the dataset's page on the GESIS data archive."
"4";"Can you find the GESIS dataset titled Social Science Telephone Interviews among the General Public via the Mobile Phone Net (CELLA 1)?";"ZA4875";"Social Science Telephone Interviews among the General Public via the Mobile Phone Net (CELLA 1)";"V3_TITLE_ONLY";"WEB_SEARCH";"gemma3:27b";"1";"CELLA 1 - Social Science Telephone Interviews among the General Public via the Mobile Phone Net";"https://doi.org/10.48488/42877";"ZA4875";"1";"0.9560439560439561";"False";"This is the landing page for the CELLA 1 dataset, hosted by GESIS and accessible via its DOI."
"4";"Can you find the GESIS dataset titled Social Science Telephone Interviews among the General Public via the Mobile Phone Net (CELLA 1)?";"ZA4875";"Social Science Telephone Interviews among the General Public via the Mobile Phone Net (CELLA 1)";"V3_TITLE_ONLY";"WEB_SEARCH";"gpt-4.1";"1";"Social Science Telephone Interviews among the General Public via the Mobile Phone Net (CELLA 1)";"https://search.gesis.org/research_data/SSO1057";"ZA4875";"1";"1.0";"False";"This is the official GESIS-hosted landing page for the CELLA 1 dataset, matching the dataset title exactly."
"4";"Can you find the GESIS dataset titled Social Science Telephone Interviews among the General Public via the Mobile Phone Net (CELLA 1)?";"ZA4875";"Social Science Telephone Interviews among the General Public via the Mobile Phone Net (CELLA 1)";"V3_TITLE_ONLY";"WEB_SEARCH";"gpt-5.1";"1";"Social Science Telephone Interviews among the General Public via the Mobile Phone Net (CELLA 1), 2012";"https://search.gesis.org/research_data/ZA5892";"ZA5892";"0";"1.0";"True";"This GESIS landing page is for study ZA5892, titled ?Social Science Telephone Interviews among the General Public via the Mobile Phone Net (CELLA 1), 2012,? which matches the requested dataset name and is hosted by GESIS."
"4";"Can you find the GESIS dataset titled Social Science Telephone Interviews among the General Public via the Mobile Phone Net (CELLA 1)?";"ZA4875";"Social Science Telephone Interviews among the General Public via the Mobile Phone Net (CELLA 1)";"V3_TITLE_ONLY";"WEB_SEARCH";"gpt-5-mini";"1";"Social Science Telephone Interviews among the General Public via the Mobile Phone Net (CELLA 1)";"https://search.gesis.org/research-data/GERDAF-442556?db=GESIS+Data+Archive";"ZA4875";"1";"1.0";"False";"GESIS Data Archive landing page for the dataset ?Social Science Telephone Interviews among the General Public via the Mobile Phone Net (CELLA 1)? (GERDAF identifier) hosted on GESIS."
"4";"Can you find the GESIS dataset titled Social Science Telephone Interviews among the General Public via the Mobile Phone Net (CELLA 1)?";"ZA4875";"Social Science Telephone Interviews among the General Public via the Mobile Phone Net (CELLA 1)";"V3_TITLE_ONLY";"WEB_SEARCH";"llama4:latest";"1";"Social Science Telephone Interviews among the General Public via the Mobile Phone Net (CELLA 1)";"https://doi.org/10.1790/ESM:GESIS:ZA435";"ZA4875";"1";"1.0";"False";"This is a GESIS dataset, specifically CELLA 1, which matches the query."
"4";"Can you find the GESIS dataset titled Social Science Telephone Interviews among the General Public via the Mobile Phone Net (CELLA 1)?";"ZA4875";"Social Science Telephone Interviews among the General Public via the Mobile Phone Net (CELLA 1)";"V3_TITLE_ONLY";"WEB_SEARCH";"o4-mini";"1";"Social Science Telephone Interviews among the General Public via the Mobile Phone Net (CELLA 1)";"https://search.gesis.org/rd/Detail/Studies/18749";"ZA4875";"1";"1.0";"False";"GESIS Research Data Catalogue landing page for the CELLA 1 dataset"
"5";"Can you find the GESIS dataset titled Political Situation in West Berlin (Young People from the GDR)?";"ZA0590";"Political Situation in West Berlin (Young People from the GDR)";"V3_TITLE_ONLY";"NO_WEB";"gemma3:27b";"1";"Politische Einstellungen in West-Berlin : Jugendliche aus der DDR";"https://doi.org/10.48488/14387";"";"0";"0.0";"False";"This is the direct DOI link to the GESIS dataset titled 'Politische Einstellungen in West-Berlin : Jugendliche aus der DDR' as found in the GESIS catalog."
"5";"Can you find the GESIS dataset titled Political Situation in West Berlin (Young People from the GDR)?";"ZA0590";"Political Situation in West Berlin (Young People from the GDR)";"V3_TITLE_ONLY";"NO_WEB";"gpt-4.1";"1";"Political Situation in West Berlin (Young People from the GDR)";"https://search.gesis.org/research_data/ZA1522";"ZA1522";"0";"1.0";"True";"This dataset from GESIS is specifically titled 'Political Situation in West Berlin (Young People from the GDR)', matching the query exactly."
"5";"Can you find the GESIS dataset titled Political Situation in West Berlin (Young People from the GDR)?";"ZA0590";"Political Situation in West Berlin (Young People from the GDR)";"V3_TITLE_ONLY";"NO_WEB";"llama4:latest";"1";"Political Situation in West Berlin (Young People from the GDR), 1990";"https://doi.org/10.4232/1.10405";"ZA0590";"1";"0.957983193277311";"False";"This dataset is about the political situation in West Berlin, specifically focusing on young people from the German Democratic Republic (GDR)."
"5";"Can you find the GESIS dataset titled Political Situation in West Berlin (Young People from the GDR)?";"ZA0590";"Political Situation in West Berlin (Young People from the GDR)";"V3_TITLE_ONLY";"NO_WEB";"o4-mini";"1";"Political Situation in West Berlin (Young People from the GDR)";"https://dbk.gesis.org/dbksearch/DBKSearchEntry.aspx?entry=7136";"ZA0590";"1";"1.0";"False";"DBK entry 7136 in the GESIS Data Catalogue documents a survey of young people from the GDR on their views of the political situation in West Berlin."
"5";"Can you find the GESIS dataset titled Political Situation in West Berlin (Young People from the GDR)?";"ZA0590";"Political Situation in West Berlin (Young People from the GDR)";"V3_TITLE_ONLY";"WEB_SEARCH";"gemma3:27b";"1";"Political Situation in West Berlin (Young People from the GDR) - GESIS - Leibniz Institute for the Social Sciences";"https://www.gesis.org/en/home/data-access/search?q=Political+Situation+in+West+Berlin+(Young+People+from+the+GDR)&f%5B0%5D=field_dataset_title&f%5B0%5D=Political+Situation+in+West+Berlin+(Young+People+from+the+GDR)";"ZA0590";"1";"1.0";"False";"This is the direct landing page for the dataset as listed on the GESIS data catalog search results."
"5";"Can you find the GESIS dataset titled Political Situation in West Berlin (Young People from the GDR)?";"ZA0590";"Political Situation in West Berlin (Young People from the GDR)";"V3_TITLE_ONLY";"WEB_SEARCH";"gemma3:27b";"2";"ZA6304 - Political Situation in West Berlin (Young People from the GDR), 1990";"https://doi.org/10.48488/ZA6304";"ZA0590";"1";"0.957983193277311";"False";"This is the DOI for the dataset 'Political Situation in West Berlin (Young People from the GDR)', 1990, hosted by GESIS."
"5";"Can you find the GESIS dataset titled Political Situation in West Berlin (Young People from the GDR)?";"ZA0590";"Political Situation in West Berlin (Young People from the GDR)";"V3_TITLE_ONLY";"WEB_SEARCH";"gemma3:27b";"3";"GESIS - Study Number ZA6304";"https://www.gesis.org/en/home/data-access/study-details/ZA6304";"";"0";"0.0";"False";"This is the GESIS study details page for ZA6304 which corresponds to the requested dataset."
"5";"Can you find the GESIS dataset titled Political Situation in West Berlin (Young People from the GDR)?";"ZA0590";"Political Situation in West Berlin (Young People from the GDR)";"V3_TITLE_ONLY";"WEB_SEARCH";"gpt-4.1";"1";"Political Situation in West Berlin (Young People from the GDR, October 1984)";"https://search.gesis.org/research_data/ZA5262";"ZA5262";"0";"1.0";"True";"This GESIS-hosted dataset matches the title 'Political Situation in West Berlin (Young People from the GDR)' and is found on the official GESIS dataset landing page."
"5";"Can you find the GESIS dataset titled Political Situation in West Berlin (Young People from the GDR)?";"ZA0590";"Political Situation in West Berlin (Young People from the GDR)";"V3_TITLE_ONLY";"WEB_SEARCH";"gpt-5";"1";"Political Situation in West Berlin (Young People from the GDR)";"https://search.gesis.org/?q=Political%20Situation%20in%20West%20Berlin%20(Young%20People%20from%20the%20GDR)";"ZA0590";"1";"1.0";"False";"GESIS-hosted search results for the exact dataset title; from here you can access the dataset?s landing page or DOI if available."
"5";"Can you find the GESIS dataset titled Political Situation in West Berlin (Young People from the GDR)?";"ZA0590";"Political Situation in West Berlin (Young People from the GDR)";"V3_TITLE_ONLY";"WEB_SEARCH";"gpt-5.1";"1";"Political Situation in West Berlin (Young People from the GDR, December 1977)";"https://doi.org/10.4232/1.0933";"ZA0933";"0";"1.0";"True";"This GESIS dataset matches the requested title, hosted in the GESIS Data Catalogue with the specified focus on the political situation in West Berlin among young people from the GDR."
"5";"Can you find the GESIS dataset titled Political Situation in West Berlin (Young People from the GDR)?";"ZA0590";"Political Situation in West Berlin (Young People from the GDR)";"V3_TITLE_ONLY";"WEB_SEARCH";"gpt-5-mini";"1";"Political situation in West-Berlin (young people from GDR), 1990 (ZA4321)";"https://dbk.gesis.org/dbksearch/sdesc2.asp?no=4321&number=4321";"";"0";"0.0";"False";"GESIS data catalogue entry (ZA4321) describing the dataset 'Political situation in West-Berlin (young people from GDR), 1990' ? official landing page with study details and access information."
"5";"Can you find the GESIS dataset titled Political Situation in West Berlin (Young People from the GDR)?";"ZA0590";"Political Situation in West Berlin (Young People from the GDR)";"V3_TITLE_ONLY";"WEB_SEARCH";"gpt-5-mini";"2";"ZA4321 - Political situation in West-Berlin (young people from GDR), 1990 ? data and documentation";"https://search.gesis.org/research-data/ZA4321";"ZA4321";"0";"1.0";"True";"GESIS search portal landing page for ZA4321 providing dataset metadata, documentation, and links to download and citation information on the GESIS platform."
"5";"Can you find the GESIS dataset titled Political Situation in West Berlin (Young People from the GDR)?";"ZA0590";"Political Situation in West Berlin (Young People from the GDR)";"V3_TITLE_ONLY";"WEB_SEARCH";"llama4:latest";"1";"Political Situation in West Berlin (Young People from the GDR), 1984";"https://doi.org/10.4232/1.11129";"ZA0590";"1";"0.957983193277311";"False";"This is a dataset hosted by GESIS, titled 'Political Situation in West Berlin (Young People from the GDR), 1984'."
"6";"Can you find the GESIS dataset titled General Public?s Trust in Politics?";"ZA6621";"General Public?s Trust in Politics";"V3_TITLE_ONLY";"NO_WEB";"gemma3:27b";"1";"Trust in Politics and Institutions - German Longitudinal Election Study (GES)";"https://doi.org/10.4119/14497";"ZA3272";"0";"0.8484848484848484";"False";"This dataset, part of the German Longitudinal Election Study (GES), includes extensive measures of political trust, covering trust in various institutions and political actors. It's a key resource for understanding public opinion on these matters."
"6";"Can you find the GESIS dataset titled General Public?s Trust in Politics?";"ZA6621";"General Public?s Trust in Politics";"V3_TITLE_ONLY";"NO_WEB";"gemma3:27b";"2";"European Social Survey (ESS)";"https://doi.org/10.5287/ess";"ZA4512";"0";"0.88";"False";"The ESS repeatedly measures a variety of attitudes and beliefs, including those related to trust in political institutions, across numerous European countries. GESIS is the service provider for ESS data."
"6";"Can you find the GESIS dataset titled General Public?s Trust in Politics?";"ZA6621";"General Public?s Trust in Politics";"V3_TITLE_ONLY";"NO_WEB";"gemma3:27b";"3";"German Longitudinal Election Study (GES) - Cumulative File 1990-2020";"https://doi.org/10.4119/14496";"ZA3272";"0";"0.8484848484848484";"False";"While not solely focused on trust, this cumulative file of the GES allows for analysis of trends in political trust over a long period in Germany."
"6";"Can you find the GESIS dataset titled General Public?s Trust in Politics?";"ZA6621";"General Public?s Trust in Politics";"V3_TITLE_ONLY";"NO_WEB";"gemma3:27b";"4";"International Social Survey Programme (ISSP) - Trust";"https://doi.org/10.4119/19373";"ZA5690";"0";"0.9166666666666667";"False";"The ISSP regularly includes a module on trust, allowing for cross-national comparisons of trust in various institutions, including political ones. GESIS hosts the ISSP data."
"6";"Can you find the GESIS dataset titled General Public?s Trust in Politics?";"ZA6621";"General Public?s Trust in Politics";"V3_TITLE_ONLY";"NO_WEB";"gemma3:27b";"5";"Political Attitudes in a Changing Germany";"https://doi.org/10.4119/13634";"ZA6975";"0";"1.0";"False";"This study includes questions on political trust and attitudes, providing a detailed look into the German political landscape."
