query_id;query_text;full_prompt_no_web;full_prompt_web_search;query_variant;query_topics;query_countries;query_time_collection_years;query_time_display;query_universe;query_analysis_units;source_dataset_id;source_title;source_doi;source_portal_url;source_row
11;Can you find GESIS datasets about Employment, Vocational education and training, Higher and further education, Social conditions and indicators, and Family life and marriage in North Rhine-Westphalia during the 1980s, where the study population is Students and of the school year 1969/70 in the 10th grade from 121 various classes at 68 high schools. and the unit of analysis is Individual?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find GESIS datasets about Employment, Vocational education and training, Higher and further education, Social conditions and indicators, and Family life and marriage in North Rhine-Westphalia during the 1980s, where the study population is Students and of the school year 1969/70 in the 10th grade from 121 various classes at 68 high schools. and the unit of analysis is Individual?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find GESIS datasets about Employment, Vocational education and training, Higher and further education, Social conditions and indicators, and Family life and marriage in North Rhine-Westphalia during the 1980s, where the study population is Students and of the school year 1969/70 in the 10th grade from 121 various classes at 68 high schools. and the unit of analysis is Individual?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";V4_TOPIC_COUNTRY_TIME_UNIVERSE_ANALYSIS_UNIT_ALL_TOPICS;"[""Employment"", ""Vocational education and training"", ""Higher and further education"", ""Social conditions and indicators"", ""Family life and marriage""]";"[""North Rhine-Westphalia""]";"[""1984"", ""1985""]";1980s;"[""Students and of the school year 1969/70 in the 10th grade from 121 various classes at 68 high schools.""]";"[""Individual""]";ZA1441;Education and Life;"[""10.4232/1.1441""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=1441&db=D;52
12;Can you find GESIS datasets about Government, political systems and organisations, Political behaviour and attitudes, and Political ideology in Germany during the 2020s, where the study population is German-speaking resident population aged 14 and over and the unit of analysis is Individual?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find GESIS datasets about Government, political systems and organisations, Political behaviour and attitudes, and Political ideology in Germany during the 2020s, where the study population is German-speaking resident population aged 14 and over and the unit of analysis is Individual?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find GESIS datasets about Government, political systems and organisations, Political behaviour and attitudes, and Political ideology in Germany during the 2020s, where the study population is German-speaking resident population aged 14 and over and the unit of analysis is Individual?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";V4_TOPIC_COUNTRY_TIME_UNIVERSE_ANALYSIS_UNIT_ALL_TOPICS;"[""Government, political systems and organisations"", ""Political behaviour and attitudes"", ""Political ideology""]";"[""Germany""]";"[""2024"", ""2024""]";2020s;"[""German-speaking resident population aged 14 and over""]";"[""Individual""]";ZA8738;Crisis Monitor (Week 8/2024);"[""10.4232/1.14353""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=8738&db=D;54
13;Can you find GESIS datasets about Government, political systems and organisations, International politics and organisations, and Political behaviour and attitudes in Germany during the 2020s, where the study population is Persons aged 14 and over and the unit of analysis is Individual?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find GESIS datasets about Government, political systems and organisations, International politics and organisations, and Political behaviour and attitudes in Germany during the 2020s, where the study population is Persons aged 14 and over and the unit of analysis is Individual?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find GESIS datasets about Government, political systems and organisations, International politics and organisations, and Political behaviour and attitudes in Germany during the 2020s, where the study population is Persons aged 14 and over and the unit of analysis is Individual?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";V4_TOPIC_COUNTRY_TIME_UNIVERSE_ANALYSIS_UNIT_ALL_TOPICS;"[""Government, political systems and organisations"", ""International politics and organisations"", ""Political behaviour and attitudes""]";"[""Germany""]";"[""2024"", ""2024""]";2020s;"[""Persons aged 14 and over""]";"[""Individual""]";ZA8737;Social and Political Attitudes 2024 (Cumulated Data Set);"[""10.4232/1.14533"", ""10.4232/1.14473"", ""10.4232/1.14449"", ""10.4232/1.14352""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=8737&db=D;60
14;Can you find GESIS datasets about Political behaviour and attitudes and Elections in Saarland during the 2010s, where the study population is Wahlberechtigte Wohnbevölkerung and the unit of analysis is Individual?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find GESIS datasets about Political behaviour and attitudes and Elections in Saarland during the 2010s, where the study population is Wahlberechtigte Wohnbevölkerung and the unit of analysis is Individual?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find GESIS datasets about Political behaviour and attitudes and Elections in Saarland during the 2010s, where the study population is Wahlberechtigte Wohnbevölkerung and the unit of analysis is Individual?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";V4_TOPIC_COUNTRY_TIME_UNIVERSE_ANALYSIS_UNIT_ALL_TOPICS;"[""Political behaviour and attitudes"", ""Elections""]";"[""Saarland""]";"[""2012"", ""2012""]";2010s;"[""Wahlberechtigte Wohnbevölkerung""]";"[""Individual""]";ZA5642;State Election in Saarland 2012;"[""10.4232/1.13078"", ""10.4232/1.11826""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=5642&db=D;66
15;Can you find GESIS datasets about Social behaviour and attitudes, SOCIAL STRATIFICATION AND GROUPINGS, and Family life and marriage in Australia, Austria, Brazil, Canada, Chile, Cyprus, Czech Republic, Denmark, Finland, France, Germany, Great Britain, Hungary, Israel, Italy, Japan, Latvia, New Zealand, Northern Ireland, Norway, Philippines, Poland, Russian Federation, Slovenia, Spain, South Africa, Switzerland, and United States of America during the 2000s, where the study population is Age: 18 years old and older and the unit of analysis is Individual?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find GESIS datasets about Social behaviour and attitudes, SOCIAL STRATIFICATION AND GROUPINGS, and Family life and marriage in Australia, Austria, Brazil, Canada, Chile, Cyprus, Czech Republic, Denmark, Finland, France, Germany, Great Britain, Hungary, Israel, Italy, Japan, Latvia, New Zealand, Northern Ireland, Norway, Philippines, Poland, Russian Federation, Slovenia, Spain, South Africa, Switzerland, and United States of America during the 2000s, where the study population is Age: 18 years old and older and the unit of analysis is Individual?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find GESIS datasets about Social behaviour and attitudes, SOCIAL STRATIFICATION AND GROUPINGS, and Family life and marriage in Australia, Austria, Brazil, Canada, Chile, Cyprus, Czech Republic, Denmark, Finland, France, Germany, Great Britain, Hungary, Israel, Italy, Japan, Latvia, New Zealand, Northern Ireland, Norway, Philippines, Poland, Russian Federation, Slovenia, Spain, South Africa, Switzerland, and United States of America during the 2000s, where the study population is Age: 18 years old and older and the unit of analysis is Individual?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";V4_TOPIC_COUNTRY_TIME_UNIVERSE_ANALYSIS_UNIT_ALL_TOPICS;"[""Social behaviour and attitudes"", ""SOCIAL STRATIFICATION AND GROUPINGS"", ""Family life and marriage""]";"[""Australia"", ""Austria"", ""Brazil"", ""Canada"", ""Chile"", ""Cyprus"", ""Czech Republic"", ""Denmark"", ""Finland"", ""France"", ""Germany"", ""Great Britain"", ""Hungary"", ""Israel"", ""Italy"", ""Japan"", ""Latvia"", ""New Zealand"", ""Northern Ireland"", ""Norway"", ""Philippines"", ""Poland"", ""Russian Federation"", ""Slovenia"", ""Spain"", ""South Africa"", ""Switzerland"", ""United States of America""]";"[""2000"", ""2002""]";2000s;"[""Age: 18 years old and older""]";"[""Individual""]";ZA3680;International Social Survey Programme: Social Relations and Support Systems - ISSP 2001;"[""10.4232/1.3680""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=3680&db=D;72
16;"Can you find GESIS datasets about Religion and values in Algeria, Ghana, Indonesia, Jordan, Kenya, Cambodia, Sri Lanka, Mongolia, Malawi, Malaysia, Nigeria, Nepal, Singapore, and Viet Nam during the 2010s, where the study population is Persons aged 18 years and older Exception: Indonesia and Malawi (17 years and older); (Only adult citizens of the country, exception: Singapore: Adults of any nationality residing in the country) and the unit of analysis is Individual?";"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find GESIS datasets about Religion and values in Algeria, Ghana, Indonesia, Jordan, Kenya, Cambodia, Sri Lanka, Mongolia, Malawi, Malaysia, Nigeria, Nepal, Singapore, and Viet Nam during the 2010s, where the study population is Persons aged 18 years and older Exception: Indonesia and Malawi (17 years and older); (Only adult citizens of the country, exception: Singapore: Adults of any nationality residing in the country) and the unit of analysis is Individual?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find GESIS datasets about Religion and values in Algeria, Ghana, Indonesia, Jordan, Kenya, Cambodia, Sri Lanka, Mongolia, Malawi, Malaysia, Nigeria, Nepal, Singapore, and Viet Nam during the 2010s, where the study population is Persons aged 18 years and older Exception: Indonesia and Malawi (17 years and older); (Only adult citizens of the country, exception: Singapore: Adults of any nationality residing in the country) and the unit of analysis is Individual?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";V4_TOPIC_COUNTRY_TIME_UNIVERSE_ANALYSIS_UNIT_ALL_TOPICS;"[""Religion and values""]";"[""Algeria"", ""Ghana"", ""Indonesia"", ""Jordan"", ""Kenya"", ""Cambodia"", ""Sri Lanka"", ""Mongolia"", ""Malawi"", ""Malaysia"", ""Nigeria"", ""Nepal"", ""Singapore"", ""Viet Nam""]";"[""2018"", ""2019""]";2010s;"[""Persons aged 18 years and older Exception: Indonesia and Malawi (17 years and older); (Only adult citizens of the country, exception: Singapore: Adults of any nationality residing in the country)""]";"[""Individual""]";ZA7630;Based on ISSP 2018: A Cross-national and Comparative Study of Religion of Additional 14 Countries;"[""10.4232/1.13517""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=7630&db=D;75
17;Can you find GESIS datasets about Crime and law enforcement, Legislation and legal systems, PSYCHOLOGY, Family life and marriage, Community, urban and rural life, Leisure, tourism and sport, Social behaviour and attitudes, Time use, Vocational education and training, and Employment in Duisburg during the 2000s, where the study population is Those young people who mathematically belong to the 12th grade of a Duisburg school or, in the case of a change of school to a vocational college or the end of their school career, would belong to the 12th grade, and who have participated in the annual survey since attending the 7th or 8th grade. and the unit of analysis is Individual?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find GESIS datasets about Crime and law enforcement, Legislation and legal systems, PSYCHOLOGY, Family life and marriage, Community, urban and rural life, Leisure, tourism and sport, Social behaviour and attitudes, Time use, Vocational education and training, and Employment in Duisburg during the 2000s, where the study population is Those young people who mathematically belong to the 12th grade of a Duisburg school or, in the case of a change of school to a vocational college or the end of their school career, would belong to the 12th grade, and who have participated in the annual survey since attending the 7th or 8th grade. and the unit of analysis is Individual?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find GESIS datasets about Crime and law enforcement, Legislation and legal systems, PSYCHOLOGY, Family life and marriage, Community, urban and rural life, Leisure, tourism and sport, Social behaviour and attitudes, Time use, Vocational education and training, and Employment in Duisburg during the 2000s, where the study population is Those young people who mathematically belong to the 12th grade of a Duisburg school or, in the case of a change of school to a vocational college or the end of their school career, would belong to the 12th grade, and who have participated in the annual survey since attending the 7th or 8th grade. and the unit of analysis is Individual?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";V4_TOPIC_COUNTRY_TIME_UNIVERSE_ANALYSIS_UNIT_ALL_TOPICS;"[""Crime and law enforcement"", ""Legislation and legal systems"", ""PSYCHOLOGY"", ""Family life and marriage"", ""Community, urban and rural life"", ""Leisure, tourism and sport"", ""Social behaviour and attitudes"", ""Time use"", ""Vocational education and training"", ""Employment""]";"[""Duisburg""]";"[""2007"", ""2007""]";2000s;"[""Those young people who mathematically belong to the 12th grade of a Duisburg school or, in the case of a change of school to a vocational college or the end of their school career, would belong to the 12th grade, and who have participated in the annual survey since attending the 7th or 8th grade.""]";"[""Individual""]";ZA8859;Crime in the Modern City 2007;"[""10.4232/1.14600""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=8859&db=D;82
18;Can you find GESIS datasets about Social behaviour and attitudes, Media, Political behaviour and attitudes, Government, political systems and organisations, Elections, Economic policy, public expenditure and revenue, and Economic systems and development in Germany during the 2010s, where the study population is The population comprises all German citizens who were eligible to vote when the survey was conducted. Due to the fact that this was an online survey not everybody who was eligible to vote had a probability to get selected for this Online Tracking. Therefore the population comprises all persons with German citizenship resident in the Federal Republic of Germany and being part of the LINK Internet Panel, who had a minimum age of 18 years, who lived in Germany and used at least once a week the Internet for private reasons. This group comprised nearly 40000 active Panel members in the LINK Internet Panel. Panel members were recruited exclusively by phone. and the unit of analysis is Individual?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find GESIS datasets about Social behaviour and attitudes, Media, Political behaviour and attitudes, Government, political systems and organisations, Elections, Economic policy, public expenditure and revenue, and Economic systems and development in Germany during the 2010s, where the study population is The population comprises all German citizens who were eligible to vote when the survey was conducted. Due to the fact that this was an online survey not everybody who was eligible to vote had a probability to get selected for this Online Tracking. Therefore the population comprises all persons with German citizenship resident in the Federal Republic of Germany and being part of the LINK Internet Panel, who had a minimum age of 18 years, who lived in Germany and used at least once a week the Internet for private reasons. This group comprised nearly 40000 active Panel members in the LINK Internet Panel. Panel members were recruited exclusively by phone. and the unit of analysis is Individual?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find GESIS datasets about Social behaviour and attitudes, Media, Political behaviour and attitudes, Government, political systems and organisations, Elections, Economic policy, public expenditure and revenue, and Economic systems and development in Germany during the 2010s, where the study population is The population comprises all German citizens who were eligible to vote when the survey was conducted. Due to the fact that this was an online survey not everybody who was eligible to vote had a probability to get selected for this Online Tracking. Therefore the population comprises all persons with German citizenship resident in the Federal Republic of Germany and being part of the LINK Internet Panel, who had a minimum age of 18 years, who lived in Germany and used at least once a week the Internet for private reasons. This group comprised nearly 40000 active Panel members in the LINK Internet Panel. Panel members were recruited exclusively by phone. and the unit of analysis is Individual?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";V4_TOPIC_COUNTRY_TIME_UNIVERSE_ANALYSIS_UNIT_ALL_TOPICS;"[""Social behaviour and attitudes"", ""Media"", ""Political behaviour and attitudes"", ""Government, political systems and organisations"", ""Elections"", ""Economic policy, public expenditure and revenue"", ""Economic systems and development""]";"[""Germany""]";"[""2015"", ""2015""]";2010s;"[""The population comprises all German citizens who were eligible to vote when the survey was conducted. Due to the fact that this was an online survey not everybody who was eligible to vote had a probability to get selected for this Online Tracking. Therefore the population comprises all persons with German citizenship resident in the Federal Republic of Germany and being part of the LINK Internet Panel, who had a minimum age of 18 years, who lived in Germany and used at least once a week the Internet for private reasons. This group comprised nearly 40000 active Panel members in the LINK Internet Panel. Panel members were recruited exclusively by phone.""]";"[""Individual""]";ZA5727;Long-term Online Tracking, T27 (GLES);"[""10.4232/1.12282"", ""10.4232/1.12213""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=5727&db=D;84
19;Can you find GESIS datasets about Political behaviour and attitudes, Government, political systems and organisations, and Elections in Germany during the 2020s, where the study population is The population of the GLES tracking consists of citizens of the Federal Republic of Germany who were eligible to vote in elections to the German Bundestag at the time of the survey, i.e. German citizens who had reached the age of 18 at the time of the survey. Since the data was collected using computer-aided web interviews (CAWI), not all citizens who were eligible to participate also had a chance different from zero of being selected for the survey. The frame population therefore only includes active participants in the Online-Access-Panel operated by respondi AG who were German citizens and who had reached the age of 18 at the time the study was conducted. and the unit of analysis is Individual?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find GESIS datasets about Political behaviour and attitudes, Government, political systems and organisations, and Elections in Germany during the 2020s, where the study population is The population of the GLES tracking consists of citizens of the Federal Republic of Germany who were eligible to vote in elections to the German Bundestag at the time of the survey, i.e. German citizens who had reached the age of 18 at the time of the survey. Since the data was collected using computer-aided web interviews (CAWI), not all citizens who were eligible to participate also had a chance different from zero of being selected for the survey. The frame population therefore only includes active participants in the Online-Access-Panel operated by respondi AG who were German citizens and who had reached the age of 18 at the time the study was conducted. and the unit of analysis is Individual?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find GESIS datasets about Political behaviour and attitudes, Government, political systems and organisations, and Elections in Germany during the 2020s, where the study population is The population of the GLES tracking consists of citizens of the Federal Republic of Germany who were eligible to vote in elections to the German Bundestag at the time of the survey, i.e. German citizens who had reached the age of 18 at the time of the survey. Since the data was collected using computer-aided web interviews (CAWI), not all citizens who were eligible to participate also had a chance different from zero of being selected for the survey. The frame population therefore only includes active participants in the Online-Access-Panel operated by respondi AG who were German citizens and who had reached the age of 18 at the time the study was conducted. and the unit of analysis is Individual?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";V4_TOPIC_COUNTRY_TIME_UNIVERSE_ANALYSIS_UNIT_ALL_TOPICS;"[""Political behaviour and attitudes"", ""Government, political systems and organisations"", ""Elections""]";"[""Germany""]";"[""2022"", ""2022""]";2020s;"[""The population of the GLES tracking consists of citizens of the Federal Republic of Germany who were eligible to vote in elections to the German Bundestag at the time of the survey, i.e. German citizens who had reached the age of 18 at the time of the survey. Since the data was collected using computer-aided web interviews (CAWI), not all citizens who were eligible to participate also had a chance different from zero of being selected for the survey. The frame population therefore only includes active participants in the Online-Access-Panel operated by respondi AG who were German citizens and who had reached the age of 18 at the time the study was conducted.""]";"[""Individual""]";ZA7711;GLES Tracking October 2022, T53;"[""10.4232/1.14036""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=7711&db=D;96
20;Can you find GESIS datasets about Medication and treatment and Specific diseases, disorders and medical conditions in Rhineland-Palatinate during the 2000s and 2010s, where the study population is Resident population with a primary residence in Rhineland-Palatinate with a landline connection and the unit of analysis is Individual?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find GESIS datasets about Medication and treatment and Specific diseases, disorders and medical conditions in Rhineland-Palatinate during the 2000s and 2010s, where the study population is Resident population with a primary residence in Rhineland-Palatinate with a landline connection and the unit of analysis is Individual?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find GESIS datasets about Medication and treatment and Specific diseases, disorders and medical conditions in Rhineland-Palatinate during the 2000s and 2010s, where the study population is Resident population with a primary residence in Rhineland-Palatinate with a landline connection and the unit of analysis is Individual?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";V4_TOPIC_COUNTRY_TIME_UNIVERSE_ANALYSIS_UNIT_ALL_TOPICS;"[""Medication and treatment"", ""Specific diseases, disorders and medical conditions""]";"[""Rhineland-Palatinate""]";"[""2006"", ""2010""]";2000s and 2010s;"[""Resident population with a primary residence in Rhineland-Palatinate with a landline connection""]";"[""Individual""]";ZA5533;Prevention Survey Rhineland-Palatinate (2006 and 2010);"[""10.4232/1.13342""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=5533&db=D;99
21;Can you find GESIS datasets about Employment, Cultural activities and participation, Specific diseases, disorders and medical conditions, Media, Political behaviour and attitudes, Government, political systems and organisations, Family life and marriage, and Youth in German Democratic Republic (1949-1990) during the 1970s, where the study population is 31 classes from 11 schools. Interviewed were schoolchildren in the 8th grade. and the unit of analysis is Individual?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find GESIS datasets about Employment, Cultural activities and participation, Specific diseases, disorders and medical conditions, Media, Political behaviour and attitudes, Government, political systems and organisations, Family life and marriage, and Youth in German Democratic Republic (1949-1990) during the 1970s, where the study population is 31 classes from 11 schools. Interviewed were schoolchildren in the 8th grade. and the unit of analysis is Individual?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find GESIS datasets about Employment, Cultural activities and participation, Specific diseases, disorders and medical conditions, Media, Political behaviour and attitudes, Government, political systems and organisations, Family life and marriage, and Youth in German Democratic Republic (1949-1990) during the 1970s, where the study population is 31 classes from 11 schools. Interviewed were schoolchildren in the 8th grade. and the unit of analysis is Individual?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";V4_TOPIC_COUNTRY_TIME_UNIVERSE_ANALYSIS_UNIT_ALL_TOPICS;"[""Employment"", ""Cultural activities and participation"", ""Specific diseases, disorders and medical conditions"", ""Media"", ""Political behaviour and attitudes"", ""Government, political systems and organisations"", ""Family life and marriage"", ""Youth""]";"[""German Democratic Republic (1949-1990)""]";"[""1970"", ""1970""]";1970s;"[""31 classes from 11 schools. Interviewed were schoolchildren in the 8th grade.""]";"[""Individual""]";ZA6151;Interval Study: Development Factors and Development Forms of  Young People in the GDR (1968-1980) IS I - 1970 (3rd Wave);"[""10.4232/1.6151""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=6151&db=D;100
