"query_id";"query_variant";"mode";"model";"rank";"returned_title";"returned_url_or_doi";"matched_dataset_id";"match_method";"link_valid";"source_dataset_id";"is_source_dataset";"is_strict_source_dataset";"is_title_source_dataset";"is_gesis_relevant_dataset";"is_strict_gesis_relevant_dataset";"is_title_gesis_relevant_dataset";"justification"
"13";"V3_TITLE_ONLY";"WEB_SEARCH";"chat-latest";"1";"A Survey of Europe Today (Finland)";"https://doi.org/10.4232/1.1296";"ZA1296";"doi";"True";"ZA1296";"1";"1";"1";"1";"1";"1";"Exact title match. GESIS Data Archive study ZA1296, based on data collected in Finland in 1969 and published by GESIS."
"15";"V3_TITLE_ONLY";"WEB_SEARCH";"chat-latest";"1";"50 Years Federal Republic of Germany";"";"ZA3222";"title_exact";"False";"ZA3222";"1";"0";"1";"1";"0";"1";"I could not verify a dataset landing page or DOI for this title."
"16";"V3_TITLE_ONLY";"WEB_SEARCH";"chat-latest";"1";"Future Plans of Young People at Special Schools of Emotional and Social Development";"https://doi.org/10.4232/1.13487";"ZA6262";"doi";"True";"ZA6262";"1";"1";"1";"1";"1";"1";"Exact title match. GESIS Data Archive study ZA6262, authored by Jakob Heuschmidt and published in 2020; Data file Version 1.0.0."
"17";"V3_TITLE_ONLY";"WEB_SEARCH";"chat-latest";"1";"Duisburger Bürgerumfrage (Frühjahr 2000) / Citizen Survey Duisburg (Spring 2000)";"https://search.gesis.org/research_data/ZA3468";"ZA3468";"dataset_id";"True";"ZA3468";"1";"1";"1";"1";"1";"1";"GESIS Data Archive study ZA3468; the GESIS ZA-Information catalog explicitly identifies ZA3468 as “Duisburger Bürgerumfrage (Frühjahr 2000),” matching the requested English title."
"20";"V3_TITLE_ONLY";"WEB_SEARCH";"chat-latest";"1";"Duisburg Citizen Survey (Autumn 2002, Foreign population)";"https://b2find.eudat.eu/dataset/?extras_Publisher=GESIS+Data+Archive+for+the+Social+Sciences&page=2&tags=Migration&tags=Regierung&tags=politische+Systeme";"ZA4347";"title_exact";"False";"ZA4347";"1";"0";"1";"1";"0";"1";"B2FIND lists the dataset under this exact English title and identifies GESIS Data Archive for the Social Sciences as the publisher."
"21";"V3_TITLE_ONLY";"WEB_SEARCH";"chat-latest";"1";"Sofortresonanzen DDR Fernsehen 39. Woche 1984 (SFR 39/84)";"https://access.gesis.org/dbk/23017";"ZA7140";"title_exact";"False";"ZA7140";"1";"0";"1";"1";"0";"1";"GESIS dataset in the Sofortresonanzen DDR Fernsehen weekly series, immediately preceding ZA7141 (40. Woche 1984)."
"23";"V3_TITLE_ONLY";"WEB_SEARCH";"chat-latest";"1";"The CFS’s (Center for Financial Studies) historical money and capital market data base, Germany 1871 to 1914.";"https://doi.org/10.4232/1.8286";"ZA8286";"doi";"True";"ZA8286";"1";"1";"1";"1";"1";"1";"Exact dataset match. Published by the GESIS Data Archive as study ZA8286; created by the Center for Financial Studies, University of Frankfurt, Steffen Eube, Anja Weigt, and Johannes Müller. It contains historical German money and capital market data covering 1871–1914."
"24";"V3_TITLE_ONLY";"WEB_SEARCH";"chat-latest";"1";"Capital Punishment, 1978";"https://bjs.ojp.gov/data-collection/capital-punishment-nps-8";"missy-mz-1978";"title_fuzzy";"False";"ZA0977";"0";"0";"0";"0";"0";"0";"Bureau of Justice Statistics landing page for the Capital Punishment (NPS-8) data series; it explicitly includes the 1978 dataset and is the closest authoritative match to the requested title."
"25";"V3_TITLE_ONLY";"WEB_SEARCH";"chat-latest";"1";"Social Situation and Political Orientations of the Jena Populace before the Municipal Election in May 1990";"https://doi.org/10.4232/1.6350";"ZA6350";"doi";"True";"ZA6350";"1";"1";"1";"1";"1";"1";"GESIS dataset ZA6350, part of the Jena 1990 election-study series (ZA6348–ZA6351); this entry corresponds to the municipal election in May 1990."
"26";"V3_TITLE_ONLY";"WEB_SEARCH";"chat-latest";"1";"Decatur Study (Personal Influence)";"https://doi.org/10.4232/1.0241";"ZA0241";"doi";"True";"ZA0241";"1";"1";"1";"1";"1";"1";"Exact title match. GESIS Data Archive lists this dataset by Elihu Katz and Paul F. Lazarsfeld as study ZA0241, based on data collected in Decatur, Illinois, in 1945."
"27";"V3_TITLE_ONLY";"WEB_SEARCH";"chat-latest";"1";"Cologne Study (Reader Analysis of the Koelner Stadt-Anzeiger)";"https://doi.org/10.4232/1.1635";"ZA1635";"doi";"True";"ZA1635";"1";"1";"1";"1";"1";"1";"Exact title match in the GESIS Data Archive (study ZA1635), Version 1.0.0, published as a dataset by GESIS."
"28";"V3_TITLE_ONLY";"WEB_SEARCH";"chat-latest";"1";"LPA – Learning Progression Analytics (LPA-AFLEK)";"https://www.leibniz-ipn.de/de/forschen/projekte/lpa";"ZA8874";"title_fuzzy";"False";"ZA8874";"1";"0";"1";"1";"0";"1";"Official IPN landing page for Learning Progression Analytics, with a dedicated LPA-AFLEK section describing the project and the collection and analysis of student product and process data. No separate public dataset landing page or DOI was located."
"29";"V3_TITLE_ONLY";"WEB_SEARCH";"chat-latest";"1";"Trend Questions Corona (Week 13/2020)";"";"ZA7652";"title_exact";"False";"ZA7652";"1";"0";"1";"1";"0";"1";"I could not verify a dataset landing page or DOI."
"30";"V3_TITLE_ONLY";"WEB_SEARCH";"chat-latest";"1";"第11回（令和2年度）神奈川県都市計画基礎調査（市町調査）";"https://catalog.opendata.pref.kanagawa.jp/dataset/4c25912c28874108a2ba68a7f8efcac0";"";"unmatched";"False";"ZA1157";"0";"0";"0";"0";"0";"0";"Official Kanagawa Prefecture open-data landing page. The title means the 11th (FY2020) Kanagawa Prefecture Urban Planning Basic Survey (Municipal Survey), and the description states that municipalities conducted it under Article 6 of Japan's City Planning Act. This is the closest verified match to the requested English title and its 'Municipality Data' qualifier."
"31";"V3_TITLE_ONLY";"WEB_SEARCH";"chat-latest";"1";"German Internet Panel, Wave 51 (January 2021)";"https://doi.org/10.4232/1.13833";"ZA7759";"doi";"True";"ZA7759";"1";"1";"1";"1";"1";"1";"GESIS Data Archive dataset ZA7759, Version 2.0.0; multiple scholarly sources identify this DOI specifically with German Internet Panel, Wave 51 (January 2021)."
"32";"V3_TITLE_ONLY";"WEB_SEARCH";"chat-latest";"1";"Forsa-Bus 1992";"";"ZA3300";"title_exact";"False";"ZA3300";"1";"0";"1";"1";"0";"1";"I could not verify a dataset landing page or DOI."
"33";"V3_TITLE_ONLY";"WEB_SEARCH";"chat-latest";"1";"Flash Eurobarometer 550 (EU Challenges and Priorities)";"https://doi.org/10.4232/1.14410";"ZA8870";"doi";"True";"ZA8870";"1";"1";"1";"1";"1";"1";"Exact dataset match in the GESIS Data Archive (study ZA8870, version 1.0.0), covering EU challenges and priorities with fieldwork in June–July 2024."
"34";"V3_TITLE_ONLY";"WEB_SEARCH";"chat-latest";"1";"Situation Report of Medium-Sized Companies 1991/92";"https://doi.org/10.4232/1.2326";"ZA2326";"doi";"True";"ZA2326";"1";"1";"1";"1";"1";"1";"GESIS dataset ZA2326, listed in the GESIS archive as the German-titled 'Lagebericht Mittelstand 1991/92'; this appears to be the intended dataset, with '1991/20' likely a typo or truncation of '1991/92'."
"36";"V3_TITLE_ONLY";"WEB_SEARCH";"chat-latest";"1";"The Berlin Pulse - German Foreign Policy 2024";"https://doi.org/10.4232/1.14624";"ZA8996";"doi";"True";"ZA8996";"1";"1";"1";"1";"1";"1";"Exact title match. GESIS identifies this as dataset ZA8996, Version 1.0.0, authored by Körber-Stiftung and based on data collected in Germany in September 2024."
"37";"V3_TITLE_ONLY";"WEB_SEARCH";"chat-latest";"1";"Youth Industrial Health and Safety in Practice in Hesse from the Perspective of Young People";"https://b2find.eudat.eu/dataset/5feb2e73-3f5f-5548-9eb2-0adb5bc3cee2";"ZA1376";"title_exact";"False";"ZA1376";"1";"0";"1";"1";"0";"1";"Exact title match in the B2FIND dataset catalogue; the record is published by the GESIS Data Archive for the Social Sciences and describes working conditions of young people in Hesse."
"38";"V3_TITLE_ONLY";"WEB_SEARCH";"chat-latest";"1";"German Business Panel, Covid-19 Survey (2020/2021). Data file for on-site use";"https://doi.org/10.4232/1.13731";"ZA7746";"doi";"True";"ZA7746";"1";"1";"1";"1";"1";"1";"Exact title match. GESIS Data Archive study ZA7746, Data file Version 1.0.0, by Bischof, Doerrenberg, Rostam-Afschar, Simons, and Voget (2021)."
"39";"V3_TITLE_ONLY";"WEB_SEARCH";"chat-latest";"1";"histat - Datenkompilation online: Löhne und Gehälter (Indizes) in Deutschland 1913/14 bis 2006";"https://doi.org/10.4232/1.12403";"ZA8614";"doi";"True";"ZA8614";"1";"1";"0";"1";"1";"0";"Exact matching GESIS dataset (study ZA8614), authored by Jürgen Sensch and published in 2015; its temporal coverage is 1913/14–2006."
"40";"V3_TITLE_ONLY";"WEB_SEARCH";"chat-latest";"1";"Flash Eurobarometer 197 (Satisfaction with EC Representations in 11 Member States)";"https://doi.org/10.4232/1.4456";"ZA4456";"doi";"True";"ZA4456";"1";"1";"1";"1";"1";"1";"Exact title match. GESIS Data Archive dataset, study number ZA4456, published in 2007; the DOI resolves to the dataset record."
"41";"V3_TITLE_ONLY";"WEB_SEARCH";"chat-latest";"1";"German General Social Survey - ALLBUScompact 2018";"https://doi.org/10.4232/1.13341";"ZA5532";"doi";"True";"ZA5273";"0";"0";"1";"0";"0";"1";"Official dataset DOI landing page for ALLBUScompact 2018."
"42";"V3_TITLE_ONLY";"WEB_SEARCH";"chat-latest";"1";"MEDem User Survey 2024";"https://doi.org/10.7802/2839";"SDN-10.7802-2839";"title_exact";"False";"SDN-10.7802-2839";"1";"0";"1";"1";"0";"1";"Exact title match. GESIS identifies the dataset by Selcuk Timur Uluer and Lea Kaftan (2025) with DOI 10.7802/2839."
"43";"V3_TITLE_ONLY";"WEB_SEARCH";"chat-latest";"1";"Foreigners in Eastern Germany 1990";"https://datacatalogue.cessda.eu/detail/7d6269f51400e17fd6c36fbce1590537ad2a5c5dac82674d5abcdb8f02dc6dc8/?lang=en";"ZA6342";"title_exact";"False";"ZA6342";"1";"0";"1";"1";"0";"1";"Exact-title dataset record in the CESSDA Data Catalogue."
"43";"V3_TITLE_ONLY";"WEB_SEARCH";"chat-latest";"2";"Ausländer in Ostdeutschland 1990";"https://access.gesis.org/dbk/4804";"";"unmatched";"False";"ZA6342";"0";"0";"0";"0";"0";"0";"GESIS dataset landing page for the German-language version of the requested dataset, study number 6342."
"44";"V3_TITLE_ONLY";"WEB_SEARCH";"chat-latest";"1";"Monitor Digitalisierung 360° 2023/24 – Wo stehen die deutschen Hochschulen?";"https://hochschulforumdigitalisierung.de/monitor-digitalisierung-360-wo-stehen-die-deutschen-hochschulen/";"SDN-10.7802-2534";"title_exact";"False";"SDN-10.7802-2822";"0";"0";"0";"0";"0";"0";"Official Hochschulforum Digitalisierung landing page for the Monitor Digitalisierung 360° survey/results from WiSe 2023/24; it describes the underlying survey conducted from November 2023 to March 2024 and links to the current report and methodology."
"45";"V3_TITLE_ONLY";"WEB_SEARCH";"chat-latest";"1";"Leseranalyse der Mannesmann-Werkzeitschrift UNSER WERKTAG";"https://doi.org/10.4232/1.0265";"ZA0265";"doi";"True";"ZA0265";"1";"1";"0";"1";"1";"0";"Exact dataset match. GESIS study ZA0265, conducted by EMNID in 1967, examines reading habits and employees' evaluation of the Mannesmann company magazine UNSER WERKTAG."
"46";"V3_TITLE_ONLY";"WEB_SEARCH";"chat-latest";"1";"Dataset of Italian Municipal Unions (Intermunicipal Cooperation forms). 1996-2015.";"https://doi.org/10.7802/1754";"SDN-10.7802-1754";"title_exact";"False";"SDN-10.7802-1754";"1";"0";"1";"1";"0";"1";"Exact title match. Dataset by Silvia Bolgherini, Mattia Casula, and Mariano Marotta, published in 2018; it covers all 462 Italian Municipal Unions present at data collection and provides systematic information for the 1996–2015 period."
"47";"V3_TITLE_ONLY";"WEB_SEARCH";"chat-latest";"1";"Election Study 1994: Politbarometer West 1994 (Trend Investigations)";"https://doi.org/10.4232/1.13661";"ZA5761";"doi";"True";"ZA2546";"0";"0";"1";"0";"0";"1";"Dataset landing page identified by its DOI."
"48";"V3_TITLE_ONLY";"WEB_SEARCH";"chat-latest";"1";"Universities in the Federal Republic of Germany 1949-2001";"";"ZA8202";"title_exact";"False";"ZA8202";"1";"0";"1";"1";"0";"1";"I could not verify a dataset landing page or DOI without web search access."
"49";"V3_TITLE_ONLY";"WEB_SEARCH";"chat-latest";"1";"The Growth of the German Economy since the Middle of the 19th Century. Chapter: Population and Employment";"https://doi.org/10.4232/1.8256";"ZA8256";"doi";"True";"ZA8256";"1";"1";"1";"1";"1";"1";"Exact title match in the GESIS Data Archive. The dataset is by Walther G. Hoffmann, published as study ZA8256, and covers population and employment data for Germany from 1850 to 1959."
"50";"V3_TITLE_ONLY";"WEB_SEARCH";"chat-latest";"1";"Social Structure in the Lignite Area West of the Rhine (Relocated Villages)";"https://doi.org/10.4232/1.0167";"ZA0167";"doi";"True";"ZA0167";"1";"1";"1";"1";"1";"1";"GESIS identifies the requested relocated-villages dataset as study ZA0167; its closely related series record explicitly lists ZA0167 as the 'relocated villages' subgroup."
"52";"V3_TITLE_ONLY";"WEB_SEARCH";"chat-latest";"1";"CROCorp: Corpus of Parliamentary Debates in Croatia";"https://doi.org/10.5281/zenodo.6521372";"SDN-10.7802-2388";"title_exact";"False";"SDN-10.7802-2388";"1";"0";"1";"1";"0";"1";"Zenodo concept DOI for CROCorp, a cleaned and pre-processed corpus of Croatian Parliament (Sabor) debates covering 2003–2020, with metadata on representatives and political parties."
"54";"V3_TITLE_ONLY";"WEB_SEARCH";"chat-latest";"1";"Attitude to Demonstrations and to the SDS";"https://search.gesis.org/";"ZA0322";"title_exact";"False";"ZA0322";"1";"0";"1";"1";"0";"1";"The title appears to refer to a historical West German survey concerning public attitudes toward demonstrations and the Sozialistischer Deutscher Studentenbund (SDS). GESIS is the relevant data-archive landing page, but the exact study record/DOI could not be reliably identified from indexed search results."
"55";"V3_TITLE_ONLY";"WEB_SEARCH";"chat-latest";"1";"Partner III - Apprentices 1990";"https://access.gesis.org/dbk/6146";"ZA6146";"title_fuzzy";"False";"ZA6146";"1";"0";"1";"1";"0";"1";"GESIS study ZA6146 is identified in GESIS materials as 'Partner-Studie III - Lehrlinge 1990' (Partner III - Apprentices 1990), conducted by the Zentralinstitut für Jugendforschung, Leipzig."
"56";"V3_TITLE_ONLY";"WEB_SEARCH";"chat-latest";"1";"Politbarometer (October 1987)";"";"ZA1648";"title_exact";"False";"ZA1648";"1";"0";"1";"1";"0";"1";"I could not verify a dataset landing page or DOI."
"57";"V3_TITLE_ONLY";"WEB_SEARCH";"chat-latest";"1";"Group-oriented animosity against people (GMF-Survey 2010)";"https://doi.org/10.4232/1.11609";"ZA5575";"title_exact";"False";"ZA5575";"1";"0";"1";"1";"0";"1";"Dataset landing page/DOI for the requested GMF-Survey 2010 dataset."
"58";"V3_TITLE_ONLY";"WEB_SEARCH";"chat-latest";"1";"Schülerintervallstudie Gesundheitserziehung und Gesunderhaltung 1987 bis 1991 (Welle 1 bis 3)";"https://access.gesis.org/dbk/13493";"missy-mz-1991";"title_fuzzy";"False";"ZA6563";"0";"0";"0";"0";"0";"0";"Exact dataset match in the GESIS archive (ZA Study No. 6563); the German title corresponds to 'Schoolchildren Interval Study Health Education and Maintaining Health 1987 to 1991 (Waves 1 to 3)'."
"59";"V3_TITLE_ONLY";"WEB_SEARCH";"chat-latest";"1";"Social and Political Attitudes 2024 (Cumulated Data Set)";"https://doi.org/10.4232/1.14397";"ZA6269";"doi";"True";"ZA8737";"0";"0";"1";"0";"0";"1";"Exact dataset title match."
"60";"V3_TITLE_ONLY";"WEB_SEARCH";"chat-latest";"1";"Sofortresonanzen DDR Fernsehen 30. Woche 1984 (SFR30/84)";"https://access.gesis.org/dbk/22972";"ZA7131";"title_fuzzy";"False";"ZA7131";"1";"0";"1";"1";"0";"1";"Exact title match in the GESIS data catalog; identified as study ZA7131."
"62";"V3_TITLE_ONLY";"WEB_SEARCH";"chat-latest";"1";"Code/Syntax: Homeoffice und suchthaftes Arbeiten in Deutschland";"https://doi.org/10.7802/2567";"SDN-10.7802-2567";"title_exact";"False";"SDN-10.7802-2567";"1";"0";"1";"1";"0";"1";"Exact-title match for the replication code/syntax associated with the study by Christian Ebner, Beatrice van Berk, and Daniela Rohrbach-Schmidt."
"63";"V3_TITLE_ONLY";"WEB_SEARCH";"chat-latest";"1";"Children and Youth Leisure Survey 2016";"https://services.fsd.tuni.fi/catalogue/FSD3129?lang=en&study_language=en";"ZA1240";"title_exact";"False";"ZA0527";"0";"0";"0";"0";"0";"0";"Relevant dataset landing page: the survey covers leisure-time activities of Finnish children and young people aged 7–29, including participation in organized leisure-time groups."
"64";"V3_TITLE_ONLY";"WEB_SEARCH";"chat-latest";"1";"Sofortresonanzen DDR Fernsehen 51. Woche 1985 (SFR 51/85)";"";"ZA7204";"title_exact";"False";"ZA7204";"1";"0";"1";"1";"0";"1";"I could not verify a dataset landing page or DOI."
"65";"V3_TITLE_ONLY";"WEB_SEARCH";"chat-latest";"1";"State Election in Saarland 2012";"https://doi.org/10.4232/1.13078";"ZA5642";"doi";"True";"ZA5642";"1";"1";"1";"1";"1";"1";"GESIS Data Archive dataset ZA5642 by Forschungsgruppe Wahlen, Mannheim; version 1.0.1. The GESIS federal state election catalog identifies ZA5642 as the 2012 Saarland state election dataset."
"66";"V3_TITLE_ONLY";"WEB_SEARCH";"chat-latest";"1";"Opinions and Values of Egyptian Students in West Germany";"https://doi.org/10.4232/1.3331";"ZA3331";"doi";"True";"ZA3331";"1";"1";"1";"1";"1";"1";"Exact title match in the GESIS Data Archive; study ZA3331, attributed to the United States Information Agency (USIA), with data file Version 1.0.0."
"67";"V3_TITLE_ONLY";"WEB_SEARCH";"chat-latest";"1";"Food for Justice: Power, Politics, and Food Inequalities in a Bioeconomy (Berlin, 2024) (Version 1.0.0)";"https://doi.org/10.7802/2783";"SDN-10.7802-2783";"title_exact";"False";"SDN-10.7802-2783";"1";"0";"1";"1";"0";"1";"Exact matching dataset by Renata Motta and Birgit Peuker, published in 2024 by GESIS, Köln."
"68";"V3_TITLE_ONLY";"WEB_SEARCH";"chat-latest";"1";"Code/Syntax: Socio-Economic Status, Comparisons of Subjective Affectedness and Life Satisfaction During the COVID-19 Pandemic in Germany";"https://doi.org/10.7802/2455";"SDN-10.7802-2882";"title_exact";"False";"SDN-10.7802-2882";"1";"0";"1";"1";"0";"1";"Dataset/code record matching the requested title."
"70";"V3_TITLE_ONLY";"WEB_SEARCH";"chat-latest";"1";"Soziologische Untersuchung - Jena 1988";"https://access.gesis.org/dbk/4830";"";"unmatched";"False";"ZA6363";"0";"0";"0";"0";"0";"0";"GESIS dataset landing page for ZA Archive No. 6363, titled ""Soziologische Untersuchung - Jena 1988""; this matches the requested dataset."
"71";"V3_TITLE_ONLY";"WEB_SEARCH";"chat-latest";"1";"International Social Survey Programme: Social Relations and Support Systems - ISSP 2001";"https://doi.org/10.4232/1.3680";"ZA3680";"doi";"True";"ZA3680";"1";"1";"1";"1";"1";"1";"Exact dataset match. GESIS Data Archive study ZA3680, Version 1.0.0, published by the ISSP Research Group."
"73";"V3_TITLE_ONLY";"WEB_SEARCH";"chat-latest";"1";"Political Resonance 1995";"https://doi.org/10.4232/1.14201";"ZA2820";"doi";"True";"ZA2820";"1";"1";"1";"1";"1";"1";"Exact title match. GESIS dataset ZA2820, Version 2.0.0; data were collected in Germany from February to March 1995."
"74";"V3_TITLE_ONLY";"WEB_SEARCH";"chat-latest";"1";"Based on ISSP 2018: A Cross-national and Comparative Study of Religion of Additional 14 Countries";"https://doi.org/10.4232/1.13517";"ZA7630";"doi";"True";"ZA7630";"1";"1";"1";"1";"1";"1";"Exact dataset match. GESIS Data Archive identifier ZA7630, Version 1.0.0, published in 2020; the record covers ISSP 2018 Religion IV data collected in 14 additional Asian and African countries."
"75";"V3_TITLE_ONLY";"WEB_SEARCH";"chat-latest";"1";"International Relations (February 1963)";"https://doi.org/10.4232/1.1976";"ZA1976";"doi";"True";"ZA1976";"1";"1";"1";"1";"1";"1";"Exact title match. GESIS Data Archive identifies it as dataset ZA1976, Version 1.0.0, produced by the United States Information Agency (USIA), with data collected January 21–February 5, 1963."
"76";"V3_TITLE_ONLY";"WEB_SEARCH";"chat-latest";"1";"Flash Eurobarometer 383 (Firearms in the European Union)";"https://doi.org/10.4232/1.11918";"ZA5855";"doi";"True";"ZA5897";"0";"0";"1";"0";"0";"1";"Dataset landing page/DOI for Flash Eurobarometer 383 on firearms in the European Union."
"77";"V3_TITLE_ONLY";"WEB_SEARCH";"chat-latest";"1";"Party Preferences Czech Republic 2000 (Trend)";"https://doi.org/10.4232/1.3891";"ZA3891";"doi";"True";"ZA3891";"1";"1";"1";"1";"1";"1";"GESIS Data Archive study ZA3891; GESIS sources identify study 3891 as “Party Preferences Czech Republic 2000 (Trend)” in the Party Preferences Czech Republic series."
"78";"V3_TITLE_ONLY";"WEB_SEARCH";"chat-latest";"1";"International Social Survey Programme: National Identity III - ISSP 2013 (Netherlands)";"https://doi.org/10.4232/1.12921";"ZA5517";"doi";"True";"ZA5517";"1";"1";"1";"1";"1";"1";"Exact dataset match. GESIS study ZA5517, Version 1.0.0, authored by Harry Ganzeboom; geographic coverage is the Netherlands."
"79";"V3_TITLE_ONLY";"WEB_SEARCH";"chat-latest";"1";"The Reichstag Elections and Reich Presidential Elections in Kiel 1925-1932";"https://doi.org/10.4232/1.8080";"ZA8080";"doi";"True";"ZA8080";"1";"1";"1";"1";"1";"1";"Exact title match. GESIS dataset ZA8080 by Wolfram Schulz, containing election results from 156 Kiel voting districts for Reichstag elections (1928, 1930, July and November 1932) and Reich Presidential elections (1925 and 1932)."
"80";"V3_TITLE_ONLY";"WEB_SEARCH";"chat-latest";"1";"Attitudes to Security Policy in the Federal Republic (November - December 1982)";"https://b2find.eudat.eu/dataset/";"ZA1853";"title_exact";"False";"ZA1853";"1";"0";"1";"1";"0";"1";"B2FIND indexes GESIS Data Archive studies in the Attitudes to Security Policy in the Federal Republic series; this is the relevant dataset-discovery landing page for the requested November–December 1982 study."
"81";"V3_TITLE_ONLY";"WEB_SEARCH";"chat-latest";"1";"Crime in the Modern City 2007";"https://datacatalogue.cessda.eu/detail/8606d13328c3c3ff396e0799d1be514c9f469480ce8fd04b4ac4e4892e332883?lang=en";"ZA8859";"title_exact";"False";"ZA8859";"1";"0";"1";"1";"0";"1";"Exact title match in the CESSDA Data Catalogue."
"82";"V3_TITLE_ONLY";"WEB_SEARCH";"chat-latest";"1";"MZ 1998";"https://www.gesis.org/missy/metadata/MZ/1998/";"missy-mz-1998";"title_exact";"False";"missy-mz-1998";"1";"0";"1";"1";"0";"1";"GESIS MISSY landing page explicitly titled 'Studie: MZ 1998', documenting the German Mikrozensus 1998 and its Scientific Use File."
"83";"V3_TITLE_ONLY";"WEB_SEARCH";"chat-latest";"1";"Long-term Online Tracking, T27 (GLES)";"https://doi.org/10.4232/1.14188";"ZA5727";"title_exact";"False";"ZA5727";"1";"0";"1";"1";"0";"1";"Dataset landing page/DOI for the GLES Long-term Online Tracking, T27 dataset."
"84";"V3_TITLE_ONLY";"WEB_SEARCH";"chat-latest";"1";"Comparative National Development Project (Uruguay)";"https://doi.org/10.4232/1.0401";"ZA0401";"doi";"True";"ZA0401";"1";"1";"1";"1";"1";"1";"Exact title match. GESIS Data Archive dataset ZA0401, Version 1.0.0, by Seymour M. Lipset; the study covers university students in Uruguay."
