"query_id";"query_variant";"mode";"model";"rank";"returned_title";"returned_url_or_doi";"matched_dataset_id";"match_method";"link_valid";"source_dataset_id";"is_source_dataset";"is_strict_source_dataset";"is_title_source_dataset";"is_gesis_relevant_dataset";"is_strict_gesis_relevant_dataset";"is_title_gesis_relevant_dataset";"justification"
"4";"V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC";"WEB_SEARCH";"gemini-3.6-flash";"2";"HISTAT - Allgemein bildende Schulen in der Bundesrepublik Deutschland 1949–2010";"https://histat.gesis.org/";"";"unmatched";"False";"ZA0529";"0";"0";"0";"0";"0";"0";"A GESIS historical statistical data collection compiled by Helmut Köhler containing time-series statistics for West German states (including Hesse) on compulsory school attendance, pre-school classes (Schulkindergärten), and primary/secondary enrollment from 1949 onwards."
"4";"V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC";"WEB_SEARCH";"gemini-3.6-flash";"3";"Offene Daten Hessen - Schulstatistik";"https://opendata.hessen.de";"";"unmatched";"False";"ZA0529";"0";"0";"0";"0";"0";"0";"The official open data portal of Hesse (Hessisches Statistisches Landesamt), offering datasets and statistical series on compulsory education, general schools, and regional educational figures in Hesse."
"5";"V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC";"WEB_SEARCH";"gemini-3.6-flash";"1";"Die Praktizierung des Jugendarbeitsschutzes in Hessen aus der Sicht Jugendlicher";"https://doi.org/10.4232/1.1376";"ZA1376";"doi";"True";"ZA0529";"0";"0";"0";"0";"0";"0";"This GESIS Data Archive study (ZA1376) collects data on working conditions, employment protection, and social situation of youth and working children in the state of Hesse."
"5";"V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC";"WEB_SEARCH";"gemini-3.6-flash";"2";"GESIS Mikrozensus-Trendfile: Harmonisierung der Mikrozensen 1962 bis 2012";"https://doi.org/10.21241/ssoar.62061";"missy-mz-2012";"title_fuzzy";"False";"ZA0529";"0";"0";"0";"0";"0";"0";"This harmonized Microcensus dataset series compiled by GESIS includes representative household microdata from West Germany (including Hesse) starting in 1962, capturing child and family demographics."
"6";"V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC";"WEB_SEARCH";"gemini-3.6-flash";"1";"IPUMS USA: Decennial Census Microdata (1950–2000s)";"https://doi.org/10.18128/D010.V16.0";"";"unmatched";"False";"ZA8194";"0";"0";"0";"0";"0";"0";"Provides harmonized public-use individual and household microdata from the United States decennial censuses spanning 1950 through the 2000s, enabling historical demographic, economic, and social analysis."
"6";"V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC";"WEB_SEARCH";"gemini-3.6-flash";"2";"British Election Study (BES) Series (1964–Present)";"http://doi.org/10.5255/UKDA-Series-200003";"ZA3272";"title_fuzzy";"False";"ZA8194";"0";"0";"0";"0";"0";"0";"Tracks political attitudes, social history, and electoral behavior in England/Great Britain through general election surveys conducted continuously from 1964 through the 1970s, 1980s, 1990s, and 2000s."
"6";"V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC";"WEB_SEARCH";"gemini-3.6-flash";"3";"Cumulated German General Social Survey (ALLBUS 1980–2014)";"https://doi.org/10.4232/1.12646";"ZA4582";"doi";"True";"ZA8194";"0";"0";"0";"0";"0";"0";"Offers longitudinal, representative survey data from GESIS on social changes, public opinion, and population demographics in Germany across the 1980s, 1990s, and 2000s."
"6";"V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC";"WEB_SEARCH";"gemini-3.6-flash";"4";"Swedish National Election Studies (SNES) Program";"https://snd.se/en";"";"unmatched";"False";"ZA8194";"0";"0";"0";"0";"0";"0";"Hosted via the Swedish National Data Service (SND), this series collects data on political attitudes, policy preferences, and electoral history in Sweden for every national election from 1956 through the 2000s."
"7";"V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC";"WEB_SEARCH";"gemini-3.6-flash";"1";"Kreisdaten (Volkszählungen 1950-1987)";"https://doi.org/10.4232/1.2472";"ZA2472";"doi";"True";"ZA0590";"0";"0";"0";"0";"0";"0";"Provided by GESIS Data Archive, this dataset contains district-level historical census data starting from the 1950 census for West Germany and West Berlin, covering social indicators such as age structure, displaced persons, households, housing, and employment structure."
"7";"V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC";"WEB_SEARCH";"gemini-3.6-flash";"2";"System of Social Indicators for the Federal Republic of Germany";"https://doi.org/10.4232/1.14272";"ZA8651";"doi";"True";"ZA0590";"0";"0";"0";"0";"0";"0";"Maintained by GESIS, this dataset offers quantitative time-series indicators measuring social conditions, welfare, and quality of life across key living domains in West Germany and West Berlin from 1950 onward."
"7";"V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC";"WEB_SEARCH";"gemini-3.6-flash";"3";"Berlin in Zahlen (1950)";"https://digital.zlb.de/viewer/image/16320524_1950/";"";"unmatched";"False";"ZA0590";"0";"0";"0";"0";"0";"0";"Digitized by the Zentral- und Landesbibliothek Berlin (ZLB), this historical statistical volume published by the Statistisches Landesamt Berlin provides official statistics and social indicators on demography, housing, and living conditions in Berlin around 1950."
"8";"V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC";"WEB_SEARCH";"gemini-3.6-flash";"1";"Berliner Wahlen von 1930-1963 (GESIS Study ZA8081)";"https://www.gesis.org/";"";"unmatched";"False";"ZA0590";"0";"0";"0";"0";"0";"0";"This dataset from GESIS contains district-level election results and socio-demographic census data for Berlin, covering West Berlin parliamentary elections in 1950, 1954, and 1958 to analyze political behavior and voting determinants during the 1950s."
"8";"V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC";"WEB_SEARCH";"gemini-3.6-flash";"2";"USIA Public Opinion Surveys on International Relations and Political Attitudes (GESIS ZA0381)";"https://doi.org/10.4232/1.0381";"ZA0381";"doi";"True";"ZA0590";"0";"0";"0";"0";"0";"0";"This dataset archived at GESIS contains USIA survey data mapping political attitudes, international alignment, and public opinion across West Germany and West Berlin during the Cold War era."
"8";"V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC";"WEB_SEARCH";"gemini-3.6-flash";"3";"European USIA Report Collection and Surveys (Roper Center for Public Opinion Research)";"https://ropercenter.cornell.edu/";"";"unmatched";"False";"ZA0590";"0";"0";"0";"0";"0";"0";"The Roper Center dataset collection includes United States Information Agency (USIA) surveys and reports conducted in West Berlin during the 1950s (such as the 1958 West Berlin Morale and Political Factors studies) to track political behavior, attitudes, and Cold War public opinion."
"9";"V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC";"WEB_SEARCH";"gemini-3.6-flash";"1";"German Youth and Authority (1950-1951) / Deutsche Jugend und Autorität";"https://doi.org/10.4232/1.0254";"ZA0254";"doi";"True";"ZA0590";"0";"0";"0";"0";"0";"0";"A historical survey dataset conducted between August 1950 and January 1951 by Knut Pipping, Rudolf Abshagen, and Anne-Eva Brauneck (UNESCO Social Research in Germany), measuring young people's attitudes toward authority, career choices, school, and family in post-war Germany."
"9";"V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC";"WEB_SEARCH";"gemini-3.6-flash";"2";"Federal Study 1953 / Bundesstudie 1953";"https://doi.org/10.4232/1.11992";"ZA0145";"doi";"True";"ZA0590";"0";"0";"0";"0";"0";"0";"A 1953 representative sample dataset by Erich Reigrotzki archived at GESIS, containing individual-level demographic, occupational, and socio-political data across age cohorts, including post-war youth and displaced populations in West Berlin and West Germany."
"9";"V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC";"WEB_SEARCH";"gemini-3.6-flash";"3";"Perception of Old Age and Provision for Old Age among Workers and Employees (1955) / Altersbild und Altersvorsorge der Arbeiter und Angestellten 1955";"https://doi.org/10.4232/1.0146";"ZA0146";"doi";"True";"ZA0590";"0";"0";"0";"0";"0";"0";"A 1955 survey dataset preserved in the GESIS Data Archive that captures intergenerational views between youth and older generations, employment situations, and family structures in 1950s Germany."
"10";"V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC";"WEB_SEARCH";"gemini-3.6-flash";"1";"The Economics of Density: Evidence from the Berlin Wall (Dataset)";"https://doi.org/10.3982/ECTA10876";"ZA6737";"title_fuzzy";"False";"ZA0590";"0";"0";"0";"0";"0";"0";"This dataset provides spatial economic data, employment numbers, and land values across thousands of city blocks in Berlin before, during (including the post-WWII division in the 1950s), and after reunification to analyze economic activity in East and West Berlin."
"10";"V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC";"WEB_SEARCH";"gemini-3.6-flash";"2";"HISTAT - Historical Time Series on German Economic and Social History";"https://histat.safe-frankfurt.de/";"";"unmatched";"False";"ZA0590";"0";"0";"0";"0";"0";"0";"HISTAT (maintained by SAFE and GESIS) hosts historical time-series datasets on post-war German economic development, labor markets, industrial production, and price indexes covering the 1950s across West Germany, East Germany, and Berlin."
"10";"V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC";"WEB_SEARCH";"gemini-3.6-flash";"3";"National Accounts of the GDR (1950–1989) - Deutschland in Daten";"http://www.deutschland-in-daten.de/en/national-accounts";"";"unmatched";"False";"ZA0590";"0";"0";"0";"0";"0";"0";"This historical statistical dataset compiled by Gerhard Heske and the Federal Statistical Office reconstructs national accounts, sector outputs, and GDP metrics for East Germany and East Berlin under central planning from 1950 to 1989."
"10";"V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC";"WEB_SEARCH";"gemini-3.6-flash";"4";"The Two Germanies: Planning and Capitalism - GDP Per Capita (1950–1989)";"https://ourworldindata.org/grapher/the-two-germanies-planning-and-capitalism-gdp-per-capita";"";"unmatched";"False";"ZA0590";"0";"0";"0";"0";"0";"0";"Derived from the Total Economy Database, this dataset provides comparative macroeconomic time-series data on real GDP per capita and economic growth trajectories for the capitalist market economy (West) versus the socialist planned economy (East) starting in 1950."
"11";"V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC";"WEB_SEARCH";"gemini-3.6-flash";"1";"Campaign Media Content Analysis, TV (GLES 2017)";"https://doi.org/10.4232/1.13168";"ZA6808";"title_exact";"False";"ZA6621";"0";"0";"0";"0";"0";"0";"Part of the German Longitudinal Election Study (GLES), this dataset provides a standardized content analysis of news coverage broadcasted on major German television networks during the 2017 federal election campaign."
"11";"V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC";"WEB_SEARCH";"gemini-3.6-flash";"2";"Campaign Media Content Analysis, Print Media (GLES 2017)";"https://doi.org/10.4232/1.13130";"ZA6809";"doi";"True";"ZA6621";"0";"0";"0";"0";"0";"0";"This GLES dataset includes systematic content coding of major German daily newspapers and news magazines published during the 2017 German federal election campaign."
"11";"V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC";"WEB_SEARCH";"gemini-3.6-flash";"3";"Campaign Media Content Analysis, Print Media (GLES 2013)";"https://doi.org/10.4232/1.12293";"ZA5706";"doi";"True";"ZA6621";"0";"0";"0";"0";"0";"0";"This dataset provides media content analysis of prominent German print news publications during the 2013 German federal election campaign."
"11";"V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC";"WEB_SEARCH";"gemini-3.6-flash";"4";"GeNeG: German News Knowledge Graph";"https://doi.org/10.5281/zenodo.6039372";"";"unmatched";"False";"ZA6621";"0";"0";"0";"0";"0";"0";"A knowledge graph dataset constructed from German online news coverage on major societal topics during the 2010s, including refugees and migration debates."
"12";"V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC";"WEB_SEARCH";"gemini-3.6-flash";"1";"German Longitudinal Election Study (GLES) 2017 Post-Election Cross-Section";"https://doi.org/10.4232/1.13235";"ZA6801";"doi";"True";"ZA6621";"0";"0";"0";"0";"0";"0";"This dataset provides survey data on individual political attitudes, voting choices, and candidate evaluations surrounding the 2017 German federal election."
"12";"V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC";"WEB_SEARCH";"gemini-3.6-flash";"2";"ALLBUS/GGSS 1980-2014 (Cumulated German General Social Survey)";"https://doi.org/10.4232/1.12646";"ZA4582";"doi";"True";"ZA6621";"0";"0";"0";"0";"0";"0";"Contains biennial survey data capturing public opinion, political participation, and social attitudes in Germany during the early 2010s."
"12";"V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC";"WEB_SEARCH";"gemini-3.6-flash";"3";"The Manifesto Project Dataset";"https://doi.org/10.25522/manifesto.mpds.2024a";"ZA7891";"title_fuzzy";"False";"ZA6621";"0";"0";"0";"0";"0";"0";"Includes content-coded election manifestos and policy positions of political parties in Germany for elections throughout the 2010s (e.g., 2013 and 2017)."
"13";"V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC";"WEB_SEARCH";"gemini-3.6-flash";"1";"GLES 2017 Post-election Cross Section";"https://doi.org/10.4232/1.13235";"ZA6801";"doi";"True";"ZA6621";"0";"0";"0";"0";"0";"0";"Part of the German Longitudinal Election Study (GLES), this dataset contains survey data on voting behavior, political participation, and public attitudes following the 2017 German federal election."
"13";"V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC";"WEB_SEARCH";"gemini-3.6-flash";"2";"ALLBUS 2018 (German General Social Survey)";"https://doi.org/10.4232/1.13250";"ZA5270";"doi";"True";"ZA6621";"0";"0";"0";"1";"1";"1";"A national representative survey conducted by GESIS measuring social structure, political orientation, civic engagement, and public attitudes of German residents in 2018."
"13";"V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC";"WEB_SEARCH";"gemini-3.6-flash";"3";"Politbarometer 2017 (Cumulated Data Set)";"https://doi.org/10.4232/1.13170";"ZA6988";"doi";"True";"ZA6621";"0";"0";"0";"1";"1";"1";"A cumulated dataset produced by Forschungsgruppe Wahlen that tracks monthly political opinions, voter preferences, party evaluations, and key issue attitudes in Germany throughout 2017."
"14";"V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC";"WEB_SEARCH";"gemini-3.6-flash";"1";"German Longitudinal Election Study (GLES 2017): Post-election Cross Section";"https://doi.org/10.4232/1.13235";"ZA6801";"doi";"True";"ZA6621";"0";"0";"0";"0";"0";"0";"Provides comprehensive survey data on voter behavior, party preference, political trust, and political attitudes in Germany surrounding the 2017 federal election."
"14";"V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC";"WEB_SEARCH";"gemini-3.6-flash";"2";"Roll-Call Votes in the German Bundestag: A New Dataset (1949–2013)";"https://doi.org/10.1017/S0007123418000406";"";"unmatched";"False";"ZA6621";"0";"0";"0";"0";"0";"0";"Contains individual and party-level voting records for roll-call votes cast in the German Bundestag, covering parliamentary political decision-making in the early 2010s."
"14";"V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC";"WEB_SEARCH";"gemini-3.6-flash";"3";"Every Bundestag Vote Dataset (2017–2021)";"https://doi.org/10.7910/DVN/LEOAHQ";"";"unmatched";"False";"ZA6621";"0";"0";"0";"0";"0";"0";"Tracks both recorded and non-recorded plenary votes in the German Bundestag during the 19th legislative period (2017–2021), detailing party positions and parliamentary behavior."
"14";"V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC";"WEB_SEARCH";"gemini-3.6-flash";"4";"Manifesto Project Main Dataset";"https://doi.org/10.25522/manifesto.mpds.2024a";"ZA7891";"title_fuzzy";"False";"ZA6621";"0";"0";"0";"0";"0";"0";"Includes quantitative content-analysis data on political party election programs and policy positions in Germany throughout the 2010s federal election campaigns."
"15";"V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC";"WEB_SEARCH";"gemini-3.6-flash";"1";"Sofortresonanzen DDR Fernsehen 15. Woche 1982 (SFR 15/82)";"https://doi.org/10.4232/1.7013";"ZA7013";"doi";"True";"ZA7315";"0";"0";"0";"0";"0";"0";"This GESIS dataset contains sociological survey data collected in April 1982 by the GDR State Committee for Television (Staatliches Komitee für Fernsehen) measuring television viewership, ratings, and immediate audience reactions in East Germany."
"15";"V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC";"WEB_SEARCH";"gemini-3.6-flash";"2";"Hörbeteiligung und Gesellungsform November 1984: Radiohören am Werktagabend";"https://doi.org/10.4232/1.6519";"ZA6519";"doi";"True";"ZA7315";"0";"0";"0";"0";"0";"0";"Conducted in November 1984 by the GDR State Committee for Radio, this dataset investigates radio listening habits, station selection, and social contexts of weekday evening media consumption in the German Democratic Republic."
"15";"V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC";"WEB_SEARCH";"gemini-3.6-flash";"3";"Sofortresonanzen DDR Fernsehen 20. Woche 1983 (SFR 20/83)";"https://doi.org/10.4232/1.7069";"ZA7069";"doi";"True";"ZA7315";"0";"0";"0";"0";"0";"0";"This dataset from May 1983 captures audience reception metrics, viewing habits, and evaluations of East German television broadcasts produced by the GDR's sociological research unit."
"16";"V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC";"WEB_SEARCH";"gemini-3.6-flash";"1";"European Working Conditions Survey, 2015";"https://doi.org/10.5255/UKDA-SN-8098-5";"missy-european-union-statistics-on-income-and-living-conditions-2015";"title_fuzzy";"False";"ZA6865";"0";"0";"0";"0";"0";"0";"Conducted by Eurofound, the 6th wave of the European Working Conditions Survey provides comprehensive microdata on physical and psychosocial risks, working time, employment contracts, and workplace health across 35 European countries (including EU Member States, Albania, Montenegro, North Macedonia, Norway, Serbia, Switzerland, and Turkey) in 2015."
"16";"V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC";"WEB_SEARCH";"gemini-3.6-flash";"2";"European Working Conditions Survey, 2010";"https://doi.org/10.5255/UKDA-SN-6971-2";"missy-european-union-statistics-on-income-and-living-conditions-2010";"title_fuzzy";"False";"ZA6865";"0";"0";"0";"0";"0";"0";"The 5th wave of Eurofound's European Working Conditions Survey captures detailed information on working environment, job security, work-life balance, and work organization across European and candidate/EFTA countries at the beginning of the 2010s."
"16";"V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC";"WEB_SEARCH";"gemini-3.6-flash";"3";"European Working Conditions Survey Integrated Data File, 1991-2024";"https://doi.org/10.5255/UKDA-SN-7363-10";"ZA5080";"title_fuzzy";"False";"ZA6865";"0";"0";"0";"0";"0";"0";"This multi-wave integrated dataset harmonizes individual microdata across EWCS survey rounds, allowing continuous cross-country longitudinal analysis of working conditions in European Union, candidate, and EFTA countries throughout the 2010s."
"17";"V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC";"WEB_SEARCH";"gemini-3.6-flash";"1";"European Working Conditions Survey, 2015 (EWCS 2015)";"https://doi.org/10.5255/UKDA-SN-8098-5";"";"unmatched";"False";"ZA6865";"0";"0";"0";"0";"0";"0";"A major European survey conducted by Eurofound across 35 European countries in 2015, capturing detailed individual-level data on working conditions, exposure to physical and psychosocial health risks, occupational safety, and overall health and well-being at work."
"17";"V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC";"WEB_SEARCH";"gemini-3.6-flash";"2";"Second European Survey of Enterprises on New and Emerging Risks, 2014 (ESENER-2)";"https://doi.org/10.5255/UKDA-SN-7808-1";"ZA6865";"title_fuzzy";"False";"ZA6865";"1";"0";"1";"1";"0";"1";"A establishment-level survey carried out by EU-OSHA in 2014 across 36 European nations, measuring occupational safety and health management, workplace risk assessments, and health risk mitigation measures in workplaces."
"17";"V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC";"WEB_SEARCH";"gemini-3.6-flash";"3";"Third European Survey of Enterprises on New and Emerging Risks, 2019 (ESENER-3)";"https://doi.org/10.5255/UKDA-SN-8690-1";"ZA7735";"title_fuzzy";"False";"ZA6865";"0";"0";"0";"1";"0";"1";"Conducted by EU-OSHA in 2019 across European countries, this dataset examines occupational health and safety management practices, including psychosocial risk prevention, workplace ergonomics, and safety procedures."
"17";"V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC";"WEB_SEARCH";"gemini-3.6-flash";"4";"Eurostat - European Statistics on Accidents at Work (ESAW)";"https://ec.europa.eu/eurostat/cache/metadata/en/hsw_acc_work_esms.htm";"";"unmatched";"False";"ZA6865";"0";"0";"0";"0";"0";"0";"Eurostat's harmonized statistical dataset providing standardized statistics on fatal and non-fatal occupational accidents and work-related health problems across European Union member states and partner countries throughout the 2010s."
"19";"V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC";"WEB_SEARCH";"gemini-3.6-flash";"1";"GDR-Labor Market Report: Long Term Time Series (Datenreport DDR-Arbeitsmarkt)";"https://doi.org/10.4232/1.8189";"ZA8189";"doi";"True";"ZA6370";"0";"0";"0";"0";"0";"0";"Compiled by Jürgen Wahse and Reinhard Schaefer and archived at GESIS, this dataset provides extensive time-series data (1950–1989) on population, employment, qualifications, and labour market metrics in the German Democratic Republic during the 1980s."
"19";"V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC";"WEB_SEARCH";"gemini-3.6-flash";"2";"Amtliche Statistik der Erwerbstätigkeit in der DDR (Official Statistics of Employment in the GDR)";"https://doi.org/10.4232/1.8078";"ZA8078";"doi";"True";"ZA6370";"0";"0";"0";"0";"0";"0";"Compiled by Wolfgang Fritz at GESIS, this dataset covers historical time series from 1946 to 1989 on official employment, gender/age distribution, and sector breakdown in East Germany."
"19";"V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC";"WEB_SEARCH";"gemini-3.6-flash";"3";"Frauenstudie 1984 (Women's Study 1984)";"https://doi.org/10.4232/1.6138";"ZA6138";"doi";"True";"ZA6370";"0";"0";"0";"0";"0";"0";"Conducted by the Central Institute for Youth Research (ZIJ) in Leipzig in 1984 and available via GESIS, this survey dataset provides empirical data on female labor force participation, attitudes towards maternal employment, and work-family dynamics in the 1980s GDR."
"20";"V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC";"WEB_SEARCH";"gemini-3.6-flash";"1";"Jugend und Sport 1987";"https://doi.org/10.4232/1.6096";"ZA6096";"doi";"True";"ZA6370";"0";"0";"0";"0";"0";"0";"Survey conducted in 1987 in the German Democratic Republic (GDR) by the Zentralinstitut für Jugendforschung (ZIJ) examining youth sports participation, leisure-time exercise, and sports-related value orientations."
"20";"V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC";"WEB_SEARCH";"gemini-3.6-flash";"2";"Jugend und Touristik 1983/84";"https://doi.org/10.4232/1.6198";"ZA6198";"doi";"True";"ZA6370";"0";"0";"0";"0";"0";"0";"Dataset from a 1983–1984 survey conducted in the GDR by the Zentralinstitut für Jugendforschung (ZIJ) focusing on youth leisure interests, vacation days, travel behavior, and attendance at sporting events."
"20";"V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC";"WEB_SEARCH";"gemini-3.6-flash";"3";"Politisches Klima und gesellschaftliche Bedingungen in der DDR 1988/89";"https://doi.org/10.4232/1.6008";"ZA6008";"doi";"True";"ZA6370";"0";"0";"0";"0";"0";"0";"A representative survey carried out in East Germany in 1988–1989 by the ZIJ, capturing data on living and working conditions, leisure habits, and the frequency and forms of sports activities."
