query_id,query_variant,mode,rank,returned_title,returned_url_or_doi,justification,raw_response_path,matched_dataset_id,match_confidence,link_valid,is_relevant
30,V1_TOPIC,NO_WEB,2,Special Eurobarometer: Attitudes towards robots and artificial intelligence,,,logs\query_30_NO_WEB.json,,0.0,False,0
30,V1_TOPIC,NO_WEB,3,"Special Eurobarometer: Public perceptions of science, research and innovation",,,logs\query_30_NO_WEB.json,,0.0,False,0
30,V1_TOPIC,NO_WEB,4,The Changing Academic Profession (CAP) International Survey,,,logs\query_30_NO_WEB.json,,0.0,False,0
30,V1_TOPIC,NO_WEB,5,Academic Profession in Europe (EUROAC) Survey,,,logs\query_30_NO_WEB.json,,0.0,False,0
33,V1_TOPIC,NO_WEB,1,BIBB/BAuA Employment Survey 2018 (Erwerbstätigenbefragung 2018),,,logs\query_33_NO_WEB.json,,0.0,False,0
33,V1_TOPIC,NO_WEB,2,BIBB/BAuA Employment Survey 2012 (Erwerbstätigenbefragung 2012),,,logs\query_33_NO_WEB.json,,0.0,False,0
33,V1_TOPIC,NO_WEB,3,BIBB/BAuA Employment Survey 2006 (Erwerbstätigenbefragung 2006),,,logs\query_33_NO_WEB.json,,0.0,False,0
33,V1_TOPIC,NO_WEB,4,"lidA Cohort Study – Work, Age, Health (Wave 1, 2011)",,,logs\query_33_NO_WEB.json,,0.0,False,0
33,V1_TOPIC,NO_WEB,5,"lidA Cohort Study – Work, Age, Health (Wave 2, 2014)",,,logs\query_33_NO_WEB.json,,0.0,False,0
33,V1_TOPIC,NO_WEB,6,"lidA Cohort Study – Work, Age, Health (Wave 3, 2018)",,,logs\query_33_NO_WEB.json,,0.0,False,0
34,V1_TOPIC,NO_WEB,1,ISSP 2015 - Work Orientations IV,,,logs\query_34_NO_WEB.json,ZA5520,1.0,False,0
34,V1_TOPIC,NO_WEB,2,ISSP 2005 - Work Orientations III,,,logs\query_34_NO_WEB.json,ZA5520,0.8421052631578948,False,0
34,V1_TOPIC,NO_WEB,3,ISSP 1997 - Work Orientations II,,,logs\query_34_NO_WEB.json,ZA5520,0.8571428571428571,False,0
34,V1_TOPIC,NO_WEB,4,ISSP 1989 - Work Orientations I,,,logs\query_34_NO_WEB.json,ZA5520,0.8727272727272728,False,0
34,V1_TOPIC,NO_WEB,5,BIBB/BAuA Employment Survey 2018 (Erwerbstätigenbefragung),,,logs\query_34_NO_WEB.json,,0.0,False,0
34,V1_TOPIC,NO_WEB,6,BIBB/BAuA Employment Survey 2012 (Erwerbstätigenbefragung),,,logs\query_34_NO_WEB.json,,0.0,False,0
34,V1_TOPIC,NO_WEB,7,BIBB Costs and Benefits of Apprenticeship Training (Kosten-Nutzen der betrieblichen Berufsausbildung),,,logs\query_34_NO_WEB.json,,0.0,False,0
34,V1_TOPIC,NO_WEB,8,GESIS Panel (Longitudinal Study),,,logs\query_34_NO_WEB.json,,0.0,False,0
34,V1_TOPIC,NO_WEB,9,ALLBUS (German General Social Survey) 2018,,,logs\query_34_NO_WEB.json,ZA5273,0.7472527472527473,False,1
34,V1_TOPIC,NO_WEB,10,ALLBUS (German General Social Survey) 2014,,,logs\query_34_NO_WEB.json,ZA5273,0.7252747252747253,False,1
35,V1_TOPIC,NO_WEB,1,German Longitudinal Election Study (GLES),,,logs\query_35_NO_WEB.json,,0.0,False,0
35,V1_TOPIC,NO_WEB,2,Politbarometer,,,logs\query_35_NO_WEB.json,ZA2546,1.0,False,1
35,V1_TOPIC,NO_WEB,3,European Election Study (EES),,,logs\query_35_NO_WEB.json,,0.0,False,0
35,V1_TOPIC,NO_WEB,4,Eurobarometer,,,logs\query_35_NO_WEB.json,ZA2146,1.0,False,0
35,V1_TOPIC,NO_WEB,5,GESIS Panel,,,logs\query_35_NO_WEB.json,,0.0,False,0
35,V1_TOPIC,NO_WEB,6,ALLBUS (German General Social Survey),,,logs\query_35_NO_WEB.json,,0.0,False,0
35,V1_TOPIC,NO_WEB,7,GLES 2017 Rolling Cross-Section,,,logs\query_35_NO_WEB.json,,0.0,False,0
35,V1_TOPIC,NO_WEB,8,GLES 2021 Rolling Cross-Section,,,logs\query_35_NO_WEB.json,,0.0,False,0
35,V1_TOPIC,NO_WEB,9,European Election Study 2014 Voter Study,,,logs\query_35_NO_WEB.json,,0.0,False,0
35,V1_TOPIC,NO_WEB,10,German Bundestag Election Study 1998,,,logs\query_35_NO_WEB.json,ZA4914,0.7407407407407408,False,1
42,V1_TOPIC,NO_WEB,1,"Eurobarometer 46.0: New Information Technologies, Science and Technology, Employment",,,logs\query_42_NO_WEB.json,,0.0,False,0
42,V1_TOPIC,NO_WEB,2,Eurobarometer 64.4: E-Communications,,,logs\query_42_NO_WEB.json,,0.0,False,0
42,V1_TOPIC,NO_WEB,3,Eurobarometer 66.2: E-Communications,,,logs\query_42_NO_WEB.json,,0.0,False,0
42,V1_TOPIC,NO_WEB,4,Eurobarometer 68.2: E-Communications,,,logs\query_42_NO_WEB.json,,0.0,False,0
42,V1_TOPIC,NO_WEB,5,Eurobarometer 71.1: E-Communications,,,logs\query_42_NO_WEB.json,,0.0,False,0
42,V1_TOPIC,NO_WEB,6,Eurobarometer 74.4: E-Communications,,,logs\query_42_NO_WEB.json,,0.0,False,0
42,V1_TOPIC,NO_WEB,7,Eurobarometer 77.3: E-Communications,,,logs\query_42_NO_WEB.json,,0.0,False,0
42,V1_TOPIC,NO_WEB,8,ARD/ZDF Long-term Study Mass Communication (Massenkommunikation) 2010,,,logs\query_42_NO_WEB.json,,0.0,False,0
42,V1_TOPIC,NO_WEB,9,ARD/ZDF Long-term Study Mass Communication (Massenkommunikation) 2015,,,logs\query_42_NO_WEB.json,,0.0,False,0
44,V1_TOPIC,NO_WEB,1,ALLBUS 2018 – German General Social Survey,,,logs\query_44_NO_WEB.json,ZA5273,0.88,False,1
44,V1_TOPIC,NO_WEB,2,ALLBUS Cumulation 1980–2016,,,logs\query_44_NO_WEB.json,,0.0,False,0
44,V1_TOPIC,NO_WEB,3,ISSP 2015 – Work Orientations IV,,,logs\query_44_NO_WEB.json,ZA5520,0.967741935483871,False,0
44,V1_TOPIC,NO_WEB,4,ISSP 2019 – Social Inequality V,,,logs\query_44_NO_WEB.json,,0.0,False,0
44,V1_TOPIC,NO_WEB,5,ISSP 2007 – Leisure Time and Sports,,,logs\query_44_NO_WEB.json,,0.0,False,0
44,V1_TOPIC,NO_WEB,6,ISSP 2016 – Role of Government V,,,logs\query_44_NO_WEB.json,,0.0,False,0
44,V1_TOPIC,NO_WEB,7,ISSP 2014 – Citizenship II,,,logs\query_44_NO_WEB.json,,0.0,False,0
44,V1_TOPIC,NO_WEB,8,ISSP 2013 – National Identity III,,,logs\query_44_NO_WEB.json,ZA5517,0.96875,False,0
44,V1_TOPIC,NO_WEB,9,EVS 2017 – European Values Study Integrated Dataset (Wave 5),,,logs\query_44_NO_WEB.json,ZA3777,0.704225352112676,False,1
44,V1_TOPIC,NO_WEB,10,EVS Longitudinal Data File 1981–2017,,,logs\query_44_NO_WEB.json,,0.0,False,0
45,V1_TOPIC,NO_WEB,1,German Family Panel (pairfam),,,logs\query_45_NO_WEB.json,,0.0,False,0
45,V1_TOPIC,NO_WEB,2,ALLBUS – German General Social Survey (selected waves),,,logs\query_45_NO_WEB.json,ZA5273,0.7272727272727272,False,1
45,V1_TOPIC,NO_WEB,3,European Values Study (EVS) – Integrated dataset,,,logs\query_45_NO_WEB.json,,0.0,False,0
45,V1_TOPIC,NO_WEB,4,ISSP – Family and Changing Gender Roles (1994/2002/2012/2019),,,logs\query_45_NO_WEB.json,,0.0,False,0
45,V1_TOPIC,NO_WEB,5,Eurobarometer – Public Health modules (selected waves),,,logs\query_45_NO_WEB.json,,0.0,False,0
45,V1_TOPIC,NO_WEB,6,Population Policy Acceptance Survey (PPAS) – Germany,,,logs\query_45_NO_WEB.json,,0.0,False,0
51,V1_TOPIC,WEB_SEARCH,1,ALLBUS – German General Social Survey (GGSS),,,logs\query_51_WEB_SEARCH.json,ZA5273,0.7777777777777777,False,1
51,V1_TOPIC,WEB_SEARCH,2,German Longitudinal Election Study (GLES),,,logs\query_51_WEB_SEARCH.json,,0.0,False,0
51,V1_TOPIC,WEB_SEARCH,3,Eurobarometer Data Service,,,logs\query_51_WEB_SEARCH.json,,0.0,False,0
51,V1_TOPIC,WEB_SEARCH,4,International Social Survey Programme (ISSP),,,logs\query_51_WEB_SEARCH.json,ZA3680,0.7605633802816902,False,1
51,V1_TOPIC,WEB_SEARCH,5,European Values Study (EVS),,,logs\query_51_WEB_SEARCH.json,ZA3777,0.875,False,1
51,V1_TOPIC,WEB_SEARCH,6,GESIS Panel,,,logs\query_51_WEB_SEARCH.json,,0.0,False,0
56,V1_TOPIC,NO_WEB,1,"ALLBUS - German General Social Survey (Cumulative File, 1980–2018)",,,logs\query_56_NO_WEB.json,ZA5273,0.759493670886076,False,1
56,V1_TOPIC,NO_WEB,2,International Social Survey Programme: Role of Government V (ISSP 2016),,,logs\query_56_NO_WEB.json,ZA5520,0.7019867549668873,False,0
56,V1_TOPIC,NO_WEB,3,International Social Survey Programme: Work Orientations IV (ISSP 2015),,,logs\query_56_NO_WEB.json,ZA5520,0.9076923076923077,False,0
56,V1_TOPIC,NO_WEB,4,International Social Survey Programme: Health (ISSP 2011),,,logs\query_56_NO_WEB.json,ZA3680,0.8,False,1
56,V1_TOPIC,NO_WEB,5,International Social Survey Programme: Leisure Time and Sports (ISSP 2007),,,logs\query_56_NO_WEB.json,ZA3680,0.7662337662337663,False,1
56,V1_TOPIC,NO_WEB,6,European Values Study 2017 – Integrated Dataset,,,logs\query_56_NO_WEB.json,,0.0,False,0
56,V1_TOPIC,NO_WEB,7,Politbarometer Trendfile 1977–2019,,,logs\query_56_NO_WEB.json,,0.0,False,0
56,V1_TOPIC,NO_WEB,8,German Longitudinal Election Study (GLES) 2017 – Post-Election Cross-Section,,,logs\query_56_NO_WEB.json,,0.0,False,0
56,V1_TOPIC,NO_WEB,9,International Social Survey Programme: National Identity III (ISSP 2013),,,logs\query_56_NO_WEB.json,ZA5517,0.9090909090909091,False,0
56,V1_TOPIC,NO_WEB,10,German Longitudinal Election Study (GLES) 2021 – Post-Election Cross-Section,,,logs\query_56_NO_WEB.json,,0.0,False,0
57,V1_TOPIC,NO_WEB,1,"Eurobarometer 80.2: Patient Safety and Quality of Medical Care, Antimicrobial Resistance, Tobacco",,,logs\query_57_NO_WEB.json,,0.0,False,0
57,V1_TOPIC,NO_WEB,2,Eurobarometer 79.4: Public Health,,,logs\query_57_NO_WEB.json,,0.0,False,0
57,V1_TOPIC,NO_WEB,3,Eurobarometer 82.4: Public Health,,,logs\query_57_NO_WEB.json,,0.0,False,0
57,V1_TOPIC,NO_WEB,4,Eurobarometer 83.4: Public Health,,,logs\query_57_NO_WEB.json,,0.0,False,0
57,V1_TOPIC,NO_WEB,5,Eurobarometer 74.3: Food-Related Risks,,,logs\query_57_NO_WEB.json,,0.0,False,0
57,V1_TOPIC,NO_WEB,6,Eurobarometer 64.3: Health and Food Safety,,,logs\query_57_NO_WEB.json,,0.0,False,0
57,V1_TOPIC,NO_WEB,7,ISSP 2011: Health and Health Care,,,logs\query_57_NO_WEB.json,,0.0,False,0
57,V1_TOPIC,NO_WEB,8,ISSP 1991: Health Care,,,logs\query_57_NO_WEB.json,,0.0,False,0
57,V1_TOPIC,NO_WEB,9,GESIS Panel: Health Behavior and Well-Being,,,logs\query_57_NO_WEB.json,,0.0,False,0
59,V1_TOPIC,NO_WEB,1,ALLBUS - German General Social Survey (GGSS) 2018,,,logs\query_59_NO_WEB.json,ZA5273,0.8571428571428571,False,1
59,V1_TOPIC,NO_WEB,2,ISSP 2015 - Work Orientations IV,,,logs\query_59_NO_WEB.json,ZA5520,1.0,False,0
59,V1_TOPIC,NO_WEB,3,ISSP 2005 - Work Orientations III,,,logs\query_59_NO_WEB.json,ZA5520,0.8421052631578948,False,0
59,V1_TOPIC,NO_WEB,4,ISSP 2012 - Family and Changing Gender Roles IV,,,logs\query_59_NO_WEB.json,,0.0,False,0
59,V1_TOPIC,NO_WEB,5,ISSP 2002 - Family and Changing Gender Roles II,,,logs\query_59_NO_WEB.json,,0.0,False,0
59,V1_TOPIC,NO_WEB,6,EVS 2017 - European Values Study Integrated Dataset,,,logs\query_59_NO_WEB.json,ZA3777,0.7422680412371133,False,1
59,V1_TOPIC,NO_WEB,7,Eurobarometer Special 327 - European Public Opinion on Vocational Education and Training (VET) 2009,,,logs\query_59_NO_WEB.json,ZA1441,0.8387096774193549,False,1
59,V1_TOPIC,NO_WEB,8,German Family Panel (pairfam),,,logs\query_59_NO_WEB.json,,0.0,False,0
59,V1_TOPIC,NO_WEB,9,DZHW Graduate Panel 2005,,,logs\query_59_NO_WEB.json,,0.0,False,0
59,V1_TOPIC,NO_WEB,10,DZHW Graduate Panel 2001,,,logs\query_59_NO_WEB.json,,0.0,False,0
72,V1_TOPIC,NO_WEB,1,German General Social Survey - ALLBUS 2018,,,logs\query_72_NO_WEB.json,ZA5273,0.923076923076923,False,1
72,V1_TOPIC,NO_WEB,2,German General Social Survey - ALLBUS 2014,,,logs\query_72_NO_WEB.json,ZA5273,0.901098901098901,False,1
72,V1_TOPIC,NO_WEB,3,German General Social Survey - ALLBUS 2010,,,logs\query_72_NO_WEB.json,ZA5273,0.901098901098901,False,1
72,V1_TOPIC,NO_WEB,4,ISSP 2019 - Social Inequality V,,,logs\query_72_NO_WEB.json,,0.0,False,0
72,V1_TOPIC,NO_WEB,5,ISSP 2009 - Social Inequality IV,,,logs\query_72_NO_WEB.json,,0.0,False,0
72,V1_TOPIC,NO_WEB,6,European Values Study 2017 - Integrated Dataset,,,logs\query_72_NO_WEB.json,,0.0,False,0
72,V1_TOPIC,NO_WEB,7,GLES 2009 - Campaign Media Content Analysis,,,logs\query_72_NO_WEB.json,,0.0,False,0
72,V1_TOPIC,NO_WEB,8,GLES 2013 - Campaign Media Content Analysis,,,logs\query_72_NO_WEB.json,,0.0,False,0
72,V1_TOPIC,NO_WEB,9,GLES 2017 - Campaign Media Content Analysis,,,logs\query_72_NO_WEB.json,,0.0,False,0
72,V1_TOPIC,NO_WEB,10,GLES 2021 - Campaign Media Content Analysis,,,logs\query_72_NO_WEB.json,,0.0,False,0
76,V1_TOPIC,WEB_SEARCH,1,German Longitudinal Election Study (GLES),,,logs\query_76_WEB_SEARCH.json,,0.0,False,0
76,V1_TOPIC,WEB_SEARCH,2,Eurobarometer,,,logs\query_76_WEB_SEARCH.json,ZA2146,1.0,False,0
76,V1_TOPIC,WEB_SEARCH,3,International Social Survey Programme (ISSP),,,logs\query_76_WEB_SEARCH.json,ZA3680,0.7605633802816902,False,1
76,V1_TOPIC,WEB_SEARCH,4,European Values Study (EVS),,,logs\query_76_WEB_SEARCH.json,ZA3777,0.875,False,1
76,V1_TOPIC,WEB_SEARCH,5,ALLBUS – German General Social Survey,,,logs\query_76_WEB_SEARCH.json,ZA5273,0.8615384615384616,False,1
76,V1_TOPIC,WEB_SEARCH,6,GESIS Panel,,,logs\query_76_WEB_SEARCH.json,,0.0,False,0
76,V1_TOPIC,WEB_SEARCH,7,Politbarometer,,,logs\query_76_WEB_SEARCH.json,ZA2546,1.0,False,1
79,V1_TOPIC,NO_WEB,1,ISSP 2007 – Leisure Time and Sports,,,logs\query_79_NO_WEB.json,,0.0,False,0
79,V1_TOPIC,NO_WEB,2,Eurobarometer 72.3 – Sport and Physical Activity,,,logs\query_79_NO_WEB.json,,0.0,False,0
79,V1_TOPIC,NO_WEB,3,ISSP 2012 – Family and Changing Gender Roles IV,,,logs\query_79_NO_WEB.json,,0.0,False,0
79,V1_TOPIC,NO_WEB,4,ISSP 2002 – Family and Changing Gender Roles III,,,logs\query_79_NO_WEB.json,,0.0,False,0
79,V1_TOPIC,NO_WEB,5,European Social Survey Round 7 (2014) – Immigration,,,logs\query_79_NO_WEB.json,,0.0,False,0
79,V1_TOPIC,NO_WEB,6,European Social Survey Round 1 (2002) – Immigration,,,logs\query_79_NO_WEB.json,,0.0,False,0
79,V1_TOPIC,NO_WEB,7,German Family Panel (pairfam),,,logs\query_79_NO_WEB.json,,0.0,False,0
79,V1_TOPIC,NO_WEB,8,DJI Youth Survey,,,logs\query_79_NO_WEB.json,,0.0,False,0
79,V1_TOPIC,NO_WEB,9,Sozialerhebung – Social Survey of Students in Germany,,,logs\query_79_NO_WEB.json,,0.0,False,0
79,V1_TOPIC,NO_WEB,10,ALLBUS – German General Social Survey,,,logs\query_79_NO_WEB.json,ZA5273,0.8615384615384616,False,1
84,V2_TOPIC_METHOD,NO_WEB,1,European Values Study 2017 (EVS 2017) - Integrated Dataset,,,logs\query_84_NO_WEB.json,,0.0,False,0
84,V2_TOPIC_METHOD,NO_WEB,2,European Values Study 2008 (EVS 2008) - Integrated Dataset,,,logs\query_84_NO_WEB.json,,0.0,False,0
84,V2_TOPIC_METHOD,NO_WEB,3,European Values Study 1999 (EVS 1999) - Integrated Dataset,,,logs\query_84_NO_WEB.json,ZA3777,0.7567567567567568,False,1
84,V2_TOPIC_METHOD,NO_WEB,4,ALLBUS (German General Social Survey) 2018,,,logs\query_84_NO_WEB.json,ZA5273,0.7472527472527473,False,1
84,V2_TOPIC_METHOD,NO_WEB,5,ALLBUS (German General Social Survey) 2014,,,logs\query_84_NO_WEB.json,ZA5273,0.7252747252747253,False,1
84,V2_TOPIC_METHOD,NO_WEB,6,ISSP 2016: Role of Government V,,,logs\query_84_NO_WEB.json,,0.0,False,0
84,V2_TOPIC_METHOD,NO_WEB,7,ISSP 2006: Role of Government IV,,,logs\query_84_NO_WEB.json,,0.0,False,0
84,V2_TOPIC_METHOD,NO_WEB,8,ISSP 2014: Citizenship II,,,logs\query_84_NO_WEB.json,,0.0,False,0
84,V2_TOPIC_METHOD,NO_WEB,9,Standard Eurobarometer 74 (Autumn 2010),,,logs\query_84_NO_WEB.json,,0.0,False,0
84,V2_TOPIC_METHOD,NO_WEB,10,Standard Eurobarometer 62 (Autumn 2004),,,logs\query_84_NO_WEB.json,,0.0,False,0
91,V2_TOPIC_METHOD,NO_WEB,1,Flash Eurobarometer: Entrepreneurship in the EU and beyond (2012),,,logs\query_91_NO_WEB.json,,0.0,False,0
91,V2_TOPIC_METHOD,NO_WEB,2,Flash Eurobarometer: Entrepreneurship in the EU and beyond (2009),,,logs\query_91_NO_WEB.json,,0.0,False,0
91,V2_TOPIC_METHOD,NO_WEB,3,Flash Eurobarometer: Development Aid (2011),,,logs\query_91_NO_WEB.json,,0.0,False,0
91,V2_TOPIC_METHOD,NO_WEB,4,Flash Eurobarometer: Development Aid (2013),,,logs\query_91_NO_WEB.json,,0.0,False,0
91,V2_TOPIC_METHOD,NO_WEB,5,Flash Eurobarometer: Businesses' attitudes towards corruption in the EU (2013),,,logs\query_91_NO_WEB.json,,0.0,False,0
93,V2_TOPIC_METHOD,NO_WEB,1,BIBB/BAuA Employment Survey of the Working Population on Qualification and Working Conditions in Germany 2018,,,logs\query_93_NO_WEB.json,,0.0,False,0
93,V2_TOPIC_METHOD,NO_WEB,2,BIBB/BAuA Employment Survey of the Working Population on Qualification and Working Conditions in Germany 2012,,,logs\query_93_NO_WEB.json,,0.0,False,0
93,V2_TOPIC_METHOD,NO_WEB,3,BIBB/BAuA Employment Survey of the Working Population on Qualification and Working Conditions in Germany 2006,,,logs\query_93_NO_WEB.json,,0.0,False,0
