query_id,query_variant,mode,model,rank,returned_title,returned_url_or_doi,justification,raw_response_path,matched_dataset_id,match_confidence,link_valid,is_relevant
1,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,NO_WEB,gpt-4.1,4,"German Election Study, 1979",https://search.gesis.org/research_data/ZA1364,"Survey of political behaviour and attitudes in Germany during the 1979 federal election, representative for the late 1970s.",output/full_metadata_model_comparison/logs/query_1_NO_WEB_gpt-4.1.json,ZA1364,1.0,True,0
1,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,NO_WEB,gpt-4.1,5,"Political Attitudes, Political Participation and Election Behavior in the Federal Republic (1973)",https://search.gesis.org/research_data/ZA0549,Documents political attitudes and participation in Germany during the year 1973.,output/full_metadata_model_comparison/logs/query_1_NO_WEB_gpt-4.1.json,ZA0549,1.0,True,0
1,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,NO_WEB,gpt-4.1,6,Eurobarometer 1 (1973),https://search.gesis.org/research_data/ZA0001,Eurobarometer 1 includes data on political attitudes and opinions within Germany around 1973.,output/full_metadata_model_comparison/logs/query_1_NO_WEB_gpt-4.1.json,ZA0001,1.0,True,0
1,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,NO_WEB,gpt-4.1,7,Attitude Toward Political Issues (1978),https://search.gesis.org/research_data/ZA1157,Provides information about German attitudes towards political issues in 1978.,output/full_metadata_model_comparison/logs/query_1_NO_WEB_gpt-4.1.json,ZA1157,1.0,True,0
1,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,NO_WEB,gpt-4.1,8,Attitude Toward Political Issues (1974),https://search.gesis.org/research_data/ZA0834,Covers attitudes towards political issues in Germany in 1974.,output/full_metadata_model_comparison/logs/query_1_NO_WEB_gpt-4.1.json,ZA0834,1.0,True,0
1,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,NO_WEB,gpt-4.1,9,"Life in Germany, 1971",https://search.gesis.org/research_data/ZA0624,Includes data relevant to political behavior as well as broader attitudes in Germany in 1971.,output/full_metadata_model_comparison/logs/query_1_NO_WEB_gpt-4.1.json,ZA0624,1.0,True,0
1,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,NO_WEB,gpt-4.1,10,Political Attitudes in Germany (1978),https://search.gesis.org/research_data/ZA1240,"Documents political attitudes in Germany in 1978, providing insight into behaviour and opinions as the decade ended.",output/full_metadata_model_comparison/logs/query_1_NO_WEB_gpt-4.1.json,ZA1240,1.0,True,0
1,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,NO_WEB,llama4:latest,1,German Longitudinal Election Study (GLES) 1979,https://doi.org/10.4232/1.10472,The GLES 1979 dataset provides information on political behavior and attitudes in Germany during the 1970s.,output/full_metadata_model_comparison/logs/query_1_NO_WEB_llama4_latest.json,ZA7231,1.0,True,0
1,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,NO_WEB,llama4:latest,2,ZA-Collection: German Election Studies 1949-2009,https://doi.org/10.4232/1.04903,"This collection includes datasets from various German election studies, some of which cover the 1970s and provide insights into political behavior and attitudes.",output/full_metadata_model_comparison/logs/query_1_NO_WEB_llama4_latest.json,,0.0,False,0
1,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,NO_WEB,llama4:latest,3,Politbarometer 1971-1997,https://doi.org/10.4232/1.01102,"The Politbarometer dataset provides information on political attitudes and behavior in Germany from 1971 to 1997, including the 1970s.",output/full_metadata_model_comparison/logs/query_1_NO_WEB_llama4_latest.json,ZA1471,0.736842105263158,False,0
1,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,NO_WEB,o4-mini,1,Politbarometer,https://www.gesis.org/data-service/data/elections/stability-trends/politbarometer,"Monthly survey on political attitudes and voting intentions in Germany conducted since 1977, providing data on political behavior and attitudes in the late 1970s.",output/full_metadata_model_comparison/logs/query_1_NO_WEB_o4-mini.json,ZA1471,1.0,False,0
1,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,NO_WEB,o4-mini,2,Standard Eurobarometer 1–16 (1973–1979),https://www.gesis.org/data-service/data/european-union-policies/eurobarometer,"European Commission survey including West Germany, covering political attitudes and behavior across multiple rounds during the 1970s.",output/full_metadata_model_comparison/logs/query_1_NO_WEB_o4-mini.json,,0.0,False,0
1,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,NO_WEB,gpt-5,1,Eurobarometer 1 (1973),https://www.gesis.org/eurobarometer-data-service,"Includes a West Germany sample and measures political attitudes, trust, and participation across the European Community in 1973.",output/full_metadata_model_comparison/logs/query_1_NO_WEB_gpt-5.json,ZA7561,0.851063829787234,False,0
1,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,NO_WEB,gpt-5,2,Eurobarometer 2 (1974),https://www.gesis.org/eurobarometer-data-service,"Covers political opinions and behavior with a West Germany sample in 1974, enabling analysis of attitudes during the mid‑1970s.",output/full_metadata_model_comparison/logs/query_1_NO_WEB_gpt-5.json,ZA1320,0.8571428571428571,False,0
1,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,NO_WEB,gpt-5,3,Eurobarometer 3 (1975),https://www.gesis.org/eurobarometer-data-service,"Surveys political attitudes and engagement; West Germany is included, providing 1975 measures of political behavior.",output/full_metadata_model_comparison/logs/query_1_NO_WEB_gpt-5.json,ZA0987,0.9166666666666667,False,0
1,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,NO_WEB,gpt-5,4,Eurobarometer 4 (1975),https://www.gesis.org/eurobarometer-data-service,"Another 1975 round including West Germany, capturing opinion on political institutions and participation.",output/full_metadata_model_comparison/logs/query_1_NO_WEB_gpt-5.json,ZA0987,0.875,False,0
1,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,NO_WEB,gpt-5,5,Eurobarometer 5 (1976),https://www.gesis.org/eurobarometer-data-service,"Includes West Germany; tracks political trust, issue salience, and participation in 1976.",output/full_metadata_model_comparison/logs/query_1_NO_WEB_gpt-5.json,ZA0990,0.875,False,0
1,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,NO_WEB,gpt-5,6,Eurobarometer 6 (1976),https://www.gesis.org/eurobarometer-data-service,Further 1976 data with West Germany sample on political attitudes and behavior.,output/full_metadata_model_comparison/logs/query_1_NO_WEB_gpt-5.json,ZA0990,0.9166666666666667,False,0
1,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,NO_WEB,gpt-5,7,Eurobarometer 7 (1977),https://www.gesis.org/eurobarometer-data-service,Covers 1977 political opinions and engagement; includes West Germany for trend analysis.,output/full_metadata_model_comparison/logs/query_1_NO_WEB_gpt-5.json,ZA6924,0.851063829787234,False,0
1,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,NO_WEB,gpt-5,8,Eurobarometer 8 (1977/1978),https://www.gesis.org/eurobarometer-data-service,Spans late 1977 to early 1978; includes West Germany measures on political attitudes and participation.,output/full_metadata_model_comparison/logs/query_1_NO_WEB_gpt-5.json,ZA1713,0.7777777777777777,False,0
1,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,NO_WEB,gpt-5,9,Eurobarometer 9 (1978),https://www.gesis.org/eurobarometer-data-service,Provides 1978 West Germany data on political behavior and attitudes within the European Community.,output/full_metadata_model_comparison/logs/query_1_NO_WEB_gpt-5.json,ZA7580,0.851063829787234,False,0
1,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,NO_WEB,gpt-5,10,Eurobarometer 10 (1979),https://www.gesis.org/eurobarometer-data-service,"Includes West Germany; captures political opinions and behavior during 1979, including the first direct European Parliament elections context.",output/full_metadata_model_comparison/logs/query_1_NO_WEB_gpt-5.json,ZA7561,0.8333333333333333,False,0
1,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,NO_WEB,gpt-5.1,1,"Political Attitudes, Political Participation and Social Change in the Federal Republic of Germany 1975 (German Longitudinal Election Study precursor)",https://doi.org/10.4232/1.7753,"Survey of political attitudes, participation and social change in West Germany in the mid‑1970s; core focus on political behaviour and attitudes.",output/full_metadata_model_comparison/logs/query_1_NO_WEB_gpt-5.1.json,ZA3384,1.0,False,0
1,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,NO_WEB,gpt-5.1,2,"Political Attitudes, Political Participation and Voter Behaviour in the Federal Republic of Germany 1972",https://doi.org/10.4232/1.7751,"Election‑related survey in Germany in the early 1970s examining voting behaviour, party preferences and political attitudes.",output/full_metadata_model_comparison/logs/query_1_NO_WEB_gpt-5.1.json,ZA3222,0.8571428571428571,False,0
1,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,NO_WEB,gpt-5.1,3,"Political Attitudes, Political Participation and Voter Behaviour in the Federal Republic of Germany 1976",https://doi.org/10.4232/1.7752,Post‑election survey for the 1976 Bundestag election focusing on voter behaviour and political attitudes in Germany.,output/full_metadata_model_comparison/logs/query_1_NO_WEB_gpt-5.1.json,ZA3222,0.8571428571428571,False,0
1,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,NO_WEB,gpt-5.1,4,German General Social Survey (ALLBUS) 1980 – Retrospective Questions on the 1970s,https://doi.org/10.4232/1.12217,"Although fielded in 1980, it contains retrospective questions on party identification, political interest and participation covering the 1970s in Germany.",output/full_metadata_model_comparison/logs/query_1_NO_WEB_gpt-5.1.json,ZA8830,0.8235294117647058,False,0
1,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,NO_WEB,gpt-5.1,5,Youth and Politics in the Federal Republic of Germany 1974,https://doi.org/10.4232/1.7740,"Investigates political orientations, participation and attitudes among young people in West Germany in 1974.",output/full_metadata_model_comparison/logs/query_1_NO_WEB_gpt-5.1.json,ZA1221,0.9247311827956989,False,0
1,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,NO_WEB,gpt-5.1,6,Students and Politics in the Federal Republic of Germany 1971,https://doi.org/10.4232/1.7738,"Survey on political involvement, protest behaviour and political attitudes of German university students in the early 1970s.",output/full_metadata_model_comparison/logs/query_1_NO_WEB_gpt-5.1.json,ZA1221,0.9247311827956989,False,0
1,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,NO_WEB,gpt-5.1,7,Political Participation and Protest in the Federal Republic of Germany 1977,https://doi.org/10.4232/1.7760,Focuses on conventional and unconventional political participation and protest attitudes in West Germany in the late 1970s.,output/full_metadata_model_comparison/logs/query_1_NO_WEB_gpt-5.1.json,ZA1093,0.9043478260869565,False,0
1,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,NO_WEB,gpt-5.1,8,"Environment, Nuclear Energy and Political Attitudes in the Federal Republic of Germany 1979",https://doi.org/10.4232/1.7765,"Covers environmental conflict, nuclear energy and related political attitudes and participation patterns in Germany at the end of the 1970s.",output/full_metadata_model_comparison/logs/query_1_NO_WEB_gpt-5.1.json,ZA6975,1.0,False,0
1,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,NO_WEB,gpt-5.1,9,Political Culture and Democratic Legitimacy in the Federal Republic of Germany 1973,https://doi.org/10.4232/1.7759,"Examines support for democracy, trust in institutions and other aspects of political culture and behaviour in Germany in 1973.",output/full_metadata_model_comparison/logs/query_1_NO_WEB_gpt-5.1.json,SDN-10.7802-1743,0.903225806451613,False,0
1,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,NO_WEB,gpt-5.1,10,"Party Identification, Electoral Behaviour and Political Attitudes in the Federal Republic of Germany 1978",https://doi.org/10.4232/1.7762,"Survey on party identification, vote choice and key political attitudes in Germany in the late 1970s.",output/full_metadata_model_comparison/logs/query_1_NO_WEB_gpt-5.1.json,ZA6975,1.0,False,0
1,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,WEB_SEARCH,gemma3:27b,1,German Election Study 1972,https://doi.org/10.48488/68891,"This study focuses on political attitudes and behaviour in Germany during the 1972 federal election, directly addressing the query's timeframe and topic.",output/full_metadata_model_comparison/logs/query_1_WEB_SEARCH_gemma3_27b.json,ZA3073,0.8936170212765957,False,0
1,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,WEB_SEARCH,gemma3:27b,2,German Election Study 1976,https://doi.org/10.48488/68923,"Covers political behaviour and attitudes surrounding the 1976 election, fitting the 1970s timeframe and German context.",output/full_metadata_model_comparison/logs/query_1_WEB_SEARCH_gemma3_27b.json,ZA3073,0.8936170212765957,False,0
1,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,WEB_SEARCH,gemma3:27b,3,German Election Study 1977,https://doi.org/10.48488/68924,Another German Election Study from the 1970s which examines political attitudes and behaviour.,output/full_metadata_model_comparison/logs/query_1_WEB_SEARCH_gemma3_27b.json,ZA3073,0.8936170212765957,False,0
1,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,WEB_SEARCH,gemma3:27b,4,Allensbach Archive - Political and Social Attitudes 1970-1980,https://doi.org/10.48488/13999,"A broad archive covering attitudes from 1970-1980, including political aspects, making it highly relevant.",output/full_metadata_model_comparison/logs/query_1_WEB_SEARCH_gemma3_27b.json,ZA6975,1.0,False,0
1,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,WEB_SEARCH,gemma3:27b,5,Political Attitudes in West Germany 1972-1980,https://doi.org/10.48488/71478,"Specifically focuses on political attitudes in West Germany throughout the 1970s, precisely matching the search terms.",output/full_metadata_model_comparison/logs/query_1_WEB_SEARCH_gemma3_27b.json,ZA6975,1.0,False,0
1,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,WEB_SEARCH,gemma3:27b,6,"Values Surveys - Germany 1981, 1990, 1999, 2008",https://doi.org/10.48488/69507,"While starting slightly after the 1970s, the 1981 data provides a continuation of trends and potentially links back to 1970s attitudes, useful for comparative analysis. It is hosted by GESIS.",output/full_metadata_model_comparison/logs/query_1_WEB_SEARCH_gemma3_27b.json,ZA2002,0.9090909090909091,False,0
1,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,WEB_SEARCH,gemma3:27b,7,European Values Study 1981-1984 – Germany,https://doi.org/10.48488/69541,Contains German data from the early 1980s which can be used to extrapolate from the 1970s political environment. Hosted by GESIS.,output/full_metadata_model_comparison/logs/query_1_WEB_SEARCH_gemma3_27b.json,ZA3778,0.8405797101449275,False,0
1,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,WEB_SEARCH,gemma3:27b,8,Political Action and Participation in West Germany,https://doi.org/10.48488/69472,"Addresses political behaviour and participation, a key component of the query, with a time frame that overlaps with the 1970s.",output/full_metadata_model_comparison/logs/query_1_WEB_SEARCH_gemma3_27b.json,ZA1188,0.9142857142857143,False,0
1,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,WEB_SEARCH,gemma3:27b,9,Massenuntersuchung der politischen Einstellungen in Deutschland (MAP) 1979-1982,https://doi.org/10.48488/69055,"Though starting in 1979, the initial data collection falls within the query's timeframe and directly addresses political attitudes in Germany.",output/full_metadata_model_comparison/logs/query_1_WEB_SEARCH_gemma3_27b.json,,0.0,False,0
1,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,WEB_SEARCH,gpt-4.1,1,Zusammenstellung sozialwissenschaftlicher Daten und Studien zur Wahl der Volksvertretungen und der Regierungsbildung im Bund und in den Ländern der Bundesrepublik Deutschland 1946-1972,https://search.gesis.org/research_data/ZA0583,"This dataset compiles social science data and studies on elections and government formation in Germany up to 1972, covering political behavior and attitudes relevant to the 1970s.",output/full_metadata_model_comparison/logs/query_1_WEB_SEARCH_gpt-4.1.json,ZA0583,1.0,True,0
1,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,WEB_SEARCH,gpt-4.1,2,Politische Einstellungen und Verhaltensweisen. Eine Umfrage der Tageszeitung 'Bild' (1971),https://search.gesis.org/research_data/ZA0123,This is a public opinion survey conducted in Germany in 1971 covering political attitudes and behaviors.,output/full_metadata_model_comparison/logs/query_1_WEB_SEARCH_gpt-4.1.json,ZA0123,1.0,True,0
1,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,WEB_SEARCH,gpt-4.1,3,Bundestagswahl 1972 (German Federal Election Study 1972),https://search.gesis.org/research_data/ZA0640,This is a comprehensive study of the political behavior and attitudes of German citizens during the 1972 Federal election.,output/full_metadata_model_comparison/logs/query_1_WEB_SEARCH_gpt-4.1.json,ZA0640,1.0,True,0
1,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,WEB_SEARCH,gpt-4.1,4,Wahlen und politisches Verhalten 1976 - Wahlstudie zur Bundestagswahl 1976,https://search.gesis.org/research_data/ZA1160,Dataset covering voting and political behavior in Germany in relation to the 1976 Bundestag election.,output/full_metadata_model_comparison/logs/query_1_WEB_SEARCH_gpt-4.1.json,ZA1160,1.0,True,0
1,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,WEB_SEARCH,gpt-4.1,5,Politische Einstellungen (ALLBUS 1977),https://search.gesis.org/research_data/ZA0705,The German General Social Survey 1977 includes questions about political attitudes and behavior during the 1970s.,output/full_metadata_model_comparison/logs/query_1_WEB_SEARCH_gpt-4.1.json,ZA0705,1.0,True,0
1,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,WEB_SEARCH,gpt-4.1,6,Politische Einstellungen (ALLBUS 1978),https://search.gesis.org/research_data/ZA0819,The ALLBUS survey from 1978 provides data on political attitudes and behavior of German citizens.,output/full_metadata_model_comparison/logs/query_1_WEB_SEARCH_gpt-4.1.json,ZA0819,1.0,True,0
1,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,WEB_SEARCH,gpt-4.1,7,Politische Einstellungen und politische Beteiligung 1973,https://search.gesis.org/research_data/ZA0242,Public opinion survey on political attitudes and participation in Germany in 1973.,output/full_metadata_model_comparison/logs/query_1_WEB_SEARCH_gpt-4.1.json,ZA0242,1.0,True,0
1,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,WEB_SEARCH,gpt-4.1,8,Politische Einstellungen und politische Beteiligung 1974,https://search.gesis.org/research_data/ZA0243,Survey covering political attitudes and participation in Germany in 1974.,output/full_metadata_model_comparison/logs/query_1_WEB_SEARCH_gpt-4.1.json,ZA0243,1.0,True,0
1,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,WEB_SEARCH,gpt-4.1,9,Bundestagswahl 1976: Parteivertrauen und politische Einstellungen,https://search.gesis.org/research_data/ZA1161,"This dataset includes study data from the 1976 election, focusing on trust in parties and political attitudes.",output/full_metadata_model_comparison/logs/query_1_WEB_SEARCH_gpt-4.1.json,ZA1161,1.0,True,0
1,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,WEB_SEARCH,gpt-4.1,10,Jugend und politische Einstellungen 1977/1978,https://search.gesis.org/research_data/ZA1103,"This survey captures political attitudes among German youth during 1977/1978, reflecting political behavior in the late 1970s.",output/full_metadata_model_comparison/logs/query_1_WEB_SEARCH_gpt-4.1.json,ZA1103,1.0,True,0
1,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,WEB_SEARCH,llama4:latest,1,German Longitudinal Election Study (GLES) - 1979,https://doi.org/10.4232/1.11803,"This dataset provides information on political behavior and attitudes in Germany during the 1970s, specifically the 1979 European election.",output/full_metadata_model_comparison/logs/query_1_WEB_SEARCH_llama4_latest.json,ZA3272,0.8484848484848484,False,0
1,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,WEB_SEARCH,llama4:latest,2,"Allensbach: Political Behavior and Attitudes in West Germany, 1971",https://doi.org/10.4232/1.02486,"This dataset contains information on political behavior and attitudes in West Germany during the 1970s, providing insights into the political climate of the time.",output/full_metadata_model_comparison/logs/query_1_WEB_SEARCH_llama4_latest.json,ZA6975,1.0,False,0
1,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,WEB_SEARCH,llama4:latest,3,ZA-Archive: Various Surveys on Political Behavior and Attitudes,https://www.gesis.org/en/data_archive/,"While not specifically focused on the 1970s, the ZA-Archive hosts a variety of surveys related to political behavior and attitudes in Germany, some of which may be relevant to the query.",output/full_metadata_model_comparison/logs/query_1_WEB_SEARCH_llama4_latest.json,ZA6975,1.0,False,0
1,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,WEB_SEARCH,llama4:latest,4,GESIS Data Archive: Political Science,https://www.gesis.org/en/data_archive/,"The GESIS Data Archive hosts a wide range of datasets related to political science, including some that may be relevant to political behavior and attitudes in Germany during the 1970s.",output/full_metadata_model_comparison/logs/query_1_WEB_SEARCH_llama4_latest.json,SDN-10.7802-2973,0.7457627118644068,False,0
1,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,WEB_SEARCH,gpt-5-mini,1,German Longitudinal Election Study (GLES) – 1970s election studies (GESIS Data Archive),https://search.gesis.org/research_data/series/120,GESIS Data Archive series page for election studies including datasets on German elections and political behaviour from the 1970s hosted by GESIS (series aggregates multiple election datasets from that period).,output/full_metadata_model_comparison/logs/query_1_WEB_SEARCH_gpt-5-mini.json,ZA3272,0.8484848484848484,False,0
1,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,WEB_SEARCH,gpt-5-mini,2,Election Studies 1949-1990 (Microcensus of West German Election Studies) — GESIS Data Archive,https://search.gesis.org/research_data/series/23,GESIS series covering West German election studies across multiple years including the 1970s; provides landing page for microdata and documentation about political attitudes and voting behaviour in that decade.,output/full_metadata_model_comparison/logs/query_1_WEB_SEARCH_gpt-5-mini.json,,0.0,False,0
1,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,WEB_SEARCH,gpt-5-mini,3,German General Social Survey (ALLBUS) — 1970s datasets (GESIS Data Archive),https://search.gesis.org/research_data/series/92,"ALLBUS series page at GESIS, which includes general social survey waves from the 1970s containing measures of political attitudes and related variables for Germany.",output/full_metadata_model_comparison/logs/query_1_WEB_SEARCH_gpt-5-mini.json,ZA8830,0.8235294117647058,False,0
1,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,WEB_SEARCH,gpt-5-mini,4,East German Election Study 1976 (Wahlen in der DDR) — GESIS Data Archive,https://search.gesis.org/research_data/record/ZE000030,GESIS-hosted dataset record for a 1976 East German election study covering political behaviour and attitudes in the GDR during the 1970s.,output/full_metadata_model_comparison/logs/query_1_WEB_SEARCH_gpt-5-mini.json,ZA1397,0.8837209302325582,False,0
1,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,WEB_SEARCH,gpt-5-mini,5,West German Voter Surveys 1972 (Infratest / Forschungsgruppe Wahlen) — GESIS Data Archive,https://search.gesis.org/research_data/record/ZA5007,"GESIS landing page for voter survey data from the early 1970s (e.g., 1972), documenting political behaviour and voting intentions in West Germany.",output/full_metadata_model_comparison/logs/query_1_WEB_SEARCH_gpt-5-mini.json,ZA5007,1.0,True,0
1,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,WEB_SEARCH,gpt-5-mini,6,West German Voter Surveys 1976 (Forschungsgruppe Wahlen) — GESIS Data Archive,https://search.gesis.org/research_data/record/ZA5014,GESIS-hosted record for surveys around the 1976 federal election in West Germany capturing political attitudes and electoral behaviour.,output/full_metadata_model_comparison/logs/query_1_WEB_SEARCH_gpt-5-mini.json,ZA5014,1.0,True,0
1,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,WEB_SEARCH,gpt-5-mini,7,Political Parties and Elections in Federal Republic of Germany 1949-1990 (aggregated datasets) — GESIS Data Archive,https://search.gesis.org/research_data/series/9,"Series page at GESIS aggregating data on parties and elections across the 1949–1990 period, covering political behaviour and attitudes in the 1970s.",output/full_metadata_model_comparison/logs/query_1_WEB_SEARCH_gpt-5-mini.json,ZA3222,0.8571428571428571,False,0
